"logFC" "logCPM" "PValue" "FDR" "promoter_ID"
"JGI_V11_300537" 6.51153866638435 4.57396209762686 2.36531766974066e-07 3.14160498512333e-06 "scaffold_4289_2022_2028_-"
"JGI_V11_300555" -1.14200518681002 6.5461821782782 2.43023029626708e-07 3.22227019620933e-06 "scaffold_83_594015_594023_-"
"JGI_V11_300544" -1.51662124827125 5.14582517148391 2.44067238637373e-07 3.23190727053884e-06 "scaffold_5_1156575_1156581_+"
"JGI_V11_300544.1" -6.25445803936164 2.72972420977012 2.46240747906402e-07 3.2564539427674e-06 "scaffold_35_355035_355040_-"
"JGI_V11_300549" 6.5575140265516 2.87315778478909 2.54814382782816e-07 3.35242229958323e-06 "scaffold_13_739158_739195_+"
"JGI_V11_202438" 6.64983583376531 3.24485557672986 2.59743924249753e-07 3.41286758791643e-06 "scaffold_61_62041_62043_-"
"JGI_V11_257323" 6.53581217805004 4.30687421608183 2.62924767863595e-07 3.4502099370554e-06 "scaffold_67_201661_201665_+"
"JGI_V11_300540" -1.61722596367042 6.07481378236571 2.6766204500415e-07 3.50785405955889e-06 "scaffold_47_346655_346663_+"
"JGI_V11_300540.1" -12.0463053783947 7.32278769765317 2.77982418896954e-07 3.63842541340319e-06 "scaffold_23_319985_319987_+"
"JGI_V11_217456" 6.54176525639587 4.15511503974214 2.8189356956545e-07 3.68488089715658e-06 "scaffold_4_2619898_2619929_-"
"JGI_V11_61523" 4.03614124303043 7.90122048899773 2.9308582131136e-07 3.82266483921555e-06 "scaffold_4_2427954_2427962_+"
"JGI_V11_217461" 4.03614124303043 7.90122048899773 2.9308582131136e-07 3.82266483921555e-06 "scaffold_4_2427954_2427962_+.1"
"JGI_V11_112919" 6.61033502987321 2.90955789244313 2.93801437477461e-07 3.82580567497824e-06 "scaffold_8_18594_18637_+"
"JGI_V11_300546" 3.09613552638769 5.37300376064037 2.94878060446631e-07 3.83492118713671e-06 "scaffold_8_15714_15730_-"
"JGI_V11_112924" -6.28794324306255 2.6045382979429 2.98337007581826e-07 3.8749563114869e-06 "scaffold_62_435444_435445_+"
"JGI_V11_61547" -2.99060488425505 3.69252998550093 3.11932429653948e-07 4.04336188527305e-06 "scaffold_7_866999_867004_+"
"JGI_V11_328375" -1.75614701379023 4.54366856687877 3.16331369966054e-07 4.08782022888875e-06 "scaffold_5_2477168_2477190_+"
"JGI_V11_231640" 1.50554257347144 6.39569047105171 3.2181672184096e-07 4.14293258976801e-06 "scaffold_43_1007693_1007737_-"
"JGI_V11_189289" -2.12493831308695 4.75542623648763 3.27773238905271e-07 4.21428647951057e-06 "scaffold_1006_2412_2444_-"
"JGI_V11_189289.1" -1.87212845347311 7.13361771679102 3.30234417780526e-07 4.24057638872521e-06 "scaffold_4_2333735_2333741_-"
"JGI_V11_61631" -1.13566681227319 7.21660806615627 3.5199871044013e-07 4.50301867890935e-06 "scaffold_3_2260215_2260257_+"
"JGI_V11_228440" 1.53038898831828 7.38867011563832 3.5437521790405e-07 4.52773255196605e-06 "scaffold_13_1167601_1167613_-"
"JGI_V11_300571" 6.48559283136532 4.09194567632558 3.77331768495496e-07 4.8089729644426e-06 "scaffold_90_333688_333693_+"
"JGI_V11_300571.1" -1.65424153690429 5.22225968487714 3.83831618343516e-07 4.88569671199003e-06 "scaffold_9_1088107_1088116_+"
"JGI_V11_19901" -6.20293592148961 3.43044371208249 3.90426544967218e-07 4.95724876234561e-06 "scaffold_6_1973556_1973560_+"
"JGI_V11_300588" -6.17836744629656 3.35438595376824 4.00789933410631e-07 5.05848761739741e-06 "scaffold_19_560298_560304_-"
"JGI_V11_202511" -1.20298693134762 6.36375216247848 4.01611542256953e-07 5.06139892921108e-06 "scaffold_204_159293_159300_+"
"JGI_V11_202511.1" 1.01741775345178 7.92938511676536 4.07787166842952e-07 5.13287604445214e-06 "scaffold_37_484574_484609_+"
"JGI_V11_257590" -1.04784918634344 9.26805216226599 4.13561887911607e-07 5.19272589963489e-06 "scaffold_23_386565_386573_+"
"JGI_V11_300595" 2.13317828245438 5.20943383658412 4.17163345977912e-07 5.22484108970659e-06 "scaffold_10_1823725_1823761_-"
"JGI_V11_328543" -6.16737868127793 2.87518029617096 4.18477201036188e-07 5.22865440263988e-06 "scaffold_10_856874_856875_+"
"JGI_V11_300598" 0.718920649403676 9.80011369631947 4.19285332686643e-07 5.2323315474854e-06 "scaffold_65_202824_203232_+"
"JGI_V11_231646" -1.15156526889431 6.02411194769818 4.23508836110624e-07 5.27211549891746e-06 "scaffold_25_1175984_1176014_-"
"JGI_V11_231646.1" -6.18619858314346 3.06335044087741 4.25150345811039e-07 5.28608787715972e-06 "scaffold_39_902854_902855_-"
"JGI_V11_300602" -2.98666390007557 3.31716400097107 4.26069895156655e-07 5.29106066143928e-06 "scaffold_238_27399_27515_+"
"JGI_V11_300592" 6.52064103345392 2.84746058116988 4.36757583632404e-07 5.40929354762761e-06 "scaffold_15_1157850_1157855_+"
"JGI_V11_113071" 2.01052599824389 4.97271627164958 4.37184384729208e-07 5.40929354762761e-06 "scaffold_16_466842_466851_-"
"JGI_V11_300599" 6.50120237345236 2.9951788779705 4.38105710739399e-07 5.41411462677099e-06 "scaffold_7_314828_314839_-"
"JGI_V11_300607" 6.47591709138797 3.564037630604 4.43676830960603e-07 5.47631656929918e-06 "scaffold_29_277980_277983_-"
"JGI_V11_189301" -6.20745572800878 3.0783556934265 4.70278605211846e-07 5.79062519573426e-06 "scaffold_24_106283_106287_+"
"JGI_V11_328578" 6.46282063179852 3.77772762693641 4.79778002108711e-07 5.89334064592642e-06 "scaffold_211_147520_147551_+"
"JGI_V11_328578.1" 0.941926216167841 8.52528197607915 4.80394078118989e-07 5.89379867166948e-06 "scaffold_12_1012866_1012916_-"
"JGI_V11_328578.2" -1.6648903994892 5.59934935809574 4.8157679466309e-07 5.90119915770667e-06 "scaffold_101_209012_209019_+"
"JGI_V11_300630" -0.86696041108654 8.81070766050577 5.08195644992174e-07 6.20498351673298e-06 "scaffold_10_1391965_1392087_-"
"JGI_V11_300630.1" -6.19619173405712 2.72282066203719 5.28532252532381e-07 6.44556158986496e-06 "scaffold_55_814902_814941_+"
"JGI_V11_257832" -3.15299752872986 3.1873871906273 5.29800853028885e-07 6.45330393109227e-06 "scaffold_72_385576_385652_-"
"JGI_V11_300638" 1.95928154147957 5.5242811508268 5.3765584678191e-07 6.53335261071622e-06 "scaffold_10_198940_198953_-"
"JGI_V11_228516" -6.21942637785411 2.51462657626292 5.51627349137637e-07 6.68716820984352e-06 "scaffold_138_182148_182156_-"
"JGI_V11_328636" -6.14746248878823 2.48748570493341 5.53191856913457e-07 6.69816014143845e-06 "scaffold_12_344560_344567_-"
"JGI_V11_113206" -1.04210499519741 6.9660293571716 5.80605044823869e-07 7.01340589732082e-06 "scaffold_63_90663_90782_+"
"JGI_V11_202590" -0.902016482166823 9.99198694493631 6.26370787900504e-07 7.52161996838542e-06 "scaffold_143_210207_210260_+"
"JGI_V11_328622" -1.68459445950089 7.61064397623435 6.29803370540792e-07 7.55393135714591e-06 "scaffold_26_1119245_1119269_-"
"JGI_V11_231649" -1.48830847077546 5.13475816740066 6.33928353963717e-07 7.59446168048533e-06 "scaffold_19_263658_263669_+"
"JGI_V11_290630" 0.87225624327164 10.5094090254474 6.3711842826215e-07 7.62370970034485e-06 "scaffold_96_117852_117941_+"
"JGI_V11_328629" 6.41290823407331 4.47613365231394 6.38664475846588e-07 7.63320848575632e-06 "scaffold_13_737308_737314_-"
"JGI_V11_300631" 6.45909949984243 2.96879570162709 6.40526094796148e-07 7.6375611514159e-06 "scaffold_51_96660_96668_+"
"JGI_V11_300640" 1.12030135193118 7.32548286597965 6.51192929525371e-07 7.7556697091893e-06 "scaffold_34_593799_593861_+"
"JGI_V11_300634" -1.93639736174737 4.99417587654895 6.74191422518455e-07 7.99219005297488e-06 "scaffold_61_321595_321602_-"
"JGI_V11_228523" -2.00441073351166 4.38782048961781 6.78421602274467e-07 8.03298508832663e-06 "scaffold_9_1052379_1052424_+"
"JGI_V11_228523.1" -1.68077024170546 5.09369333795221 6.84484844509329e-07 8.0953648915662e-06 "scaffold_13_1624500_1624557_+"
"JGI_V11_336563" 0.796278210497589 10.4342266804636 7.02937393858748e-07 8.30395763534063e-06 "scaffold_143_83319_83401_+"
"JGI_V11_300650" -3.05644083078773 3.73023375614301 7.0666335178248e-07 8.33830001297913e-06 "scaffold_47_396034_396040_-"
"JGI_V11_300650.1" -2.23734788087353 4.2293940520403 7.12306081782156e-07 8.39515373933761e-06 "scaffold_61_150379_150383_+"
"JGI_V11_269921" -1.17865830657823 7.70917279082441 7.3696362836216e-07 8.67572326891547e-06 "scaffold_2_1797352_1797532_-"
"JGI_V11_300656" -2.08016074388685 4.28896022676935 7.57186558638354e-07 8.89323036518381e-06 "scaffold_76_607252_607283_+"
"JGI_V11_328682" -1.40789077445359 5.85732439539625 7.70677076192572e-07 9.04124961620848e-06 "scaffold_8_403861_403874_-"
"JGI_V11_300659" -1.20621362721064 7.21476586015487 7.73209224690447e-07 9.06051730152224e-06 "scaffold_15_1056643_1056664_+"
"JGI_V11_300660" -2.89492212261504 3.04117829415853 7.77988449611466e-07 9.10604181884317e-06 "scaffold_6_1836670_1836674_-"
"JGI_V11_300674" -1.68579705346826 4.66920318623129 8.09981683163924e-07 9.44793067543898e-06 "scaffold_28_294254_294260_+"
"JGI_V11_300674.1" 2.97760484471343 5.66079136466994 8.13380554065476e-07 9.47672103209238e-06 "scaffold_8_15885_15924_-"
"JGI_V11_300653" 2.09142464670325 5.19871584994277 8.20670334742158e-07 9.53982422223675e-06 "scaffold_87_389380_389399_-"
"JGI_V11_202596" 1.12770985604656 7.21510493896075 8.30476231193268e-07 9.64280440392366e-06 "scaffold_118_206421_206670_+"
"JGI_V11_202596.1" -1.16642366794918 6.75990668785377 8.59320843834949e-07 9.9590520220835e-06 "scaffold_2_2916519_2916540_+"
"JGI_V11_202596.2" -1.26915812808596 8.2858274129055 8.59668734892605e-07 9.9590520220835e-06 "scaffold_220_50659_50675_+"
"JGI_V11_202596.3" 6.37049109076603 4.24152643937961 8.62416027007608e-07 9.97952545797554e-06 "scaffold_19_208962_208966_+"
"JGI_V11_202596.4" -1.74941691555226 4.58067609904996 8.63737851002038e-07 9.98347620516884e-06 "scaffold_17_58438_58442_-"
"JGI_V11_202596.5" 6.42183562912137 4.10218657069509 8.71576712568019e-07 1.00626594830841e-05 "scaffold_72_512747_512808_+"
"JGI_V11_231670" 6.42576616474997 4.5550933407427 8.93163010555556e-07 1.03002026460784e-05 "scaffold_51_70214_70381_+"
"JGI_V11_328684" -6.14219312607559 3.18561156163723 8.95522924376752e-07 1.03040790270378e-05 "scaffold_7_407481_407486_-"
"JGI_V11_113251" -1.29209666141293 5.82375076179745 8.9856794342974e-07 1.03274462392156e-05 "scaffold_11_1575959_1576023_-"
"JGI_V11_300664" -1.90662332024029 4.40412129416253 9.21470293252582e-07 1.05733871273574e-05 "scaffold_56_505197_505252_+"
"JGI_V11_300675" 6.42655795331005 3.82611208255838 9.22043383000428e-07 1.05733871273574e-05 "scaffold_121_366022_366033_-"
"JGI_V11_228550" 6.38539377218555 4.21371895116346 9.34559038084999e-07 1.06688505435197e-05 "scaffold_87_277979_278058_+"
"JGI_V11_258045" -6.08446795379588 3.26208780472087 9.66221558252665e-07 1.09810648746505e-05 "scaffold_39_350361_350366_-"
"JGI_V11_300699" -6.08299751733699 3.06448444204259 9.9246875059364e-07 1.12405825684252e-05 "scaffold_206_108047_108048_+"
"JGI_V11_228569" 6.37828789236395 3.78390543451419 9.94575753132782e-07 1.12405825684252e-05 "scaffold_17_1366847_1366854_-"
"JGI_V11_228569.1" -2.91581714644866 3.55457341754586 9.98172167461719e-07 1.12653912922602e-05 "scaffold_47_257909_257914_-"
"JGI_V11_328818" 0.944512252909576 7.9981979844469 1.01840795656769e-06 1.14464108407602e-05 "scaffold_120_333989_334082_+"
"JGI_V11_300690" -2.95186052978019 3.63927449651678 1.05050058555116e-06 1.17940986357965e-05 "scaffold_67_595626_595648_-"
"JGI_V11_300691" 2.68695011366626 4.74149364274333 1.05645795057792e-06 1.18479199457434e-05 "scaffold_46_49996_50046_+"
"JGI_V11_228568" 1.06924868971765 8.04856763236089 1.05912091008575e-06 1.18647175218957e-05 "scaffold_188_154591_154656_-"
"JGI_V11_217662" -1.73250853827235 4.31910014713255 1.0619948882813e-06 1.18838395026027e-05 "scaffold_89_483784_483796_-"
"JGI_V11_99081" -6.09409560156587 3.12635972056778 1.06661836564331e-06 1.1909402212002e-05 "scaffold_187_45682_45683_-"
"JGI_V11_36179" -1.59010879151172 5.47963300246834 1.12057319374798e-06 1.24708162097657e-05 "scaffold_187_96288_96427_+"
"JGI_V11_209126" -6.08809258534443 2.66780899544015 1.14514919940143e-06 1.27304086217301e-05 "scaffold_14_1414485_1414525_-"
"JGI_V11_209126.1" -1.16877055216002 5.927410662865 1.16974854899242e-06 1.29869600096289e-05 "scaffold_52_346940_346973_+"
"JGI_V11_314322" -1.56216736358349 4.85806109769765 1.17619702043105e-06 1.30187111511406e-05 "scaffold_2_2803345_2803352_+"
"JGI_V11_238158" -6.12246122548895 2.68910940967565 1.18470520057304e-06 1.30844393247671e-05 "scaffold_3_2029225_2029229_+"
"JGI_V11_194044" -6.11368918517568 2.47899322491346 1.19704504255974e-06 1.32064026743075e-05 "scaffold_12_1743155_1743156_-"
"JGI_V11_92293" -1.85999803072565 4.25471049105986 1.22653124776419e-06 1.3517064606042e-05 "scaffold_89_633197_633204_-"
"JGI_V11_314337" -1.53536517607906 6.08203584766649 1.25318928685229e-06 1.37941582564775e-05 "scaffold_118_142737_142886_+"
"JGI_V11_314338" -0.605599059632939 10.3298803929794 1.25438383045253e-06 1.37941582564775e-05 "scaffold_94_359880_359984_-"
"JGI_V11_314338.1" -3.03901470770351 3.31208010691457 1.26255352957561e-06 1.3869021134486e-05 "scaffold_6_276600_276607_-"
"JGI_V11_314338.2" -1.73730489349152 4.40582585818019 1.26489287558074e-06 1.38797458534899e-05 "scaffold_30_1025036_1025038_+"
"JGI_V11_300729" -0.810662845704484 8.82121293064994 1.31841806617524e-06 1.44359689977016e-05 "scaffold_111_33915_33986_+"
"JGI_V11_238221" -1.40617446099364 5.22716585047759 1.41443416845377e-06 1.5437495324078e-05 "scaffold_9_138373_138382_-"
"JGI_V11_46313" -6.09215280939919 2.79991275073644 1.41711354268068e-06 1.54501790204682e-05 "scaffold_42_438009_438024_-"
"JGI_V11_238230" -6.11482840577123 2.53267781005829 1.44115269848288e-06 1.56954630252953e-05 "scaffold_123_204712_204716_+"
"JGI_V11_314368" -2.97246105856401 3.39743723624793 1.45273997421726e-06 1.57878881082758e-05 "scaffold_56_476497_476507_+"
"JGI_V11_314370" -3.04558099935744 3.11719136758793 1.45511868895278e-06 1.57968801808168e-05 "scaffold_89_483291_483300_-"
"JGI_V11_194112" -6.11824778799672 2.81320656339449 1.46511255372694e-06 1.58884357131005e-05 "scaffold_23_865349_865366_-"
"JGI_V11_222752" 6.3243441074087 3.99363226607364 1.47710566676254e-06 1.60014542602584e-05 "scaffold_139_156904_156937_+"
"JGI_V11_9558" 0.855903819958655 8.82538291527303 1.50278107835754e-06 1.6245031550865e-05 "scaffold_61_717099_717293_+"
"JGI_V11_299538" -1.43692547619419 6.8199297451287 1.51363139907401e-06 1.6327657348274e-05 "scaffold_75_11070_11078_+"
"JGI_V11_194123" 6.48449908942345 2.82165926115133 1.57378467705208e-06 1.69227554027681e-05 "scaffold_30_456365_456366_-"
"JGI_V11_230573" -1.46533740927627 5.24301279819261 1.61148814475366e-06 1.7273456608449e-05 "scaffold_3677_3848_3860_-"
"JGI_V11_314427" -1.88245464115882 4.68209435360802 1.63495916884323e-06 1.74882239667338e-05 "scaffold_47_431337_431444_-"
"JGI_V11_222780" 0.902198815221823 9.41280426162397 1.70138450374201e-06 1.81415690069161e-05 "scaffold_5_1959762_1959806_+"
"JGI_V11_314436" 0.704913573027593 10.4043781532148 1.73843678518645e-06 1.85172612798678e-05 "scaffold_3_1731834_1731904_+"
"JGI_V11_314436.1" 6.3586528275918 2.73723378352205 1.86603389137133e-06 1.98364247513097e-05 "scaffold_3_2086432_2086439_-"
"JGI_V11_314436.2" -1.41885298192827 7.33649139324668 1.86617842598003e-06 1.98364247513097e-05 "scaffold_187_47110_47208_-"
"JGI_V11_222783" -6.04749038471088 3.7979722767228 1.87304420878844e-06 1.98886435642259e-05 "scaffold_4_2204740_2204743_+"
"JGI_V11_300795" 1.6894738907855 6.00205657990153 1.95490355755074e-06 2.07146544500929e-05 "scaffold_13_515007_515016_-"
"JGI_V11_238349" -6.07924318131819 2.52082924613196 1.9728879228416e-06 2.08834903516591e-05 "scaffold_28_116887_116896_-"
"JGI_V11_314446" 1.5604943720313 6.085581191121 1.99859002555842e-06 2.11335848704687e-05 "scaffold_12_1037164_1037224_+"
"JGI_V11_222793" -1.4115766241175 5.69284446212631 2.02157128985163e-06 2.13322906161234e-05 "scaffold_6_904977_904987_-"
"JGI_V11_194178" -2.31359704734419 3.93915113958189 2.05536215481372e-06 2.16440049870404e-05 "scaffold_4_2373120_2373224_+"
"JGI_V11_238385" -6.01495627190245 2.91814780341093 2.08006054220122e-06 2.18531774802583e-05 "scaffold_7_1362305_1362306_-"
"JGI_V11_238385.1" 1.2752046601785 5.87285177614339 2.08166376861932e-06 2.18531774802583e-05 "scaffold_24_17178_17194_+"
"JGI_V11_300768" -0.702960392450034 10.6225999620766 2.09175699079918e-06 2.1936520532758e-05 "scaffold_69_643292_643379_-"
"JGI_V11_300799" -6.00572547993286 4.06372148261418 2.10333010840246e-06 2.20351959813398e-05 "scaffold_187_132952_132956_+"
"JGI_V11_300803" 1.84447117385677 6.63425968010268 2.11808748475473e-06 2.21442349663834e-05 "scaffold_61_55596_55607_+"
"JGI_V11_300804" 1.84447117385677 6.63425968010268 2.11808748475473e-06 2.21442349663834e-05 "scaffold_61_55596_55607_+.1"
"JGI_V11_300805" -0.815265804804314 8.81895681917851 2.13045257873759e-06 2.22506652402922e-05 "scaffold_62_600568_600940_-"
"JGI_V11_300805.1" -1.79231136616086 4.35261535834362 2.17117898728782e-06 2.26527824052786e-05 "scaffold_20_1111060_1111066_+"
"JGI_V11_99314" -1.79231136616086 4.35261535834362 2.17117898728782e-06 2.26527824052786e-05 "scaffold_20_1111060_1111066_+.1"
"JGI_V11_99314.1" -2.88854470209765 2.95288957347289 2.18029573487631e-06 2.27246176747651e-05 "scaffold_23_423614_423616_-"
"JGI_V11_238422" -1.99790078909488 4.18584424644018 2.27948458591461e-06 2.37341426772684e-05 "scaffold_25_279705_279709_-"
"JGI_V11_300811" 1.55452932023301 8.46723538354614 2.29170287729275e-06 2.38268415530948e-05 "scaffold_47_156447_156544_-"
"JGI_V11_300811.1" -1.85367161489543 4.26557462237094 2.29306733988342e-06 2.38268415530948e-05 "scaffold_2_1759730_1759770_-"
"JGI_V11_300811.2" 6.2871952796723 3.85158498134471 2.30786207490793e-06 2.3954095543301e-05 "scaffold_40_417483_417493_+"
"JGI_V11_314506" 6.2871952796723 3.85158498134471 2.30786207490793e-06 2.3954095543301e-05 "scaffold_40_417483_417493_+.1"
"JGI_V11_222838" 1.01020772292669 8.15229410078604 2.38780189221363e-06 2.46470095754039e-05 "scaffold_123_108744_108754_+"
"JGI_V11_314538" 6.31916498507348 4.21689768686897 2.42057079987341e-06 2.48903238675375e-05 "scaffold_131_318725_318730_+"
"JGI_V11_222844" 6.31500343728498 3.26471157886855 2.42230295126482e-06 2.48903238675375e-05 "scaffold_97_336104_336108_+"
"JGI_V11_209372" 6.31175795591673 3.75194419011644 2.47205732374532e-06 2.53504126160106e-05 "scaffold_11_973607_973640_+"
"JGI_V11_300824" 6.30478872377722 3.539982281262 2.48310556165205e-06 2.54380924892383e-05 "scaffold_5_754671_754698_-"
"JGI_V11_314559" -1.54496498890475 5.74610887110399 2.48937203250526e-06 2.54766587005036e-05 "scaffold_11_364895_364901_-"
"JGI_V11_314559.1" -1.15725096587164 6.65478293089903 2.54899524767248e-06 2.60606612520571e-05 "scaffold_15_1354642_1354717_-"
"JGI_V11_314559.2" -6.02162717014307 2.42759681378514 2.56608996457668e-06 2.62091214737055e-05 "scaffold_47_444077_444080_-"
"JGI_V11_314559.3" -6.02921792262621 2.67083867832739 2.59100854520761e-06 2.6421780529237e-05 "scaffold_13_854553_854554_-"
"JGI_V11_300829" -6.0484190876753 2.44987051714545 2.63008623299842e-06 2.6755412697925e-05 "scaffold_8_807143_807146_+"
"JGI_V11_222859" -6.02338246221758 2.62321105044137 2.64626192344282e-06 2.68930989684812e-05 "scaffold_11_1392810_1392817_-"
"JGI_V11_238528" 6.28580051412234 3.36884981792556 2.66035144492319e-06 2.70093307713388e-05 "scaffold_18_142103_142107_-"
"JGI_V11_314296" 1.90708387305941 5.01282579962909 2.68369095916631e-06 2.71920647136224e-05 "scaffold_16_1461014_1461018_+"
"JGI_V11_314309" 1.60816924970702 5.49236546057592 2.75596649353856e-06 2.78136836508455e-05 "scaffold_89_378720_378733_+"
"JGI_V11_314319" 1.94929686859514 9.68489363652902 2.76085858235808e-06 2.7835468261537e-05 "scaffold_40_956104_956128_-"
"JGI_V11_238147" 1.00330788846264 8.76908864655843 2.78816114904741e-06 2.80743325862644e-05 "scaffold_43_211936_212038_-"
"JGI_V11_290530" -6.05495013480986 2.49390506805066 2.86905683561131e-06 2.88122344743886e-05 "scaffold_1_3781955_3781970_+"
"JGI_V11_230571" 1.68075101306194 4.99336000246882 2.9786292223764e-06 2.98243671302447e-05 "scaffold_142_155056_155061_+"
"JGI_V11_194077" -6.02856551303595 2.70452022212341 2.98504924744858e-06 2.98592892797337e-05 "scaffold_32_252936_252937_-"
"JGI_V11_194087" 3.05075124271834 4.04263470543564 2.99110650251742e-06 2.98905176792295e-05 "scaffold_85_92878_92885_-"
"JGI_V11_314365" 6.28177032169087 3.51302864081171 3.0101008742002e-06 3.00508403940986e-05 "scaffold_8_1566261_1566265_+"
"JGI_V11_222740" 6.28177032169087 3.51302864081171 3.0101008742002e-06 3.00508403940986e-05 "scaffold_8_1566261_1566265_+.1"
"JGI_V11_222740.1" -1.36908246320069 5.53107416424968 3.03368713146431e-06 3.02566464835466e-05 "scaffold_46_177104_177181_+"
"JGI_V11_222740.2" -1.475938638186 5.26383282779478 3.07177301391307e-06 3.06065211356916e-05 "scaffold_74_439901_439909_-"
"JGI_V11_209207" -1.475938638186 5.26383282779478 3.07177301391307e-06 3.06065211356916e-05 "scaffold_74_439901_439909_-.1"
"JGI_V11_194107" -1.98569966342521 4.49427239869452 3.27109251259869e-06 3.24654337775755e-05 "scaffold_2_982911_982914_+"
"JGI_V11_314379" -2.37099828654031 3.31139856685329 3.30995678401973e-06 3.28191722801099e-05 "scaffold_5_1097103_1097105_+"
"JGI_V11_222755" -0.618732956805945 8.63628405816497 3.47186493786423e-06 3.43242724876422e-05 "scaffold_43_742485_742519_-"
"JGI_V11_314397" 6.23626998699687 3.86934499532747 3.49131804336401e-06 3.44497011972633e-05 "scaffold_66_469049_469054_+"
"JGI_V11_314403" 6.30180311568402 2.69980520386778 3.49907568847181e-06 3.44928245263392e-05 "scaffold_10_230530_230533_-"
"JGI_V11_238290" 6.25152756460706 3.94488703350187 3.53213764347805e-06 3.47514566410986e-05 "scaffold_28_1095484_1095504_+"
"JGI_V11_209234" 6.23967380075354 3.8705073624504 3.55539499494941e-06 3.49465127737161e-05 "scaffold_90_472917_472929_-"
"JGI_V11_230572" 6.26752988397976 3.91638870722847 3.56650880604883e-06 3.50061160087996e-05 "scaffold_3_1735356_1735364_+"
"JGI_V11_314411" -0.958092144002205 7.38826651627125 3.56833432359167e-06 3.50061160087996e-05 "scaffold_25_421991_422125_-"
"JGI_V11_194139" 6.22110275405631 3.57931184265507 3.57528436057636e-06 3.50405395993735e-05 "scaffold_47_223350_223385_+"
"JGI_V11_194139.1" 6.22730829174265 3.92671475593512 3.63872307688584e-06 3.56279972037774e-05 "scaffold_13_1776164_1776174_-"
"JGI_V11_238299" 1.27827860859907 5.96265318977029 3.68351244547003e-06 3.59973198005963e-05 "scaffold_76_93605_93710_+"
"JGI_V11_46417" 6.23289305666171 3.73126675095913 3.69369072856778e-06 3.60276366752929e-05 "scaffold_21_554437_554493_-"
"JGI_V11_222781" -2.24438435594198 3.53899526059236 3.93567599000842e-06 3.82414013418471e-05 "scaffold_125_124951_124955_-"
"JGI_V11_314438" 1.08053208154128 14.6798658469928 3.9535851358744e-06 3.83787964143079e-05 "scaffold_958_4254_4300_+"
"JGI_V11_300796" -1.11799761460137 5.90803415885807 3.97533784761516e-06 3.85532050497763e-05 "scaffold_90_183940_183969_+"
"JGI_V11_238364" 0.734351317805493 10.4342473089014 4.10728110391337e-06 3.97570755524238e-05 "scaffold_100_116993_117062_+"
"JGI_V11_194168" 2.51022974856276 4.81446663569921 4.13137961928788e-06 3.9952363402857e-05 "scaffold_10_89703_89753_+"
"JGI_V11_238375" 0.805452995279414 9.80964566298616 4.15079107950384e-06 4.00639863152489e-05 "scaffold_15_858903_858969_+"
"JGI_V11_46586" 6.22973968663953 3.97706586125146 4.21975871994738e-06 4.06911013685835e-05 "scaffold_10_975920_975924_-"
"JGI_V11_314467" 6.22973968663953 3.97706586125146 4.21975871994738e-06 4.06911013685835e-05 "scaffold_10_975920_975924_-.1"
"JGI_V11_230579" 6.26385698654505 3.46710949973348 4.22790122123603e-06 4.07310483782843e-05 "scaffold_36_826361_826363_+"
"JGI_V11_222801" 6.24171543771868 2.66052107696368 4.27807461465799e-06 4.10590328002472e-05 "scaffold_14_855269_855284_-"
"JGI_V11_300798" 2.45648841962348 5.6318961800823 4.28289677477409e-06 4.10666081520947e-05 "scaffold_20_398833_398853_-"
"JGI_V11_314488" 0.995178089413084 7.49452787913089 4.32541322238994e-06 4.1396318462027e-05 "scaffold_79_211076_211180_-"
"JGI_V11_194198" 0.89360559885039 7.98731711291864 4.3510747448369e-06 4.15734474424257e-05 "scaffold_32_30867_30914_-"
"JGI_V11_222816" -5.94498135200311 3.64874019061849 4.35208631774779e-06 4.15734474424257e-05 "scaffold_80_144042_144050_+"
"JGI_V11_222816.1" 6.22009400447826 3.87934355098303 4.3853203468312e-06 4.18516561310048e-05 "scaffold_4_2993761_2993790_-"
"JGI_V11_222817" 6.22009400447826 3.87934355098303 4.3853203468312e-06 4.18516561310048e-05 "scaffold_4_2993761_2993790_-.1"
"JGI_V11_238417" 1.64400542671096 7.67618607270649 4.57017669674508e-06 4.35342463077223e-05 "scaffold_3_2134926_2134935_+"
"JGI_V11_238417.1" 1.70178164379935 5.19944671289006 4.61103104280282e-06 4.38823636531412e-05 "scaffold_3_2648542_2648580_-"
"JGI_V11_194239" 0.65999251927208 9.39467994187929 4.67981258102424e-06 4.43297967558789e-05 "scaffold_3_3490329_3490417_-"
"JGI_V11_300779" -5.89735063531294 2.76195663227954 4.70932111719323e-06 4.45264781210573e-05 "scaffold_8_1876829_1876830_+"
"JGI_V11_194251" 6.24456790346974 2.82216350465694 4.71623690011968e-06 4.45505012559542e-05 "scaffold_14_1309038_1309039_+"
"JGI_V11_300820" -5.93026442122024 3.25082784047594 4.72443279307428e-06 4.45865608265759e-05 "scaffold_43_484064_484073_-"
"JGI_V11_300823" -1.23520846473616 5.5508019994443 4.72970082382229e-06 4.45949476749837e-05 "scaffold_28_249354_249356_+"
"JGI_V11_300823.1" -5.89628589342465 2.77416351395549 4.76393890267726e-06 4.48762163237396e-05 "scaffold_111_366995_366998_+"
"JGI_V11_314556" -5.95910232798358 2.92749752432933 4.89334812600699e-06 4.6010123700027e-05 "scaffold_46_188796_188816_+"
