"logFC" "logCPM" "PValue" "FDR" "promoter_ID"
"JGI_V11_310950" -0.406196025356843 5.48251870463559 0.157820404151016 0.314621216810844 "scaffold_5_61957_61980_+"
"JGI_V11_220880" 0.674448687660174 4.93601449017837 0.158100475459302 0.31505619209434 "scaffold_93_149327_149343_-"
"JGI_V11_233940" -0.329135502253403 8.97618314880365 0.158971064858934 0.316543283820596 "scaffold_29_1079719_1079796_-"
"JGI_V11_220881" -0.510923528934748 4.90826766579 0.159380253777741 0.317279474756134 "scaffold_12_1272865_1272876_-"
"JGI_V11_91937" 0.424238086452536 5.59081005367902 0.159443089086751 0.317279474756134 "scaffold_30_499148_499159_-"
"JGI_V11_310962" 0.840773491551901 3.59010417396958 0.159459257802363 0.317279474756134 "scaffold_6_170203_170265_-"
"JGI_V11_206384" -0.490528307525445 8.49656559562152 0.159465418030236 0.317279474756134 "scaffold_2_2462342_2462392_+"
"JGI_V11_191245" 0.63030731827032 4.42907081604821 0.15967686957028 0.317638125187373 "scaffold_43_175275_175324_+"
"JGI_V11_304735" 0.384815584575727 6.88089146934087 0.160048301282472 0.318151023433022 "scaffold_1_2443456_2443463_-"
"JGI_V11_304735.1" 0.420249841105793 5.74121026247944 0.160059677211762 0.318151023433022 "scaffold_45_586695_586806_+"
"JGI_V11_304735.2" 0.414733878114944 5.77510669423868 0.160180963487846 0.318329967056349 "scaffold_29_1205314_1205322_-"
"JGI_V11_299507" 0.301047942424871 6.77865671753289 0.160386969735932 0.318552859922176 "scaffold_43_606974_607082_+"
"JGI_V11_220910" -0.681850479004191 3.65660455565569 0.160549123059466 0.318750579082578 "scaffold_299_58919_58932_-"
"JGI_V11_220910.1" 0.792319032821358 3.62668187743365 0.160672747702972 0.318933838179213 "scaffold_1_2794973_2794977_-"
"JGI_V11_304740" -0.647218645664394 3.9386210764692 0.161178973988966 0.319814008598916 "scaffold_25_1034080_1034095_+"
"JGI_V11_311023" 3.95902720463385 3.66910968960336 0.161303149000903 0.319856878834488 "scaffold_3_790940_790989_+"
"JGI_V11_234052" 0.424651870877789 5.71188131111124 0.161662687851925 0.319856878834488 "scaffold_183_55088_55120_+"
"JGI_V11_191301" 0.577939284366692 4.9513464815013 0.161774110686089 0.319856878834488 "scaffold_90_235768_235895_-"
"JGI_V11_191306" 3.95888364094176 3.20537896346708 0.161783393321298 0.319856878834488 "scaffold_95_176800_176806_+"
"JGI_V11_311062" -0.364583254660188 7.59828778236976 0.161790562272131 0.319856878834488 "scaffold_23_462228_462234_-"
"JGI_V11_311062.1" -0.551111833550418 4.48432812367748 0.161905545292073 0.319856878834488 "scaffold_24_10645_10688_+"
"JGI_V11_311062.2" 3.85932086079969 2.89335938475535 0.162001442024736 0.319856878834488 "scaffold_9_1404950_1404967_+"
"JGI_V11_311062.3" 3.85933003654082 2.78114616705847 0.162072466341349 0.319856878834488 "scaffold_12_850431_850437_-"
"JGI_V11_234085" 3.9154238731681 2.99149958079049 0.162119672982042 0.319856878834488 "scaffold_29_1156889_1156903_-"
"JGI_V11_191310" 3.9154238731681 2.99149958079049 0.162119672982042 0.319856878834488 "scaffold_29_1156889_1156903_-.1"
"JGI_V11_95717" 3.93532917577958 2.75646928966607 0.16219468228302 0.319856878834488 "scaffold_42_34542_34543_-"
"JGI_V11_311074" 3.86264640173695 2.63877052557069 0.162212338260875 0.319856878834488 "scaffold_9_131713_131730_+"
"JGI_V11_311074.1" 3.95873815944957 2.69282050413531 0.162274036275569 0.319856878834488 "scaffold_13_522861_522862_+"
"JGI_V11_311079" 3.85935691320605 2.57097160323057 0.162280953525688 0.319856878834488 "scaffold_6_2353333_2353355_-"
"JGI_V11_311082" 3.94920605978719 2.7003728267772 0.162320828952102 0.319856878834488 "scaffold_28_44233_44241_-"
"JGI_V11_311082.1" 3.94920809524293 2.66589959834705 0.162335742591729 0.319856878834488 "scaffold_163_136041_136070_+"
"JGI_V11_234105" -0.651663007051754 3.64833087980701 0.162346611640087 0.319856878834488 "scaffold_10_1166493_1166499_-"
"JGI_V11_206483" 3.91146409221748 2.51893275220785 0.162350838122613 0.319856878834488 "scaffold_163_33636_33638_-"
"JGI_V11_304771" 3.93526722465999 2.52485590699375 0.162407833057281 0.319856878834488 "scaffold_21_1368049_1368053_-"
"JGI_V11_304771.1" 3.98175404297545 2.73522633018678 0.162409812302486 0.319856878834488 "scaffold_52_63937_63952_-"
"JGI_V11_206490" 3.85937487444305 2.47610794755183 0.162420657191972 0.319856878834488 "scaffold_14_1603242_1603251_+"
"JGI_V11_206496" 3.88769533052016 2.47011366986924 0.162421861690534 0.319856878834488 "scaffold_1_3210899_3210920_+"
"JGI_V11_206496.1" 3.8593754815651 2.41705173306865 0.162425384691244 0.319856878834488 "scaffold_111_88216_88228_+"
"JGI_V11_220993" 3.94922098257254 2.62766976424578 0.162430252109934 0.319856878834488 "scaffold_96_121524_121527_+"
"JGI_V11_220996" -0.451478812256657 6.82426486446321 0.162467975276253 0.319856878834488 "scaffold_24_456323_456332_+"
"JGI_V11_220996.1" 3.88720790272665 2.63559441818571 0.162477202833877 0.319856878834488 "scaffold_41_467844_467845_-"
"JGI_V11_220996.2" 3.90500350878098 2.46720434594235 0.162479950580273 0.319856878834488 "scaffold_74_38697_38700_-"
"JGI_V11_311126" 3.95867575618188 2.59442169812514 0.162485734693383 0.319856878834488 "scaffold_12_1045129_1045148_-"
"JGI_V11_95791" 3.98172748250159 2.52522082194856 0.162498677939443 0.319856878834488 "scaffold_23_1090461_1090469_-"
"JGI_V11_206519" 3.95867193719229 2.64451820573557 0.162498714653356 0.319856878834488 "scaffold_5_290718_290725_-"
"JGI_V11_206529" 3.91140841243733 2.53918026772313 0.162545911535097 0.319856878834488 "scaffold_25_1051206_1051216_+"
"JGI_V11_230283" -1.38583494569123 2.84316048082487 0.162564030058668 0.319856878834488 "scaffold_13_1423210_1423242_-"
"JGI_V11_206542" 3.94275254370648 2.48844887015929 0.162567396417878 0.319856878834488 "scaffold_63_69644_69647_-"
"JGI_V11_221022" 3.93521713410338 2.58920235361335 0.162580723279666 0.319856878834488 "scaffold_2_3559634_3559652_-"
"JGI_V11_41774" 3.94924286221371 2.44927591771942 0.162591043778522 0.319856878834488 "scaffold_10_398392_398398_-"
"JGI_V11_311166" 3.85940078730893 2.80756548351143 0.162600994060161 0.319856878834488 "scaffold_14_1592496_1592516_+"
"JGI_V11_304789" 3.91550532456834 2.62895006512766 0.162614068715128 0.319856878834488 "scaffold_120_351291_351301_-"
"JGI_V11_311177" 3.98167990089183 2.51129349299432 0.162658211181129 0.319881916658447 "scaffold_46_298296_298313_-"
"JGI_V11_41744" 1.13695991071249 2.84580994918788 0.162711288429782 0.31992451246968 "scaffold_5_1197112_1197117_+"
"JGI_V11_187192" 0.348609821640793 5.95345309915759 0.162898522333887 0.320174837320824 "scaffold_1_1674365_1674380_+"
"JGI_V11_304799" 0.31846796008491 6.47994545537388 0.162901486021722 0.320174837320824 "scaffold_3_3148971_3149061_-"
"JGI_V11_191462" 0.38683673860234 5.79803857557769 0.162965599966684 0.320239039841903 "scaffold_111_36577_36629_+"
"JGI_V11_304651" 3.8594775584426 2.6878045905323 0.163088174020339 0.320418073711965 "scaffold_75_298270_298330_-"
"JGI_V11_304801" -1.19790313883229 3.15641489594899 0.16326010425477 0.320632139175761 "scaffold_183_189394_189463_+"
"JGI_V11_299695" 0.563945165937828 4.4940520455704 0.163530126082556 0.321100515599434 "scaffold_53_625434_625483_+"
"JGI_V11_304804" -0.501377096589017 7.46275329650524 0.16393391694541 0.321831323743032 "scaffold_328_41017_41025_-"
"JGI_V11_304806" -0.483581317475289 4.82167721955828 0.164007430750952 0.321913582755772 "scaffold_7_1498265_1498270_-"
"JGI_V11_220681" -0.46655849790188 5.37943752874854 0.164709118343314 0.32297957868091 "scaffold_8_1422481_1422487_+"
"JGI_V11_220681.1" 0.547285416243788 4.69138113342053 0.164932131535588 0.323354619835752 "scaffold_11_1325082_1325128_-"
"JGI_V11_220682" -0.693711482818108 8.69423207873034 0.164984009127904 0.323394064475351 "scaffold_10_810044_810051_-"
"JGI_V11_220682.1" 0.366028852542088 5.99625705578687 0.165069375970457 0.323471582840079 "scaffold_9_1154942_1155019_+"
"JGI_V11_220682.2" -0.631995517322339 4.07988008616145 0.165087087893537 0.323471582840079 "scaffold_55_522357_522360_+"
"JGI_V11_220682.3" 1.91612620354595 3.35415179940577 0.165195189089539 0.323621125528814 "scaffold_9_1220488_1220566_+"
"JGI_V11_206107" -0.5726625781765 4.33047423271924 0.165229994137763 0.323627049491218 "scaffold_4_2145930_2145935_-"
"JGI_V11_310676" 0.434492518109636 5.45516837639681 0.165343730912197 0.323750941128545 "scaffold_94_309929_309996_+"
"JGI_V11_220692" 0.617780547379723 4.42007241774352 0.165399208367097 0.323750941128545 "scaffold_3_3589143_3589174_-"
"JGI_V11_220693" 0.280968831435716 7.09996472646265 0.165408895074699 0.323750941128545 "scaffold_22_326215_326280_+"
"JGI_V11_220693.1" 0.341909919726554 6.25653814234544 0.165420420965513 0.323750941128545 "scaffold_8_2145758_2145911_+"
"JGI_V11_220693.2" -0.484735506716216 5.93307135373305 0.165557045267891 0.323956070707713 "scaffold_21_1195664_1195683_-"
"JGI_V11_220693.3" -0.53798358661212 4.53352720679167 0.165903058038923 0.324524420507465 "scaffold_10_474851_474856_-"
"JGI_V11_220693.4" -1.31508057574958 2.82950606000426 0.165929003149831 0.324524420507465 "scaffold_108_348421_348425_-"
"JGI_V11_220693.5" 0.316526581518766 6.99288427936357 0.165943106901932 0.324524420507465 "scaffold_63_685098_685104_-"
"JGI_V11_220693.6" 0.415634975010145 6.46795849205684 0.166111235322216 0.324790842796875 "scaffold_23_282691_282698_-"
"JGI_V11_220693.7" -0.39050160825936 5.46978555133712 0.166287362473827 0.325072799399306 "scaffold_83_108019_108028_+"
"JGI_V11_220693.8" 0.547651292738976 4.36600583188512 0.16634668805966 0.325126357871693 "scaffold_23_880453_880578_+"
"JGI_V11_95270" -0.564362654744618 4.09122100084613 0.166487147715121 0.325276021715863 "scaffold_99_22909_22915_-"
"JGI_V11_220700" 0.263883232880239 8.0308935857589 0.166555963912241 0.325348049207433 "scaffold_9_2240168_2240313_-"
"JGI_V11_230203" 0.52590689560861 5.74383330011778 0.166680205923671 0.325495236541608 "scaffold_211_153911_154057_+"
"JGI_V11_230203.1" -0.630626493544888 4.11434282436317 0.166704086079975 0.325495236541608 "scaffold_90_55802_55807_-"
"JGI_V11_310703" 0.517699430512108 4.87600249298096 0.166727207483161 0.325495236541608 "scaffold_8_1682169_1682177_+"
"JGI_V11_220713" -0.740499907333438 3.78451627258661 0.167153201018893 0.326139307525462 "scaffold_28_284413_284421_-"
"JGI_V11_95307" 0.65658254698084 4.3009982420976 0.167315219899572 0.32639288970064 "scaffold_39_687450_687454_-"
"JGI_V11_95307.1" 3.93388918634381 2.36965710705609 0.167349857020103 0.326397930288394 "scaffold_11_824707_824730_+"
"JGI_V11_220716" 3.86014523000531 2.37659013942711 0.167482805309314 0.326594677607189 "scaffold_183_147271_147301_+"
"JGI_V11_220716.1" 0.351159947178431 6.06883977157204 0.167608857132173 0.32677107544595 "scaffold_8_1287220_1287276_+"
"JGI_V11_95309" 0.620006530503478 4.4372627343351 0.167637444577202 0.32677107544595 "scaffold_78_223348_223358_+"
"JGI_V11_310726" 0.365236214763218 6.87459001448337 0.167670376019103 0.326772715598569 "scaffold_121_57493_57585_-"
"JGI_V11_310727" -0.44462475222518 5.47246084398612 0.167787951994245 0.326939287247875 "scaffold_5_1602865_1602870_-"
"JGI_V11_95314" 0.550858217986651 4.58649307610417 0.168092376489912 0.327380310657467 "scaffold_121_86516_86587_-"
"JGI_V11_220721" 0.396378355902198 6.44876658555788 0.168127717305087 0.327380310657467 "scaffold_15_821581_821636_+"
"JGI_V11_95317" -0.807665272921295 3.54471013605323 0.168135144745644 0.327380310657467 "scaffold_33_1056970_1056978_+"
"JGI_V11_310732" -0.402422148761371 5.9563676223285 0.168144390980648 0.327380310657467 "scaffold_11_202666_202702_-"
"JGI_V11_310732.1" 0.410426234793591 5.65396589030658 0.16817503732193 0.327380310657467 "scaffold_30_795680_795741_+"
"JGI_V11_310732.2" -0.304787048427916 6.70462063318801 0.168230791676306 0.327426252224738 "scaffold_14_1197319_1197328_-"
"JGI_V11_233639" 0.53730725532547 4.79372909330692 0.168896563586595 0.328659221670609 "scaffold_19_710683_710697_+"
"JGI_V11_233639.1" 1.06215669715886 3.07084997964018 0.16900668643084 0.328810677861148 "scaffold_17_835453_835467_-"
"JGI_V11_233639.2" 0.670609362527816 4.42925384595354 0.16906433251135 0.328859999610903 "scaffold_42_647954_647967_-"
"JGI_V11_95321" 4.05492762243445 3.94693153598035 0.16912927332072 0.328895139845181 "scaffold_47_120015_120399_-"
"JGI_V11_310742" -0.806069791017446 3.36229026232481 0.169146994733302 0.328895139845181 "scaffold_65_406636_406641_+"
"JGI_V11_233660" -0.328688198784065 6.14242167854488 0.169496194997799 0.329448320989232 "scaffold_90_114879_114891_+"
"JGI_V11_230208" -0.345351470614206 6.89147597459244 0.169678489228701 0.329739705308371 "scaffold_5_855832_855954_+"
"JGI_V11_304577" 0.537984457401543 4.44851107477887 0.170201811976611 0.33056743302648 "scaffold_67_705395_705437_-"
"JGI_V11_95362" 0.368295250962413 6.10300198943705 0.170453158084151 0.330868906947001 "scaffold_61_227471_227537_-"
"JGI_V11_95362.1" -0.509701065048203 4.59547110040051 0.170454511032502 0.330868906947001 "scaffold_25_392077_392083_-"
"JGI_V11_310772" 0.473527805573877 5.07552801502446 0.170984011050102 0.331580686445094 "scaffold_1_51155_51224_+"
"JGI_V11_220750" 0.728712955551293 4.85851872588528 0.171063185071365 0.331671061230334 "scaffold_9_1697470_1697483_+"
"JGI_V11_220750.1" 0.529557091777939 7.23165448906456 0.171481453299093 0.33241873956685 "scaffold_60_214630_214638_-"
"JGI_V11_220751" 0.43353097835522 5.36512230952045 0.171896609758616 0.333160102240576 "scaffold_1_1141051_1141124_-"
"JGI_V11_304667" 0.673163698897188 3.83724550164644 0.172241435701187 0.333637918916718 "scaffold_174_58553_58562_+"
"JGI_V11_233746" -0.345335228243575 5.83546760465245 0.172313354100289 0.333650291843172 "scaffold_142_30302_30347_-"
"JGI_V11_233746.1" 0.691516603344999 4.15198537817813 0.172556581005091 0.334057730869741 "scaffold_10_2057092_2057141_+"
"JGI_V11_230219" -0.620293419684364 4.48617580057275 0.172692446933369 0.334235300474071 "scaffold_18_623714_623717_-"
"JGI_V11_230219.1" 0.722803805499623 4.13397044834869 0.172713949827611 0.334235300474071 "scaffold_31_468217_468260_+"
"JGI_V11_310801" 0.455930707681686 5.3834068512025 0.173298044021768 0.335301915689467 "scaffold_168_121465_121498_+"
"JGI_V11_220769" 0.479881082086939 5.05497983464612 0.173389969810991 0.335416045323959 "scaffold_12_1857972_1857996_+"
"JGI_V11_220769.1" -0.671180211470909 4.35751405616468 0.173441380651507 0.335451771922944 "scaffold_16_332920_332927_-"
"JGI_V11_233773" 0.993839334743274 2.88257879827961 0.173730840710458 0.335930027917711 "scaffold_2_103551_103554_+"
"JGI_V11_233778" 0.461303896481515 5.20624547662165 0.173754635867876 0.335930027917711 "scaffold_66_339058_339142_+"
"JGI_V11_230221" 0.676344924922877 4.06748182155027 0.173839724015047 0.336026420057619 "scaffold_291_73765_73776_-"
"JGI_V11_310827" -0.361846327744586 5.84193172893403 0.173870490747677 0.336026420057619 "scaffold_53_274307_274326_-"
"JGI_V11_304684" -0.801398964749481 3.89996677574196 0.174437924388333 0.336867321078399 "scaffold_9_279880_279884_-"
"JGI_V11_304685" -0.794414029362435 3.25935535819748 0.174523437605275 0.33696855614989 "scaffold_15_354770_354780_+"
"JGI_V11_304685.1" -0.762533601967315 3.51416018789833 0.174792213218396 0.337423527431835 "scaffold_12_205854_205862_-"
"JGI_V11_304685.2" -0.569834955028284 4.56995530315546 0.174881033134545 0.337531000835685 "scaffold_48_44721_44783_+"
"JGI_V11_206246" -0.513411153358621 5.07627255432819 0.175123906983358 0.337899788268262 "scaffold_79_337044_337049_+"
"JGI_V11_304599" 0.573632015693306 4.5227342667542 0.175138474170666 0.337899788268262 "scaffold_28_888836_888886_-"
"JGI_V11_304599.1" 0.598883458793759 4.29907339111216 0.175218378837402 0.337989913184555 "scaffold_20_408200_408283_+"
"JGI_V11_304692" 0.529808542789795 4.4415602302049 0.175558098001025 0.338581081807659 "scaffold_97_423162_423206_-"
"JGI_V11_206258" -1.16614917546596 2.80858373504805 0.17567239472539 0.338737359494158 "scaffold_91_339075_339079_+"
"JGI_V11_310873" 0.806141339507294 4.16346296050813 0.175806269973794 0.3387862620378 "scaffold_97_361773_361823_+"
"JGI_V11_304699" 0.514732090869686 4.64547926489602 0.176027582104779 0.339056054862435 "scaffold_78_178114_178145_+"
"JGI_V11_310889" 0.542262858260386 4.41538379812538 0.176443249373171 0.339580723562086 "scaffold_38_283460_283576_+"
"JGI_V11_310892" -1.56669184075738 2.39329727309975 0.177161220647743 0.340833687862454 "scaffold_21_976355_976383_-"
"JGI_V11_206336" 0.764933270506456 3.6873001857119 0.177521038518087 0.341372520928269 "scaffold_121_350689_350696_+"
"JGI_V11_233883" 0.689098578187227 3.8377861582679 0.177541870847109 0.341372520928269 "scaffold_170_113615_113719_-"
"JGI_V11_304716" -0.959519348175287 3.3002788626691 0.177596490293216 0.341413075449466 "scaffold_166_34725_34729_+"
"JGI_V11_41099" 0.877452805677472 3.65927711583534 0.17771732509653 0.3415808836274 "scaffold_99_205917_205964_-"
"JGI_V11_304717" 0.877452805677472 3.65927711583534 0.17771732509653 0.3415808836274 "scaffold_99_205917_205964_-.1"
"JGI_V11_304717.1" 0.458759778313208 5.01803884910551 0.177760933980343 0.341600224706894 "scaffold_2_628960_628976_+"
"JGI_V11_191199" 0.319487288956539 6.33311352626279 0.177835765542595 0.341619848401636 "scaffold_24_672783_672880_+"
"JGI_V11_191208" -0.402447104642817 6.05210921639236 0.177838241812538 0.341619848401636 "scaffold_8_294140_294143_+"
"JGI_V11_220868" -0.397748103514605 5.25454101073747 0.178295239243392 0.342368550106631 "scaffold_56_154090_154121_+"
"JGI_V11_187154" 0.346164691276294 7.62395120989753 0.178450452338795 0.342601990227367 "scaffold_25_733165_733236_+"
"JGI_V11_310948" 0.44920910633574 5.93337816436235 0.178587613686343 0.342800691831864 "scaffold_46_976010_976062_+"
"JGI_V11_304728" 0.360264191376315 8.96702665141039 0.178824525278565 0.343126086472891 "scaffold_11_1547408_1547541_-"
"JGI_V11_310960" 0.520716725283127 4.76254371784887 0.179127720765945 0.343369902583144 "scaffold_8_2016501_2016556_+"
"JGI_V11_233951" 0.377626448467092 7.73938471693004 0.179145095946565 0.343369902583144 "scaffold_5_829943_829969_+"
"JGI_V11_233951.1" 0.580934487747377 4.41114461336797 0.179158102262928 0.343369902583144 "scaffold_38_597527_597534_-"
"JGI_V11_230243" -0.909683773648401 3.15654049630312 0.179158676158925 0.343369902583144 "scaffold_3_815269_815302_-"
"JGI_V11_230243.1" -0.83340997783726 3.64510468170338 0.179187210301895 0.343369902583144 "scaffold_9_593484_593488_+"
"JGI_V11_230243.2" -0.844708821677717 3.15839417379659 0.179187632556892 0.343369902583144 "scaffold_23_933094_933099_+"
"JGI_V11_230243.3" 0.756386107322107 3.61316435673293 0.179405014242953 0.343721779875069 "scaffold_3_325776_325813_-"
"JGI_V11_230243.4" -0.716292200126998 3.55468906476046 0.179503822005208 0.343846391926079 "scaffold_5_1239324_1239357_+"
"JGI_V11_220901" -0.860405029469168 3.4806233113454 0.179611634297797 0.343988202380002 "scaffold_9_392550_392551_+"
"JGI_V11_220904" 0.467375730201796 6.1778456840764 0.179658151928869 0.344012591404978 "scaffold_11_2187334_2187349_-"
"JGI_V11_220904.1" 1.00325490973333 3.67726721936105 0.180459073693485 0.345481245989991 "scaffold_6_927179_927196_+"
"JGI_V11_299512" -0.531903608733128 4.88704887156249 0.180630429690749 0.345679320718079 "scaffold_32_327477_327488_+"
"JGI_V11_310982" -0.534063738111566 4.34344096255278 0.180685415080993 0.345719575680148 "scaffold_99_166438_166464_+"
"JGI_V11_304738" -0.84168588206426 7.69647022069316 0.181048371631006 0.346283915912572 "scaffold_18_877099_877253_+"
"JGI_V11_304741" 0.4940247824443 4.89394712188194 0.181186045483303 0.346482159841591 "scaffold_64_595161_595204_-"
"JGI_V11_310999" 1.02334199803413 3.32570864166226 0.18138122531312 0.346790277387064 "scaffold_6_1982179_1982208_+"
"JGI_V11_220920" 1.04237051502797 3.48631161844039 0.181472389486946 0.346899444742927 "scaffold_1_981314_981347_-"
"JGI_V11_220921" 0.940323168579404 3.44506809463465 0.181622363771259 0.347120970398411 "scaffold_2_1082138_1082151_+"
"JGI_V11_220921.1" 0.993377650965972 3.17702213314719 0.181751468869533 0.347302534715416 "scaffold_7_1748837_1748922_+"
"JGI_V11_220921.2" -0.867439353518043 3.26751185116242 0.181864042031804 0.347409262721604 "scaffold_88_384240_384251_+"
"JGI_V11_233998" 0.313333342061402 6.48449603841738 0.181875555294989 0.347409262721604 "scaffold_162_141957_142007_+"
"JGI_V11_304743" -0.913973227425666 4.28812731783947 0.182091577367307 0.347756663978111 "scaffold_1_3336932_3336955_-"
"JGI_V11_311017" 0.737912616197818 3.86148683919844 0.18238647152174 0.348058740537084 "scaffold_51_647301_647320_+"
"JGI_V11_311020" 1.08543554408978 3.54222070687941 0.182735773005098 0.348612587810573 "scaffold_78_193474_193477_-"
"JGI_V11_230263" -0.826366163330928 2.71754715190542 0.182917215634079 0.348744805617268 "scaffold_1_2610838_2610839_-"
"JGI_V11_220942" -0.660909839435083 4.0477502683579 0.183074025112807 0.348929356570156 "scaffold_9_515262_515267_+"
"JGI_V11_234055" -0.826610234994614 2.71241118709845 0.183082544648369 0.348929356570156 "scaffold_127_356614_356620_+"
"JGI_V11_234063" 0.679283822343959 3.87089882791336 0.183292869693501 0.34926483759149 "scaffold_13_1205129_1205130_+"
"JGI_V11_191314" 1.12959903533878 3.70846418235652 0.184160305435415 0.350589715881255 "scaffold_2_385515_385592_-"
"JGI_V11_304762" -0.891342311162581 3.15375182985899 0.184720280942656 0.351590022586742 "scaffold_63_408728_408732_+"
"JGI_V11_311069" -0.643335519674458 5.97171700669021 0.185036324615807 0.3520599576911 "scaffold_10_489025_489028_-"
"JGI_V11_234093" 0.515145706020789 4.38469323127336 0.185429851391554 0.352611050741399 "scaffold_17_733333_733340_-"
"JGI_V11_220970" -0.875197482583273 2.70237711288796 0.185729148062619 0.353114248454378 "scaffold_2_3237133_3237135_+"
"JGI_V11_206492" 0.46978144130884 4.77657891073882 0.186249165534696 0.3537066864304 "scaffold_2_35881_35903_-"
"JGI_V11_191361" 0.342745623489929 7.82716218976919 0.186751949793852 0.354500879933726 "scaffold_5_2221372_2221547_+"
"JGI_V11_191362" 0.392191550148061 5.65249233882932 0.186813893102121 0.354514698743737 "scaffold_25_506571_506604_-"
"JGI_V11_311119" -0.430876133334591 5.01518254610066 0.187192626910861 0.355034926398454 "scaffold_62_110546_110553_-"
"JGI_V11_311119.1" 0.568745234119195 7.24130808084061 0.187412042636991 0.35538488457588 "scaffold_29_1208115_1208127_+"
"JGI_V11_311119.2" 0.76168741432562 3.45576549476359 0.187613220386528 0.355700134648298 "scaffold_3_2187754_2187755_+"
"JGI_V11_304778" -0.353751193330623 6.36825636658867 0.187793318958555 0.355842829727385 "scaffold_5_1553425_1553457_+"
"JGI_V11_234167" 0.56202154364093 4.733767534795 0.18803599039255 0.356103866499412 "scaffold_14_908310_908350_+"
"JGI_V11_311127" 0.490652621661976 7.82742259632751 0.18820892731306 0.356365099819429 "scaffold_15_116700_116706_+"
"JGI_V11_304781" 0.500916901453721 5.029123132161 0.18845103245426 0.356690866818166 "scaffold_115_120334_120391_-"
"JGI_V11_230277" -0.258092785696071 7.81163774429029 0.188526049469362 0.356706183345506 "scaffold_76_514911_515062_-"
"JGI_V11_230277.1" 0.434779319326307 5.25914662058973 0.188529183812777 0.356706183345506 "scaffold_66_200465_200519_+"
"JGI_V11_311135" 0.484092418527004 5.56399112786767 0.188588150017468 0.356751464170143 "scaffold_14_1412770_1412783_+"
"JGI_V11_304782" 0.33863376790091 6.31318775884151 0.188865992564487 0.35721069878978 "scaffold_167_83844_83906_+"
"JGI_V11_304782.1" -0.394716252301883 5.3323536628202 0.189559796419114 0.358313025711333 "scaffold_161_100360_100416_-"
"JGI_V11_311149" -0.935729233612039 2.94533163437153 0.189587775196043 0.358313025711333 "scaffold_145_59801_59808_+"
"JGI_V11_95812" 0.51537244840017 4.98835327422602 0.18958956913804 0.358313025711333 "scaffold_49_286729_286773_+"
"JGI_V11_311160" -0.274378660982604 7.91546419833284 0.189630564543065 0.358324000508821 "scaffold_11_1432050_1432080_+"
"JGI_V11_311160.1" -0.431867058097624 5.74647848760448 0.189886514228398 0.358741071314986 "scaffold_78_503921_503933_+"
"JGI_V11_206552" -0.574614883796653 4.4236376251888 0.190161098158833 0.35912656946428 "scaffold_176_11642_11654_-"
"JGI_V11_311165" 0.376095901243325 5.67352965103314 0.190826925030127 0.360317184791728 "scaffold_1_2252728_2252897_-"
"JGI_V11_206555" 0.346195116919427 6.02122063445696 0.190868694338297 0.360329238866681 "scaffold_7_1180510_1180539_-"
"JGI_V11_206558" 0.480653510777436 5.04379849930758 0.191400132009752 0.361131655411395 "scaffold_65_204158_204225_+"
"JGI_V11_234212" 0.586909856646657 4.20801508968578 0.191630974008343 0.361500223847157 "scaffold_13_1584242_1584292_-"
"JGI_V11_234212.1" -0.502470148178724 4.37127140469534 0.191737516130215 0.361634214994254 "scaffold_2_193637_193653_-"
"JGI_V11_234212.2" -0.327467609866835 7.56110498413861 0.192315794225692 0.362647575972738 "scaffold_174_76849_76906_+"
"JGI_V11_311170" 0.465771125064601 5.87265700210833 0.19238163659086 0.362647575972738 "scaffold_53_637516_637528_+"
"JGI_V11_304790" 0.447463577024958 5.15780458976371 0.1925871039447 0.362967699327944 "scaffold_101_51226_51267_+"
"JGI_V11_304650" -0.872596954865304 2.98940151051985 0.192817134243994 0.363222349172246 "scaffold_61_493600_493606_+"
"JGI_V11_304650.1" 0.338942253811185 6.13557619790248 0.192829227106468 0.363222349172246 "scaffold_9_690212_690335_+"
"JGI_V11_304793" -0.606524130404068 3.94566045241055 0.193171595711039 0.363732684749539 "scaffold_20_1095908_1095935_-"
"JGI_V11_221038" -0.4477382041904 4.98744230983345 0.193284616095645 0.363786334748188 "scaffold_6_1482028_1482039_+"
"JGI_V11_221038.1" -0.693862866057431 3.14911484784976 0.193289309987029 0.363786334748188 "scaffold_2_2876552_2876568_-"
"JGI_V11_221038.2" 0.339168877824526 6.16303810248696 0.193307262822591 0.363786334748188 "scaffold_169_3946_4002_+"
"JGI_V11_304794" -0.639469874825064 4.18713259223525 0.19366192319024 0.364319113956441 "scaffold_115_139157_139159_+"
"JGI_V11_304794.1" 0.499825150527551 4.90568201141295 0.193705892455805 0.364334522142124 "scaffold_144_170054_170080_+"
"JGI_V11_304797" -0.341871269173106 6.00324005267737 0.194070716976146 0.364818554729202 "scaffold_61_577285_577338_-"
"JGI_V11_230286" 0.369829087580045 5.99693350904417 0.1941327949855 0.364826011811452 "scaffold_25_1066534_1066586_+"
"JGI_V11_221054" -0.594518269682453 4.79303617554552 0.194501885815242 0.365359288554991 "scaffold_52_197042_197067_+"
"JGI_V11_311200" -0.866513141799707 2.99607674377646 0.194677200675529 0.365621160914591 "scaffold_2_1515891_1515896_+"
"JGI_V11_311200.1" -0.479564077166056 4.62611162631862 0.194770445636378 0.365702864876963 "scaffold_94_176579_176595_-"
