"MvMf" "pEvM" "MfvpE" "MvF" "AvS"
"scaffold_10_883595_883991_+" 0 0 0 0 0
"scaffold_10_884100_884246_+" 0 0 0 0 0
"scaffold_10_884259_884470_+" 0 0 0 0 0
"scaffold_10_887356_887409_+" 1 -1 0 1 0
"scaffold_10_887577_887755_+" 1 -1 0 1 0
"scaffold_10_908357_908475_+" -1 0 0 -1 0
"scaffold_10_920860_921052_+" 0 0 0 0 0
"scaffold_10_925140_925406_+" -1 1 1 -1 0
"scaffold_10_927976_928163_+" 0 0 0 0 0
"scaffold_10_931993_932344_+" 0 0 -1 0 0
"scaffold_10_937306_937496_+" 1 0 -1 0 -1
"scaffold_10_966108_966133_+" 1 0 -1 0 0
"scaffold_10_966314_966482_+" 1 0 -1 0 0
"scaffold_10_969091_969134_+" 1 0 0 1 0
"scaffold_10_974122_974177_+" 1 0 0 1 0
"scaffold_10_1003147_1003423_+" 0 0 0 0 0
"scaffold_10_1043001_1043366_+" 0 0 0 0 0
"scaffold_10_1051307_1051440_+" 0 0 -1 0 0
"scaffold_10_1061726_1061824_+" 0 0 0 0 0
"scaffold_10_1143930_1143986_+" 0 0 0 0 0
"scaffold_10_1233340_1233421_+" 0 1 -1 0 -1
"scaffold_10_1256087_1256128_+" 0 1 -1 0 -1
"scaffold_10_1266124_1266232_+" 0 0 0 0 0
"scaffold_10_1273624_1273705_+" -1 1 0 -1 0
"scaffold_10_1285477_1285662_+" 0 0 0 0 0
"scaffold_10_1294157_1294278_+" 0 0 0 0 0
"scaffold_10_1296746_1296801_+" 1 0 -1 0 0
"scaffold_10_1323994_1324024_+" 1 -1 0 1 0
"scaffold_10_1325042_1325162_+" 0 0 0 1 0
"scaffold_10_1342212_1342245_+" 0 0 -1 0 0
"scaffold_10_1346960_1346995_+" 0 1 -1 0 0
"scaffold_10_1354347_1354366_+" 0 0 0 0 0
"scaffold_10_1356445_1356539_+" 0 0 0 0 0
"scaffold_10_1357570_1357821_+" 0 0 0 0 0
"scaffold_10_1362461_1362581_+" -1 0 0 -1 0
"scaffold_10_1367575_1367601_+" 0 1 -1 0 0
"scaffold_10_1367708_1367776_+" -1 0 0 0 0
"scaffold_10_1370820_1370996_+" 0 0 -1 0 0
"scaffold_10_1371105_1371168_+" 0 0 0 -1 0
"scaffold_10_1419030_1419061_+" 0 0 0 0 0
"scaffold_10_1419345_1419470_+" 0 0 0 0 0
"scaffold_10_1419588_1419820_+" 0 0 0 0 0
"scaffold_10_1444344_1444573_+" 0 0 0 0 0
"scaffold_10_1453200_1453373_+" 0 0 0 0 0
"scaffold_10_1473606_1473627_+" 0 0 0 0 0
"scaffold_10_1509163_1509231_+" 0 0 0 0 0
"scaffold_10_1518200_1518301_+" -1 1 1 -1 0
"scaffold_10_1518664_1518712_+" 0 0 0 0 0
"scaffold_10_1527003_1527059_+" 0 0 0 0 0
"scaffold_10_1546369_1546443_+" 0 1 0 -1 0
"scaffold_10_1549739_1549795_+" 0 0 0 0 0
"scaffold_10_1576233_1576312_+" 0 0 0 0 0
"scaffold_10_1627264_1627384_+" 0 0 0 0 0
"scaffold_10_1630511_1630545_+" 0 1 -1 0 -1
"scaffold_10_1758978_1759076_+" 0 0 0 0 0
"scaffold_10_1765216_1765339_+" 0 0 0 0 0
"scaffold_10_1770413_1770527_+" 0 0 0 0 0
"scaffold_10_1804597_1804812_+" 0 0 0 0 0
"scaffold_10_1829476_1829548_+" 1 -1 0 1 0
"scaffold_10_1829791_1829913_+" 1 -1 0 1 0
"scaffold_10_1830977_1831098_+" 1 -1 0 1 0
"scaffold_10_1833791_1834096_+" 0 0 0 0 0
"scaffold_10_1835538_1835680_+" 0 0 0 0 0
"scaffold_10_1842943_1842978_+" 0 0 0 0 0
"scaffold_10_1877957_1878171_+" 0 0 0 0 0
"scaffold_10_1885060_1885103_+" 0 0 0 0 0
"scaffold_10_1896993_1897046_+" 0 0 0 0 0
"scaffold_10_1905843_1905988_+" 1 0 0 0 0
"scaffold_10_1906140_1906245_+" 0 0 0 0 0
"scaffold_10_1912707_1912790_+" -1 0 0 -1 0
"scaffold_10_2005514_2005573_+" 1 -1 0 1 0
"scaffold_10_2057050_2057206_+" -1 0 0 -1 0
"scaffold_10_2062640_2062726_+" 1 0 0 0 0
"scaffold_10_2069499_2069565_+" 0 0 0 0 0
"scaffold_10_2072266_2072318_+" 0 0 0 0 0
"scaffold_10_2089350_2089425_+" 0 0 0 0 0
"scaffold_10_2100075_2100202_+" -1 1 0 -1 0
"scaffold_10_2105352_2105544_+" 1 -1 0 1 0
"scaffold_10_2114572_2114935_+" -1 0 1 -1 0
"scaffold_10_2120337_2120373_+" 0 0 0 1 0
"scaffold_10_3869_3940_-" 0 0 -1 0 0
"scaffold_10_8313_8360_-" 0 0 1 0 0
"scaffold_10_10015_10130_-" -1 0 1 0 1
"scaffold_10_18372_18440_-" -1 1 0 -1 0
"scaffold_10_74206_74272_-" 0 0 0 0 0
"scaffold_10_99589_99752_-" 0 -1 1 1 0
"scaffold_10_110355_110438_-" 0 0 0 0 0
"scaffold_10_198886_198964_-" -1 1 0 -1 0
"scaffold_10_206678_206748_-" 0 0 0 0 0
"scaffold_10_230526_230535_-" 0 0 -1 0 -1
"scaffold_10_268907_268964_-" 0 0 0 0 0
"scaffold_10_271088_271466_-" 0 0 0 0 0
"scaffold_10_271678_271772_-" 0 0 0 0 0
"scaffold_10_301942_302090_-" 0 0 0 0 0
"scaffold_10_302113_302310_-" 0 0 0 0 0
"scaffold_10_307167_307310_-" 0 0 0 0 0
"scaffold_10_314149_314261_-" 0 0 0 0 0
"scaffold_10_324246_324393_-" 0 0 0 0 0
"scaffold_10_331858_332044_-" 0 0 0 0 0
"scaffold_10_367747_368124_-" 0 0 0 0 0
"scaffold_10_373293_373425_-" -1 0 0 -1 0
"scaffold_10_373612_373793_-" 0 0 0 0 0
"scaffold_10_377849_377983_-" 0 0 0 0 0
"scaffold_10_396021_396180_-" 0 0 0 0 0
"scaffold_10_452801_452894_-" 0 0 0 0 0
"scaffold_10_474830_474919_-" 0 0 0 0 0
"scaffold_10_476395_476593_-" 0 0 0 0 0
"scaffold_10_479793_479855_-" 1 0 0 1 0
"scaffold_10_489008_489067_-" 0 0 0 0 0
"scaffold_10_499522_499537_-" 0 0 0 0 0
"scaffold_10_506351_506363_-" 0 0 0 0 0
"scaffold_10_520536_520745_-" 0 1 -1 0 -1
"scaffold_10_520862_520937_-" 0 1 -1 -1 -1
"scaffold_10_524231_524293_-" 0 1 -1 -1 -1
"scaffold_10_524420_524574_-" 0 1 -1 0 -1
"scaffold_10_524703_524790_-" 0 1 -1 -1 -1
"scaffold_10_530970_531032_-" -1 1 1 -1 0
"scaffold_10_531965_532004_-" -1 0 1 0 0
"scaffold_10_539467_539590_-" -1 0 0 0 0
"scaffold_10_540802_541090_-" 0 0 0 0 0
"scaffold_10_578010_578059_-" 0 0 0 0 0
"scaffold_10_607987_608004_-" 0 0 0 0 0
"scaffold_10_623946_624169_-" -1 0 0 0 0
"scaffold_10_650357_650409_-" 1 -1 0 1 0
"scaffold_10_655261_655274_-" -1 1 0 -1 0
"scaffold_10_678597_678613_-" 1 -1 0 1 0
"scaffold_10_689175_689260_-" 1 -1 0 1 0
"scaffold_10_763239_763330_-" 0 0 0 0 0
"scaffold_10_767874_767937_-" -1 1 0 -1 0
"scaffold_10_808155_808395_-" 0 0 0 0 0
"scaffold_10_808529_808556_-" 0 0 0 0 0
"scaffold_10_809649_809917_-" 0 0 0 0 0
"scaffold_10_810019_810068_-" 0 0 0 0 0
"scaffold_10_813110_813171_-" 0 0 0 0 0
"scaffold_10_837763_837817_-" -1 0 0 -1 0
"scaffold_10_854456_854490_-" 0 -1 0 0 0
"scaffold_10_878668_878810_-" 0 0 0 0 0
"scaffold_10_881015_881240_-" 0 0 0 0 0
"scaffold_10_885708_885791_-" 0 0 0 0 0
"scaffold_10_924223_924444_-" -1 0 0 0 0
"scaffold_10_924822_924958_-" -1 0 0 0 0
"scaffold_10_927788_927972_-" 0 0 0 0 0
"scaffold_10_956299_956410_-" 0 0 0 0 0
"scaffold_10_957038_957123_-" 0 0 0 0 0
"scaffold_10_958706_958818_-" 0 0 0 0 0
"scaffold_10_962069_962124_-" 0 0 0 0 0
"scaffold_10_975904_975934_-" -1 0 0 -1 0
"scaffold_10_999360_999454_-" 0 0 0 0 0
"scaffold_10_1022387_1022534_-" -1 1 1 -1 0
"scaffold_10_1046750_1046814_-" 0 0 0 0 0
"scaffold_10_1049969_1050116_-" 0 0 0 0 0
"scaffold_10_1086295_1086466_-" 0 0 0 0 0
"scaffold_10_1086507_1086885_-" 0 0 0 0 0
"scaffold_10_1093285_1093366_-" -1 1 0 -1 0
"scaffold_10_1134571_1134637_-" 0 0 0 0 0
"scaffold_10_1166467_1166578_-" 1 0 0 1 0
"scaffold_10_1171502_1171591_-" 0 0 0 0 0
"scaffold_10_1175454_1175467_-" 0 0 0 0 0
"scaffold_10_1183161_1183235_-" 0 0 0 0 0
"scaffold_10_1188938_1188978_-" 1 0 0 1 0
"scaffold_10_1201152_1201193_-" 0 0 0 0 0
"scaffold_10_1246816_1246870_-" 0 0 0 0 0
"scaffold_10_1248238_1248288_-" 1 0 0 0 0
"scaffold_10_1263786_1263962_-" 0 0 0 0 0
"scaffold_10_1293791_1293931_-" 0 0 0 0 0
"scaffold_10_1331830_1331946_-" 0 0 0 0 0
"scaffold_10_1341497_1341551_-" 0 1 -1 0 -1
"scaffold_10_1360717_1360763_-" 0 0 0 0 0
"scaffold_10_1366348_1366363_-" 0 0 0 0 0
"scaffold_10_1368843_1368861_-" 0 0 0 0 0
"scaffold_10_1391173_1391374_-" 1 -1 0 1 0
"scaffold_10_1391953_1392151_-" 1 0 0 0 0
"scaffold_10_1393389_1393507_-" 0 0 0 0 0
"scaffold_10_1402767_1402968_-" 0 0 0 0 0
"scaffold_10_1418693_1418820_-" 0 0 0 0 0
"scaffold_10_1430492_1430543_-" -1 1 0 -1 0
"scaffold_10_1435709_1435787_-" 0 0 0 1 0
"scaffold_10_1438580_1438744_-" 0 0 0 0 0
"scaffold_10_1456114_1456219_-" 0 0 0 0 0
"scaffold_10_1478574_1478664_-" 1 0 0 1 0
"scaffold_10_1517757_1517807_-" -1 0 0 -1 0
"scaffold_10_1555867_1556040_-" 0 0 0 0 0
"scaffold_10_1556631_1556811_-" 0 0 0 0 0
"scaffold_10_1580460_1580516_-" 0 0 0 0 0
"scaffold_10_1721704_1721830_-" 0 0 0 0 0
"scaffold_10_1739945_1739994_-" 0 0 0 0 0
"scaffold_10_1740302_1740349_-" 0 0 0 0 0
"scaffold_10_1740522_1740691_-" 0 0 0 0 0
"scaffold_10_1740879_1741022_-" -1 0 0 -1 0
"scaffold_10_1741394_1741458_-" 0 0 0 0 0
"scaffold_10_1752702_1752817_-" 0 0 0 0 0
"scaffold_10_1756862_1756912_-" 0 0 0 0 0
"scaffold_10_1763833_1763979_-" 0 0 0 0 0
"scaffold_10_1765119_1765130_-" 0 1 -1 0 0
"scaffold_10_1769977_1770265_-" 0 0 0 0 0
"scaffold_10_1780461_1780572_-" 0 0 0 0 0
"scaffold_10_1782540_1782632_-" 0 0 0 1 0
"scaffold_10_1793454_1793529_-" 0 0 0 0 0
"scaffold_10_1804197_1804378_-" 0 0 0 0 0
"scaffold_10_1810536_1810718_-" 1 0 0 0 0
"scaffold_10_1813140_1813184_-" 0 0 0 0 0
"scaffold_10_1813325_1813355_-" 0 0 0 0 0
"scaffold_10_1823695_1823778_-" 0 1 0 -1 0
"scaffold_10_1882119_1882298_-" -1 1 0 -1 0
"scaffold_10_1884032_1884130_-" -1 0 0 0 0
"scaffold_10_1904065_1904374_-" 1 -1 0 1 0
"scaffold_10_1904539_1904700_-" 1 -1 0 1 0
"scaffold_10_1920542_1920579_-" 0 0 0 0 0
"scaffold_10_1983909_1983991_-" 0 0 0 0 0
"scaffold_10_1985887_1986031_-" 0 0 0 0 0
"scaffold_10_2098828_2099022_-" 0 0 0 0 0
"scaffold_10_2110181_2110308_-" 0 0 0 0 0
"scaffold_10_2114300_2114528_-" 0 0 0 0 0
"scaffold_100_80383_80610_+" 0 0 -1 0 0
"scaffold_100_94440_94674_+" 0 0 -1 0 0
"scaffold_100_116967_117177_+" 0 0 0 0 0
"scaffold_100_117216_117368_+" 0 0 0 0 0
"scaffold_100_117598_117700_+" 0 0 0 0 0
"scaffold_100_117914_118097_+" 0 0 0 0 0
"scaffold_100_118295_118419_+" 0 0 0 0 0
"scaffold_100_176779_177016_+" 0 0 0 0 0
"scaffold_100_204516_204568_+" 0 0 0 0 0
"scaffold_100_204910_205136_+" 0 0 0 0 0
"scaffold_100_220192_220287_+" -1 1 0 -1 0
"scaffold_100_263888_264060_+" 0 0 0 0 0
"scaffold_100_268990_269092_+" 0 0 0 0 0
"scaffold_100_271578_271670_+" 0 0 0 0 0
"scaffold_100_274481_274554_+" 0 0 -1 0 0
"scaffold_100_298496_298569_+" 0 0 0 0 0
"scaffold_100_361070_361163_+" 0 0 0 0 0
"scaffold_100_361861_362089_+" 0 0 0 0 0
"scaffold_100_362289_362500_+" 0 0 0 0 0
"scaffold_100_59642_59664_-" 0 0 0 0 0
"scaffold_100_66848_66916_-" 0 0 0 0 0
"scaffold_100_77195_77336_-" 0 0 0 0 0
"scaffold_100_93607_93823_-" 0 0 0 0 0
"scaffold_100_93909_94150_-" 0 0 0 0 0
"scaffold_100_95743_95750_-" 0 0 0 0 0
"scaffold_100_104654_104774_-" 0 0 0 0 0
"scaffold_100_107728_107903_-" 1 0 -1 1 -1
"scaffold_100_108045_108217_-" 0 0 0 0 0
"scaffold_100_108303_108384_-" 1 0 -1 0 0
"scaffold_100_109120_109381_-" 0 0 0 0 0
"scaffold_100_110685_111050_-" 0 0 0 0 0
"scaffold_100_112018_112356_-" 0 0 0 0 0
"scaffold_100_115990_116045_-" 0 0 0 0 0
"scaffold_100_116314_116486_-" 0 0 0 0 0
"scaffold_100_122058_122230_-" 0 0 0 0 0
"scaffold_100_124036_124110_-" 0 0 0 0 0
"scaffold_100_152964_153093_-" 1 0 -1 0 0
"scaffold_100_156461_156606_-" 0 0 0 0 0
"scaffold_100_167760_168129_-" 0 0 0 0 0
"scaffold_100_171101_171280_-" 0 0 0 0 0
"scaffold_100_180145_180352_-" 0 0 0 0 0
"scaffold_100_181091_181277_-" 0 0 0 0 0
"scaffold_100_181581_181650_-" 0 0 0 0 0
"scaffold_100_182406_182913_-" 0 0 0 0 0
"scaffold_100_184140_184174_-" 0 0 0 0 0
"scaffold_100_211280_211421_-" 1 -1 0 1 0
"scaffold_100_217275_217319_-" 0 0 0 0 0
"scaffold_100_218462_218508_-" 0 0 0 0 0
"scaffold_100_241138_241212_-" 0 0 0 0 0
"scaffold_100_248430_248502_-" 1 0 -1 0 -1
"scaffold_100_251251_251302_-" 0 0 0 0 0
"scaffold_100_266884_266912_-" 0 0 0 0 0
"scaffold_100_271035_271179_-" 0 0 0 0 0
"scaffold_100_288466_288892_-" 0 0 0 0 0
"scaffold_100_289319_289503_-" 0 0 0 0 0
"scaffold_100_289715_289936_-" 0 0 0 0 0
"scaffold_100_295976_296180_-" 0 0 0 0 0
"scaffold_100_298372_298432_-" 0 0 0 0 0
"scaffold_100_336464_336569_-" 0 0 0 1 0
"scaffold_100_341987_342152_-" 0 0 0 0 0
"scaffold_100_376745_376828_-" 0 0 0 0 0
"scaffold_100_378714_378880_-" 0 0 0 0 0
"scaffold_100_386095_386243_-" -1 1 1 -1 0
"scaffold_100_408830_408918_-" 0 0 0 0 0
"scaffold_100_414877_414967_-" 0 0 0 0 0
"scaffold_100_432641_432881_-" 0 0 0 0 0
"scaffold_100_462909_463005_-" 0 -1 1 0 0
"scaffold_100_469291_469342_-" 0 0 0 0 0
"scaffold_1006_2394_2480_-" 1 -1 0 1 0
"scaffold_101_47986_48130_+" 0 0 0 0 0
"scaffold_101_48180_48378_+" 0 0 0 0 0
"scaffold_101_51225_51494_+" 0 0 0 0 0
"scaffold_101_101128_101281_+" 0 0 0 0 0
"scaffold_101_103821_103895_+" 1 -1 0 1 0
"scaffold_101_160844_160970_+" 0 0 0 0 0
"scaffold_101_164228_164330_+" 0 0 0 0 0
"scaffold_101_190094_190196_+" 0 0 0 0 0
"scaffold_101_208979_209038_+" 1 -1 0 1 0
"scaffold_101_287195_287304_+" 0 0 0 0 0
"scaffold_101_424822_424898_+" 0 0 0 0 0
"scaffold_101_424950_425131_+" 0 0 0 0 0
"scaffold_101_427018_427384_+" 0 0 0 0 0
"scaffold_101_35032_35182_-" 0 0 0 0 0
"scaffold_101_37465_37597_-" 0 0 0 0 0
"scaffold_101_100592_100928_-" 0 0 0 0 0
"scaffold_101_163935_164036_-" 0 0 0 0 0
"scaffold_101_186360_186480_-" 0 0 0 0 0
"scaffold_101_201238_201291_-" 0 0 0 0 0
"scaffold_101_201423_201539_-" 0 0 0 0 0
"scaffold_101_394839_394915_-" 0 0 0 0 0
"scaffold_101_418716_418955_-" 0 0 0 0 0
"scaffold_101_423600_423857_-" 0 0 0 0 0
"scaffold_101_430202_430385_-" 0 0 0 0 0
"scaffold_101_432931_433114_-" 1 -1 0 1 0
"scaffold_101_452396_452467_-" 0 0 0 0 0
"scaffold_101_455064_455237_-" 0 0 0 0 0
"scaffold_102_14146_14172_+" 0 0 0 0 0
"scaffold_102_16133_16256_+" -1 1 0 -1 0
"scaffold_102_19603_19680_+" 0 0 0 0 0
"scaffold_102_34770_34857_+" 0 0 -1 0 0
"scaffold_102_139199_139277_+" 0 0 0 0 0
"scaffold_102_145333_145483_+" 0 0 0 0 0
"scaffold_102_160464_160613_+" 0 0 0 0 0
"scaffold_102_167376_167703_+" 0 0 0 0 0
"scaffold_102_169727_169809_+" 0 0 0 0 0
"scaffold_102_183820_183963_+" -1 0 0 -1 0
"scaffold_102_203403_203488_+" 0 0 0 1 0
"scaffold_102_42468_42703_-" -1 0 0 -1 0
"scaffold_102_44354_44628_-" -1 0 0 -1 0
"scaffold_102_156249_156501_-" 0 0 0 0 0
"scaffold_102_157628_157807_-" 0 0 -1 0 0
"scaffold_102_165402_165472_-" -1 0 1 -1 0
"scaffold_102_166204_166556_-" -1 1 0 -1 0
"scaffold_102_277371_277563_-" 0 0 0 0 0
"scaffold_10204_704_738_+" 0 0 0 0 0
"scaffold_1024_25931_26058_+" 0 0 0 0 0
"scaffold_103_150511_150539_+" 0 0 0 0 0
"scaffold_103_311276_311410_+" 0 0 0 0 0
"scaffold_103_315372_315730_+" 0 0 0 0 0
"scaffold_103_347152_347426_+" 0 0 0 0 0
"scaffold_103_322907_323113_-" 0 0 0 0 0
"scaffold_103_331116_331185_-" 0 0 0 0 0
"scaffold_103_332484_332596_-" 0 0 0 0 0
"scaffold_103_332878_332975_-" 0 0 0 0 0
"scaffold_103_342863_343041_-" 0 0 -1 0 0
"scaffold_103_349525_349666_-" 0 0 0 0 0
"scaffold_104_130587_130840_+" -1 -1 1 0 1
"scaffold_104_227101_227150_+" -1 1 0 -1 0
"scaffold_104_233755_233992_+" 0 0 0 0 0
"scaffold_104_247179_247291_+" 0 0 0 0 0
"scaffold_104_261032_261057_+" 1 -1 0 1 0
"scaffold_104_295936_296423_+" 0 0 0 0 0
"scaffold_104_349341_349573_+" 0 0 0 0 0
"scaffold_104_350346_350446_+" 0 0 0 0 0
"scaffold_104_374722_374773_+" 1 0 0 1 0
"scaffold_104_389796_389950_+" 1 0 0 1 0
"scaffold_104_16942_17050_-" 0 0 0 0 0
"scaffold_104_21013_21093_-" -1 0 0 -1 0
"scaffold_104_230587_230765_-" 0 0 0 0 0
"scaffold_104_301981_302234_-" 0 0 0 0 0
"scaffold_104_305506_305643_-" -1 0 0 -1 0
"scaffold_104_389103_389342_-" 0 0 0 0 0
"scaffold_105_347082_347216_+" 0 0 0 0 0
"scaffold_105_42556_42626_-" 1 0 0 1 0
"scaffold_105_53651_54030_-" -1 0 1 -1 1
"scaffold_105_54476_54580_-" -1 0 1 -1 1
"scaffold_105_261399_261641_-" -1 1 0 -1 0
"scaffold_105_351257_351346_-" 0 0 0 0 0
"scaffold_10571_350_375_-" 1 -1 0 1 0
"scaffold_106_145179_145268_+" 0 0 0 0 0
"scaffold_106_145369_145439_+" 0 0 0 0 0
"scaffold_106_163603_163643_+" 0 0 0 1 0
"scaffold_106_188430_188520_+" 0 0 0 0 0
"scaffold_106_193264_193424_+" 0 0 0 0 0
"scaffold_106_198034_198127_+" 0 0 0 0 0
"scaffold_106_199820_200029_+" 0 0 0 0 0
"scaffold_106_207097_207252_+" 0 0 0 0 0
"scaffold_106_254535_254580_+" 0 -1 0 0 0
"scaffold_106_298218_298297_+" 0 0 0 0 0
"scaffold_106_317450_317511_+" -1 0 1 0 1
"scaffold_106_317598_317697_+" 0 0 0 0 0
"scaffold_106_328337_328352_+" 0 0 0 0 0
"scaffold_106_426217_426371_+" 0 0 0 0 0
"scaffold_106_480162_480453_+" -1 0 0 0 0
"scaffold_106_15273_15325_-" 0 0 0 0 0
"scaffold_106_19933_20201_-" 0 0 0 0 0
"scaffold_106_20098_20358_-" -1 0 0 -1 0
"scaffold_106_47566_47629_-" 0 0 1 0 0
"scaffold_106_162253_162475_-" 0 0 0 0 0
"scaffold_106_192908_193021_-" 0 0 0 0 0
"scaffold_106_206932_207186_-" 0 0 0 0 0
"scaffold_106_235704_236471_-" 0 0 0 0 0
"scaffold_106_236784_236896_-" 0 0 0 0 0
"scaffold_106_285321_285337_-" -1 0 0 -1 0
"scaffold_106_407674_407703_-" 1 0 -1 0 0
"scaffold_106_437857_438187_-" 0 0 0 0 0
"scaffold_106_441021_441298_-" 0 0 0 0 0
"scaffold_1060_12145_12316_-" 0 0 0 0 0
"scaffold_1069_2878_3024_+" -1 1 0 -1 0
"scaffold_1069_3201_3243_+" 0 0 0 0 0
"scaffold_1069_6965_7057_+" 0 0 0 0 0
"scaffold_107_78437_78783_+" 0 0 0 0 0
"scaffold_107_145806_146163_+" 0 0 0 0 0
"scaffold_107_154630_154717_+" 0 0 0 0 0
"scaffold_107_162806_162939_+" 0 0 0 0 0
"scaffold_107_164791_164934_+" 0 0 0 0 0
"scaffold_107_171255_171402_+" 0 0 0 0 0
"scaffold_107_179080_179185_+" 0 0 0 0 0
"scaffold_107_184704_184804_+" 0 0 0 0 0
"scaffold_107_185313_185446_+" 0 0 0 0 0
"scaffold_107_248811_248871_+" 0 0 0 0 0
"scaffold_107_65807_66241_-" 1 -1 0 1 0
"scaffold_107_66337_66494_-" 1 -1 0 1 0
"scaffold_107_66603_66706_-" 1 -1 0 1 0
"scaffold_107_73294_73376_-" 0 0 0 1 0
"scaffold_107_73491_73580_-" 1 -1 0 1 0
"scaffold_107_75233_75496_-" 0 0 0 0 0
"scaffold_107_78096_78222_-" 0 0 0 0 0
"scaffold_107_150710_150740_-" 0 0 0 0 0
"scaffold_107_162458_162506_-" 0 0 0 0 0
"scaffold_107_183114_183203_-" 0 0 0 0 0
"scaffold_107_191044_191087_-" 0 0 0 0 0
"scaffold_107_193928_194067_-" 0 0 0 0 0
"scaffold_107_251648_251919_-" 0 0 0 0 0
"scaffold_107_353952_354089_-" 0 0 0 0 0
"scaffold_107_356945_357024_-" 0 0 0 0 0
"scaffold_108_310939_311074_+" 0 0 0 0 0
"scaffold_108_357266_357480_+" 0 0 0 0 0
"scaffold_108_299765_299835_-" 1 -1 0 1 0
"scaffold_108_319491_319519_-" 0 0 -1 0 0
"scaffold_108_345920_345957_-" 1 -1 0 1 0
"scaffold_108_357026_357067_-" 0 0 0 0 0
"scaffold_10851_3_259_+" 1 0 0 0 0
"scaffold_109_323052_323277_+" 0 0 0 0 0
"scaffold_109_329013_329098_+" 0 -1 0 1 0
"scaffold_109_387103_387285_+" -1 0 0 -1 0
"scaffold_109_387514_387632_+" 0 0 0 0 0
"scaffold_109_169254_169427_-" 0 0 0 0 0
"scaffold_109_200724_200848_-" 0 0 0 0 0
"scaffold_109_345054_345102_-" 0 0 0 0 0
"scaffold_109_347296_347464_-" 0 0 0 0 0
"scaffold_109_350989_351121_-" 0 0 0 0 0
"scaffold_109_386337_386519_-" 0 0 0 0 0
"scaffold_11_43749_43920_+" 0 0 0 0 0
"scaffold_11_58119_58256_+" 0 0 0 0 0
"scaffold_11_58547_58842_+" 0 0 0 0 0
"scaffold_11_59003_59068_+" 0 -1 0 1 0
"scaffold_11_61920_62094_+" 0 0 0 0 0
"scaffold_11_80779_80818_+" 0 0 1 0 0
"scaffold_11_100954_101376_+" 0 0 0 0 0
"scaffold_11_128853_128960_+" -1 0 0 -1 0
"scaffold_11_162944_163090_+" 0 0 0 0 0
"scaffold_11_216606_216700_+" 0 0 -1 0 0
"scaffold_11_235486_235672_+" 0 0 0 0 0
"scaffold_11_244335_244338_+" 0 1 -1 -1 0
"scaffold_11_257165_257229_+" 0 0 0 0 0
"scaffold_11_381407_381454_+" 0 0 0 0 0
"scaffold_11_387172_387243_+" 1 -1 0 1 0
"scaffold_11_399999_400104_+" 0 -1 0 0 0
"scaffold_11_408632_408904_+" 0 0 0 0 0
"scaffold_11_414855_414894_+" 1 -1 0 1 0
"scaffold_11_497144_497179_+" 0 -1 0 0 0
"scaffold_11_598712_599051_+" 0 0 0 0 0
"scaffold_11_606131_606150_+" -1 1 0 -1 0
"scaffold_11_616065_616103_+" 0 0 0 0 0
"scaffold_11_656871_656926_+" 0 0 0 0 0
"scaffold_11_680906_680991_+" 0 0 0 0 0
"scaffold_11_689355_689445_+" 0 0 0 0 0
"scaffold_11_691670_691785_+" 0 0 0 0 0
"scaffold_11_714234_714289_+" 0 0 0 0 0
"scaffold_11_757367_757413_+" 1 -1 0 1 0
"scaffold_11_812809_813018_+" 0 0 0 0 0
"scaffold_11_904769_904837_+" 0 0 0 0 0
"scaffold_11_910893_910999_+" 0 0 0 0 0
"scaffold_11_911120_911273_+" 0 0 0 0 0
"scaffold_11_918079_918109_+" 0 0 1 0 0
"scaffold_11_959626_959740_+" -1 1 0 -1 0
"scaffold_11_973551_973668_+" -1 0 0 -1 0
"scaffold_11_1033625_1033752_+" 0 0 0 0 0
"scaffold_11_1036700_1036860_+" -1 0 1 0 1
"scaffold_11_1041977_1042084_+" 1 0 0 1 0
"scaffold_11_1049476_1049585_+" 0 0 0 0 0
"scaffold_11_1060495_1060611_+" 0 0 0 0 0
"scaffold_11_1190488_1190527_+" 0 0 0 1 0
"scaffold_11_1197582_1197813_+" 0 0 0 0 0
"scaffold_11_1215883_1216041_+" 0 0 0 0 0
"scaffold_11_1217422_1217710_+" 0 0 0 0 0
"scaffold_11_1218472_1218585_+" 0 0 0 0 0
"scaffold_11_1263967_1264186_+" -1 1 0 -1 0
"scaffold_11_1265061_1265162_+" 0 0 0 0 0
"scaffold_11_1265350_1265509_+" 0 0 0 0 0
"scaffold_11_1265611_1265803_+" 0 0 0 0 0
"scaffold_11_1267015_1267102_+" -1 0 0 0 0
"scaffold_11_1278917_1278932_+" 0 0 0 0 0
"scaffold_11_1279198_1279384_+" 0 0 0 0 0
"scaffold_11_1311558_1311649_+" 0 0 0 0 0
"scaffold_11_1314394_1314543_+" 0 0 0 0 0
"scaffold_11_1318342_1318452_+" 0 0 0 0 0
"scaffold_11_1325125_1325218_+" 0 0 0 0 0
"scaffold_11_1331094_1331176_+" 0 0 0 0 0
"scaffold_11_1380030_1380207_+" -1 0 0 -1 0
"scaffold_11_1399766_1399895_+" 1 0 -1 1 -1
"scaffold_11_1404055_1404161_+" 0 0 0 0 0
"scaffold_11_1406994_1407147_+" 0 0 0 0 0
"scaffold_11_1416715_1416768_+" 0 0 0 0 0
"scaffold_11_1432010_1432082_+" 0 0 0 0 0
"scaffold_11_1450944_1450994_+" 0 0 0 0 0
