"logFC" "AveExpr" "t" "P.Value" "adj.P.Val" "B"
"scaffold_53_802425_802507_+" 2.10448143311629 1.35802912181464 12.0914613904334 3.45943212865967e-09 1.31292358449815e-08 11.2945801904096
"scaffold_51_61216_61497_+" 2.05687548911317 2.76344578306515 12.0909211491591 3.46156813800118e-09 1.31361917445072e-08 11.3009534019483
"scaffold_55_809494_809646_-" 2.06897884065251 1.7073983931872 12.0906085725633 3.46280464348379e-09 1.31397332267979e-08 11.2942665844595
"scaffold_4_441751_441980_+" 2.19774597442521 2.91993404664499 12.0886953026976 3.47038345544706e-09 1.31673380848322e-08 11.2824729484068
"scaffold_72_376914_377010_-" 2.50204375424041 2.28047019568367 12.0863620144066 3.47964983240738e-09 1.32013405112856e-08 11.2513823890372
"scaffold_220_89435_90052_+" 2.21649702335763 2.10130021696365 12.0844946237501 3.48708483959582e-09 1.32283896121468e-08 11.2780135522405
"scaffold_94_332945_333119_+" 2.23167678298693 2.37306229772764 12.0841492098553 3.48846194731231e-09 1.32324551155011e-08 11.2756554257134
"scaffold_1_749089_749433_-" 2.06146242304388 0.805021441243288 12.080418012355 3.50337439860386e-09 1.32878577601253e-08 11.2844818380606
"scaffold_6_186129_186189_+" 2.70821140501877 2.11023195282286 12.0751864827556 3.52439707100376e-09 1.33664239756923e-08 11.2084429635385
"scaffold_28_884454_884737_+" 2.20779215219653 1.6006827449492 12.0750080004207 3.52511664822067e-09 1.3367982835957e-08 11.2645693140968
"scaffold_8_919221_919756_+" 2.31321703879623 2.65220838631865 12.0736544519346 3.5305787432194e-09 1.33875244730198e-08 11.2499651816022
"scaffold_1_1614038_1614259_+" 2.31201418765727 3.05677920679607 12.070797858533 3.54213566605475e-09 1.34301715119881e-08 11.2529711012164
"scaffold_31_265486_265675_+" 3.29127593436348 4.10591293859694 12.0647973625552 3.56654261838779e-09 1.35215283062889e-08 11.1447230611149
"scaffold_2_2748074_2748274_-" 2.12880185470775 2.39894164345195 12.0636652686345 3.57116734658745e-09 1.35378770197084e-08 11.2572704792231
