"logFC" "AveExpr" "t" "P.Value" "adj.P.Val" "B"
"scaffold_210_36095_36452_-" 4.29932125103151 4.04757284401047 23.3492545846089 2.68050333275685e-13 2.06683551156831e-12 20.8978917924461
"scaffold_15_831619_832165_+" 3.77388147374313 4.3412378190316 23.3488947990876 2.68111346911096e-13 2.06693811677405e-12 20.8864852975136
"scaffold_77_278999_279512_-" 4.06020644221492 4.0117605702405 23.336589514018 2.70207041374526e-13 2.08272376349274e-12 20.8863973513173
"scaffold_97_174536_174929_+" 4.07871945617451 4.35024107767037 23.3284571076035 2.71601622558456e-13 2.09310065794515e-12 20.8814523890251
"scaffold_92_165525_166259_-" 5.09218908772487 5.2255727186395 23.3278908803878 2.7169900653778e-13 2.09347877596583e-12 20.8877407174661
"scaffold_36_186313_186399_-" 4.03472559356506 3.1955150676902 23.3155036515698 2.73838779999612e-13 2.10959085744366e-12 20.8726156871888
"scaffold_97_370484_371017_-" 3.93815523341312 3.88783754667391 23.2982667833863 2.76846172585508e-13 2.13237995972261e-12 20.8597214302629
"scaffold_1_3930086_3930240_+" 4.03449706170535 3.93587665857414 23.2947058881264 2.77471827363306e-13 2.13681912412772e-12 20.8596249919414
"scaffold_7_1702849_1703261_-" 4.16225033516737 4.4211387431296 23.2927783760509 2.77811121774207e-13 2.13905183259095e-12 20.8608629903024
"scaffold_160_81512_81935_+" 4.99969240436828 5.41608908832071 23.2911919638015 2.78090704617363e-13 2.14082407040722e-12 20.8646585552096
"scaffold_70_385153_385310_+" 3.87412572810263 3.45865080140047 23.2892327079503 2.78436409242212e-13 2.1431046130446e-12 20.8523317472066
"scaffold_17_444927_445734_+" 3.88989728693636 3.96553813245948 23.2861375586049 2.78983471062928e-13 2.14693390182458e-12 20.8509323581779
"scaffold_18_654631_654877_+" 4.32713756162614 4.67183779364607 23.2821979391233 2.79681446564452e-13 2.1519229894959e-12 20.8563560608599
"scaffold_2_256568_257182_+" 4.28146519677639 3.30311704280951 23.2780928592479 2.80410713933922e-13 2.15715102839153e-12 20.8531928350553
"scaffold_6_2353477_2353846_+" 3.90631788095675 4.2940454985482 23.270611193571 2.81745042010693e-13 2.16703101192176e-12 20.8417498357087
"scaffold_26_1112519_1112940_+" 4.59554686571835 4.31630582582994 23.2689562948751 2.82041098873819e-13 2.16892308303285e-12 20.8500695411934
"scaffold_79_322982_323167_-" 5.03815419714573 5.00638810423119 23.2632089415377 2.83071858951862e-13 2.17646341809199e-12 20.8468988091019
"scaffold_10_377579_377984_-" 3.84616849729725 4.25585110596694 23.2621365708708 2.83264626866869e-13 2.17755912413662e-12 20.8348715678921
"scaffold_12_1011247_1011577_-" 3.91349790047413 4.64784662521 23.2558536174772 2.8439685289263e-13 2.18587511946534e-12 20.8325037924821
"scaffold_4_1215143_1216416_-" 4.33892964841187 3.6053811744784 23.2552689242077 2.84502462828521e-13 2.18629898980285e-12 20.8394942722339
"scaffold_99_30449_30971_+" 5.12833053421649 5.02482502053322 23.2538671979935 2.84755818948595e-13 2.18785788468999e-12 20.8407220396325
"scaffold_178_150980_151325_+" 5.94078888183558 4.68088092349858 23.2531298341811 2.84889190724747e-13 2.18849451725893e-12 20.8338495380116
"scaffold_36_684532_684663_-" 3.80510409849205 3.0327562472568 23.2440315615043 2.86540336408447e-13 2.20071740869359e-12 20.8222347611828
"scaffold_11_1541964_1542565_+" 4.03011895668043 4.17221424525314 23.2438032271035 2.86581905088152e-13 2.20071740869359e-12 20.8278630115075
"scaffold_12_1239222_1240429_-" 4.15448362799889 3.25029908549347 23.2383853518489 2.8757012395866e-13 2.20791479543379e-12 20.8266532353789
"scaffold_19_16454_16893_-" 4.8995656622787 4.82981399312874 23.2281973676252 2.89438244402403e-13 2.22186417026551e-12 20.8249376467364
"scaffold_39_82767_82978_-" 3.94363086702614 3.40585624157807 23.2263716470268 2.89774380244523e-13 2.2240504514569e-12 20.8150187492771
"scaffold_2_725645_725916_+" 4.17788171879232 4.55016279530984 23.2222432825177 2.90535991692417e-13 2.22950095219016e-12 20.8168956381759
"scaffold_51_538333_538524_-" 4.49805716835402 4.6488740888899 23.2219045264434 2.90598580801218e-13 2.22958634882124e-12 20.8198483204799
"scaffold_5_2072885_2073132_-" 4.11144524035083 4.65926073964106 23.2208360407218 2.90796089942313e-13 2.23070669136697e-12 20.8148893812123
"scaffold_20_467511_467951_+" 3.94307748614918 4.42559407927333 23.2165648625533 2.91587043575444e-13 2.23637816426795e-12 20.8090024768675
"scaffold_9_392407_393441_+" 3.86965344518229 3.78111774804547 23.2112320655927 2.92577807254493e-13 2.24357983665631e-12 20.8035120207539
"scaffold_90_70629_71671_+" 4.01395620625886 4.37782631823152 23.210906993639 2.92638317095089e-13 2.24364673977382e-12 20.8068949393022
"scaffold_31_304451_304846_-" 4.03544447630428 4.8443552208166 23.2049288889146 2.93753476735963e-13 2.2517981481002e-12 20.803611019683
"scaffold_35_521184_521300_+" 4.17112126619553 4.62278782690704 23.2026871537691 2.94172816675923e-13 2.25461373700708e-12 20.804527272616
"scaffold_3_3598502_3599085_+" 5.37497768711103 6.46691678913591 23.1969479947644 2.95249292207237e-13 2.26246389001959e-12 20.8029638802469
"scaffold_8_247408_247658_+" 4.32791758282931 4.48932028915371 23.1954524736921 2.95530490270184e-13 2.26421821776233e-12 20.8018928329545
"scaffold_17_947165_947413_+" 4.02300118346373 -1.59062157328343 23.194080871735 2.95788638796945e-13 2.26579536147745e-12 20.7964026421457
"scaffold_10_1248199_1248289_-" 3.83141978820059 3.18573394516285 23.1897930879013 2.96597189357397e-13 2.27158738308266e-12 20.7889598039361
"scaffold_11_1450817_1451045_+" 4.44115707104585 4.72559288353246 23.1888643715181 2.9677262780704e-13 2.27227949431738e-12 20.7986411550256
"scaffold_28_355870_356444_+" 3.99820189724076 3.78430389075092 23.1887594794637 2.96792449299313e-13 2.27227949431738e-12 20.7925767696872
"scaffold_51_644294_644852_+" 3.86593180190149 3.70510238080485 23.1864645726549 2.97226471540424e-13 2.27520037207781e-12 20.7879527744275
"scaffold_10_223092_225419_+" 3.8830037174792 3.9201408896529 23.1853413596565 2.97439144375028e-13 2.27642613834879e-12 20.7877814235808
"scaffold_8_174330_174600_-" 4.19960212056403 4.64948364261271 23.1825466170946 2.97969013198367e-13 2.28007867640983e-12 20.7922095772352
"scaffold_74_277823_278313_-" 3.9480961801446 4.9231295486022 23.1819850852599 2.98075597894318e-13 2.28049149821105e-12 20.7872769318923
"scaffold_3_1938812_1939316_-" 3.90095431412936 3.29582530126323 23.1812760475902 2.98210238727288e-13 2.28111878585778e-12 20.7857408810181
"scaffold_7_1227467_1227595_-" 4.34464703334439 4.21326037896168 23.1800950295893 2.98434648727436e-13 2.28243240790201e-12 20.7924256069403
"scaffold_109_194709_195576_-" 4.06365237362995 3.43511804969423 23.177413706926 2.98944805147296e-13 2.28541799889224e-12 20.7868064649026
"scaffold_3_2792129_2793052_+" 4.11640102403607 5.13158494713806 23.1773407688538 2.98958695521632e-13 2.28541799889224e-12 20.7877274054289
"scaffold_99_205766_206047_-" 3.77589171216676 4.32110480123573 23.1772117301261 2.98983271424116e-13 2.28541799889224e-12 20.779793999073
"scaffold_67_419416_420100_+" 4.8646480062713 4.6791586363586 23.1694369165058 3.00467988081615e-13 2.29636197770754e-12 20.7876593564847
"scaffold_32_62054_62484_+" 4.87679667957386 4.9267451279353 23.1626767670452 3.01765317262667e-13 2.30587021794045e-12 20.7833403746039
"scaffold_3_2396529_2396582_-" 5.70706849043416 5.06610184698765 23.1594732090082 3.02382187474169e-13 2.31017645115603e-12 20.7760410792596
"scaffold_4_1299761_1300281_+" 4.17236691979565 3.73755311265597 23.1515562594796 3.03912421708784e-13 2.32145796596523e-12 20.7722203624861
"scaffold_83_126859_127490_+" 4.28789367053794 4.63128587219805 23.1452153876595 3.05143965747334e-13 2.33045433808725e-12 20.769784515705
"scaffold_47_778041_778191_+" 4.23078211780817 3.33058085861429 23.1444101229907 3.05300746448517e-13 2.33124077205295e-12 20.7684502277922
"scaffold_211_127737_128077_-" 3.81746951532638 4.14359268887735 23.1440774122709 3.05365548461622e-13 2.33132471412304e-12 20.7603903312905
"scaffold_42_437490_438122_-" 3.9840801582082 3.00764609259827 23.1294856373202 3.08222034553793e-13 2.35271808828006e-12 20.7551021390776
"scaffold_8_1319743_1320020_+" 4.02015032721566 2.77302777568924 23.1288122398402 3.08354543416361e-13 2.35331494593223e-12 20.7552467476036
"scaffold_25_812927_813825_-" 3.93460270689476 4.00900542530804 23.1263142943396 3.0884661042863e-13 2.35665520314033e-12 20.7517760315923
"scaffold_5_1522136_1522927_+" 3.81208949896029 4.34222350959811 23.1240330058255 3.0929672858869e-13 2.35967424948646e-12 20.7476232656625
"scaffold_471_22143_22884_+" 3.91565659732472 3.09520306268302 23.1212970958642 3.09837468416618e-13 2.36338347827789e-12 20.7485800926637
"scaffold_2_1959469_1959836_+" 4.83837682330106 5.69708838661513 23.1183688444899 3.10417338470681e-13 2.36738982689328e-12 20.7551905063198
"scaffold_187_35450_35586_-" 5.49577244357989 4.76901820004895 23.1153656524694 3.11013248548972e-13 2.37151707262104e-12 20.7501450546806
"scaffold_74_434679_435847_+" 3.9861105615501 3.91905998322618 23.1147217058193 3.11141182466848e-13 2.37207511377066e-12 20.7458080298936
"scaffold_42_847924_849042_+" 3.99690089361554 3.58087327998324 23.1123205987877 3.11618708233176e-13 2.37498600550312e-12 20.7444335279079
"scaffold_1_1947671_1948595_+" 3.94610078022669 3.95813697197115 23.1120728226319 3.11668029671437e-13 2.37498600550312e-12 20.7433087809167
"scaffold_82_517013_517551_+" 4.23201302547721 4.20430796177886 23.1119752758004 3.11687449275049e-13 2.37498600550312e-12 20.7480233832302
"scaffold_49_39540_39593_+" 4.12955046006118 4.31048000891505 23.1050567937398 3.1306806917992e-13 2.38508654216445e-12 20.7424458893341
"scaffold_65_641551_641753_-" 4.05749121323799 4.59301951378946 23.0998693513306 3.14107519692061e-13 2.3925848098063e-12 20.737934712978
"scaffold_15_1194115_1195138_+" 4.03035024326745 4.39686086693548 23.0942487260926 3.15237917620761e-13 2.4007730741496e-12 20.7335397360291
"scaffold_76_467852_468354_+" 4.22855077680311 4.91505988793836 23.086715211657 3.1675982307327e-13 2.41193955966125e-12 20.7321683587847
"scaffold_17_507456_507547_+" 4.18555338884412 3.78670703973006 23.0812358348805 3.17871666738505e-13 2.41998029047838e-12 20.7281305123574
"scaffold_166_256178_256465_-" 3.91170761821528 4.97560840053526 23.0785098470853 3.18426354947038e-13 2.42377727590221e-12 20.7214916137939
"scaffold_55_127447_127855_+" 4.01013666924693 4.21962399080257 23.0718827206689 3.197791535499e-13 2.43364686574793e-12 20.719396824542
"scaffold_15_1699630_1699831_+" 5.85528506257236 5.30013381671147 23.0684853841938 3.20475023743747e-13 2.43851437982465e-12 20.7161555488779
"scaffold_71_464909_465014_-" 4.20882218834834 3.72349754812982 23.0669552069199 3.20788973362408e-13 2.44047463738362e-12 20.7193750709921
"scaffold_4_508324_508467_-" 5.92047750279472 5.58094359304158 23.0652566466724 3.21137853817012e-13 2.4426999042268e-12 20.7135040634569
"scaffold_182_163329_163673_+" 3.97040327276592 2.52155826575095 23.063379090692 3.21523969514317e-13 2.445207565943e-12 20.7133612524285
"scaffold_19_705764_706360_-" 4.218309651614 4.6785388263213 23.0613369076869 3.21944501432188e-13 2.44797603879448e-12 20.7158671428983
"scaffold_85_107230_107738_-" 4.03630622608216 4.02995545919712 23.0604389090444 3.22129605023723e-13 2.44895372297909e-12 20.7125546561513
"scaffold_18_1230650_1230949_-" 3.80638942394984 3.80128318013958 23.0591381020323 3.22397940003292e-13 2.45056371027765e-12 20.7067428173854
"scaffold_46_184598_185002_-" 4.80958532464758 4.61963236949205 23.0461995305781 3.25079940601435e-13 2.47051631406732e-12 20.7091961355044
"scaffold_52_151401_151650_+" 4.75715418304269 4.86788179819033 23.042355052577 3.25881419919629e-13 2.47617299183407e-12 20.7067722830273
"scaffold_23_190331_190609_-" 4.91070380777979 4.85773876213889 23.0397549884028 3.26424661374483e-13 2.47986583880604e-12 20.704904899666
"scaffold_146_87075_88089_+" 4.02903754038158 4.99583487575419 23.0383752161447 3.26713333858286e-13 2.48162375574055e-12 20.6986180751541
"scaffold_24_1273545_1273676_+" 4.5419335212147 4.00607647422494 23.0339150120431 3.27648346598557e-13 2.48828961695514e-12 20.7010159798591
"scaffold_11_1968011_1968145_-" 4.70758487306719 5.15760001713647 23.0297093873114 3.28532599574084e-13 2.49456771979439e-12 20.6986731142329
"scaffold_43_151360_151800_-" 4.35496873461754 5.26842478250774 23.0253089542212 3.29460531376669e-13 2.5011752203304e-12 20.6944840492545
"scaffold_62_593163_593794_-" 3.95678211025808 3.23798880648972 23.0235944136746 3.29822836147848e-13 2.50348707059244e-12 20.687661277753
"scaffold_19_355529_355605_+" 4.26103466555012 4.7341080854782 23.0169615989332 3.31228434347976e-13 2.51371573770545e-12 20.6883497428815
"scaffold_19_449813_450947_-" 3.90400719848866 4.79239528343776 23.0140210338943 3.31853624834622e-13 2.51801929064533e-12 20.6803901266294
"scaffold_1_1903426_1903828_-" 4.83516556519268 5.37100392957624 23.0101175113006 3.32685489428567e-13 2.52388925144145e-12 20.686138655574
"scaffold_106_407675_407703_-" 5.10114767507007 4.76421898142469 23.0095317895227 3.32810501680121e-13 2.52439562251276e-12 20.6847851784771
"scaffold_8_262991_263556_-" 4.11328815438943 3.23264067701819 23.0058728646999 3.33592568761374e-13 2.52988476004819e-12 20.6791793726066
"scaffold_47_257803_258054_-" 4.07261826537696 3.21387832489516 23.0037020166402 3.3405749507318e-13 2.53296727888355e-12 20.677161759365
"scaffold_173_80437_80817_-" 4.1712200479637 3.95647539164544 22.9996565000798 3.34925756416837e-13 2.53910644313489e-12 20.6760809311375
"scaffold_10_1555663_1556113_-" 6.8149194330674 7.11749107226616 22.9949703584229 3.35934513877937e-13 2.54630838843168e-12 20.6538526636606
"scaffold_5_202307_202990_+" 5.82070152610551 6.40534110249558 22.9879743433485 3.37446525158571e-13 2.55732169827186e-12 20.6648080083454
"scaffold_25_1044575_1044901_-" 3.81622331193709 3.99116332192279 22.9876153681651 3.37524303628321e-13 2.55746379485845e-12 20.6620524124534
"scaffold_6_1030765_1031182_+" 3.89291905886457 3.9963141179073 22.9867343257158 3.37715278303597e-13 2.5584633935621e-12 20.6629073217024
"scaffold_8_1238124_1238835_-" 4.29160564081553 4.22952979382586 22.9820808321129 3.3872587862337e-13 2.56567087713918e-12 20.6664372931017
"scaffold_100_268990_269367_+" 4.1097111683052 4.0709096735847 22.9812236767442 3.38912378005485e-13 2.56663479976676e-12 20.6637852351753
"scaffold_3_3075041_3075190_-" 4.34356676986494 4.2180140444895 22.9781410624534 3.39583995178967e-13 2.57127161396783e-12 20.6642492832179
"scaffold_1006_1927_2481_-" 6.05432619108266 4.61895881126256 22.9726011517462 3.40794552463478e-13 2.57998685654947e-12 20.651483485826
"scaffold_3_1134118_1134229_+" 4.25671743861341 4.4368418444122 22.9717145022012 3.40988725225459e-13 2.58100585414365e-12 20.6595397863768
"scaffold_10_2120318_2120569_+" 3.82641540454036 2.65324179348596 22.966967133068 3.42030385167507e-13 2.58843816030872e-12 20.6489455570649
"scaffold_67_88300_88533_-" 4.28053028174328 3.33759930356753 22.9654064968972 3.42373556563731e-13 2.59058272994764e-12 20.6557329720939
"scaffold_2_680882_681216_+" 4.53032427457716 4.46583717629409 22.964448525995 3.42584388172158e-13 2.59172537138937e-12 20.6566747764181
"scaffold_10_548181_548336_+" 5.06366128359717 5.0894859561935 22.9634413587615 3.42806195976617e-13 2.59295063667648e-12 20.6554893343252
"scaffold_101_101109_101478_+" 3.93486720077938 4.18533432439997 22.9614782735712 3.43238964356727e-13 2.59564422799674e-12 20.6480571280714
"scaffold_23_80053_80772_-" 5.74118555865534 5.64054883340063 22.961282628358 3.43282126815799e-13 2.59564422799674e-12 20.6485128847628
"scaffold_2_2009405_2009777_+" 3.92015297320315 4.36809250039541 22.9589077298241 3.43806528231006e-13 2.59915575678531e-12 20.6463021980524
"scaffold_15_1252618_1252747_+" 3.77138860243675 3.18712101046262 22.9490738842396 3.45987030731884e-13 2.61518389628221e-12 20.6364508421461
"scaffold_129_60101_60892_+" 5.45078278701988 5.43923543494947 22.9462857014472 3.4660794138523e-13 2.61942014101805e-12 20.6416888518024
"scaffold_31_330708_330788_+" 4.39069395193643 3.3512953537938 22.9441951259275 3.47074277174297e-13 2.62248694329501e-12 20.6429825482607
"scaffold_2516_1256_2678_+" 5.9186941922926 1.12682308923232 22.9424486535393 3.47464367235451e-13 2.62497666518625e-12 20.6340179242389
"scaffold_7_2191615_2191969_+" 3.97631715194419 4.2937480278866 22.9410603932818 3.47774780292115e-13 2.62683363754989e-12 20.6358617706823
"scaffold_187_26011_26325_+" 5.16545174403727 4.62686379385434 22.9408071767152 3.47831430979636e-13 2.62683363754989e-12 20.6404268928096
"scaffold_10_1342211_1342670_+" 4.70799768689656 4.96970998295998 22.9381433575382 3.48427987360173e-13 2.63088026845013e-12 20.6401119929883
"scaffold_15_1647036_1647428_+" 3.95606776757289 2.7974807142031 22.9342269475991 3.4930703665234e-13 2.63705814079096e-12 20.6310494202351
"scaffold_42_875044_875425_+" 4.60173845596049 4.59566362291098 22.930090731851 3.50237985065976e-13 2.64362559947186e-12 20.6348145125219
"scaffold_12_1042262_1042936_+" 4.06119424075621 3.07349438334763 22.9247879221298 3.51435365897816e-13 2.65220147411405e-12 20.6269967212209
"scaffold_62_230905_231058_+" 3.87866377239753 3.78561784740938 22.9170068650208 3.5320023042092e-13 2.66505628408513e-12 20.6187365035185
"scaffold_219_79494_79507_-" 4.24058717540382 -2.13536142695607 22.9131555963878 3.54077245207806e-13 2.67120855404378e-12 20.6217581921642
"scaffold_12_1438083_1438499_+" 5.1839945619842 4.62717469978605 22.9118109512599 3.54383994726213e-13 2.67305726941293e-12 20.6214912771107
"scaffold_11_1747749_1748110_+" 3.8589690299174 2.83906192919281 22.9085852135573 3.55121025356019e-13 2.67815031237161e-12 20.6127824992066
"scaffold_38_591226_591466_+" 4.7396975509493 3.96332893664916 22.9069505024238 3.55495153930911e-13 2.68050522784731e-12 20.6200906643973
"scaffold_204_194429_194576_+" 7.49600920971363 6.9364130571031 22.9043426208003 3.56092876024122e-13 2.68454497070143e-12 20.580942894353
"scaffold_145_176572_177460_+" 4.00072152644561 3.9757720766528 22.9029110154289 3.56421452196995e-13 2.68655459949322e-12 20.6121192961841
"scaffold_29_266938_267314_+" 3.95222107794645 3.95774160267663 22.9017968624299 3.56677391265543e-13 2.68801611653695e-12 20.6105976806658
"scaffold_30_619266_619765_+" 4.05933192240296 4.03425799396994 22.9009507453888 3.5687188877575e-13 2.6890141657562e-12 20.6118285776414
"scaffold_203_46471_46514_+" 3.93223425678788 -1.80992404450002 22.8978569082819 3.57584032693173e-13 2.69391163284027e-12 20.6078146514164
"scaffold_42_291263_291688_+" 4.72974845156457 3.86994511389152 22.8975689473626 3.57650392843814e-13 2.69394313636145e-12 20.6140755927917
"scaffold_3_2726878_2727338_-" 3.87583854018497 3.70894157407767 22.8935625620847 3.58575018999678e-13 2.70043825363811e-12 20.6036886622197
"scaffold_7_1386128_1386287_+" 5.33162053123612 6.02651026394922 22.887672964845 3.59938889506163e-13 2.71023849960792e-12 20.6046719432367
"scaffold_111_230306_230670_+" 3.74156665863085 3.80197803833096 22.8798198131634 3.61766060187193e-13 2.72352325346139e-12 20.5915844643806
"scaffold_107_63757_64608_-" 4.29724662526505 3.68071824057538 22.8794763677175 3.61846193613918e-13 2.7236532634671e-12 20.6009106681952
"scaffold_115_98869_99315_+" 4.17426654715868 4.76855324732132 22.8735171523301 3.63239622010055e-13 2.7336668166072e-12 20.5961103336543
"scaffold_4_875781_875819_+" 4.5484551008714 4.85440304874975 22.8711727408713 3.63789374031294e-13 2.73732865913162e-12 20.5969415348788
"scaffold_47_730203_730281_+" 4.25193079955066 4.05426828990529 22.8671792645358 3.64727862725882e-13 2.74391376635901e-12 20.5926017438955
"scaffold_3_3525537_3525566_-" 4.64541786363426 5.1616921636234 22.8660213657321 3.65000456823605e-13 2.74510610235132e-12 20.5938005215222
"scaffold_18_411432_412386_-" 5.80915797285636 5.22233330733586 22.8659678124681 3.6501306964977e-13 2.74510610235132e-12 20.5858279928816
"scaffold_36_13453_13525_+" 4.4841251782114 3.01448741991933 22.8641539883155 3.65440534213982e-13 2.74763701307522e-12 20.5923148786019
"scaffold_76_518969_519366_-" 3.93834159391675 3.11224707844971 22.8640017481655 3.6547643692823e-13 2.74763701307522e-12 20.5863865958937
"scaffold_9_1128924_1129367_-" 4.12918596931246 4.30262683100819 22.8605333259256 3.66295410860183e-13 2.75300093932891e-12 20.5871454297227
"scaffold_19_706508_706798_+" 3.99060031241708 3.99295488759478 22.8604419986615 3.66317001690236e-13 2.75300093932891e-12 20.5851870091506
"scaffold_173_158014_158475_-" 3.99553517745927 3.95718513185543 22.8578610048062 3.66927739046459e-13 2.75711259485378e-12 20.5835866914913
"scaffold_28_1032357_1032938_-" 4.23736660525033 4.77810472237474 22.8549600753534 3.67615476009542e-13 2.76180130285927e-12 20.5848531692846
"scaffold_2_3542670_3543249_-" 4.68579354417805 5.31601083224334 22.8516474135833 3.68402502286492e-13 2.76723419106528e-12 20.5845682381762
"scaffold_66_776311_777022_+" 3.99385700078512 4.10510331814561 22.844603705554 3.70081921091793e-13 2.77936718897955e-12 20.5749812766334
"scaffold_20_941647_941932_+" 4.83884772067031 3.21650160332741 22.8442726390664 3.70161056885621e-13 2.77947971414669e-12 20.5795574736428
"scaffold_3_1559484_1560417_-" 4.4032687002215 4.53131501066015 22.8437209979522 3.70292957283875e-13 2.77998833257341e-12 20.5787626208543
"scaffold_9_769114_769619_-" 3.89032050893166 4.19440928908001 22.841460737356 3.70833920460978e-13 2.78356729693214e-12 20.5710648821841
"scaffold_32_203367_203998_+" 4.06442972169351 4.57151865154527 22.8389601464489 3.7143338354632e-13 2.78758405950595e-12 20.5726244429873
"scaffold_1_1629383_1629652_-" 4.11640102403607 3.27627778204493 22.8372201665121 3.71851114836573e-13 2.79023578133172e-12 20.5721884956171
"scaffold_2_544574_544647_+" 5.13854551602129 4.39659936441932 22.8364443455242 3.72037533690746e-13 2.7911512008113e-12 20.5732153510052
"scaffold_67_161597_162153_+" 6.33277999318855 5.19254350145141 22.8310654815658 3.73332737153009e-13 2.80038333966261e-12 20.5549776065629
"scaffold_20_1002522_1003796_-" 3.77531881916881 4.23857769702658 22.8269671385159 3.74322818255577e-13 2.80732394387072e-12 20.5591375565154
"scaffold_33_113521_114275_+" 3.95360934552395 4.00095861713342 22.8249959322939 3.74800018720848e-13 2.81041633975415e-12 20.5616746869354
"scaffold_111_67767_68856_+" 3.88487597791671 4.47592543113049 22.8205975624943 3.75867135769467e-13 2.81793035548502e-12 20.5576790491319
"scaffold_12_1617615_1618458_+" 4.08993142454496 4.72906354110077 22.8146173508429 3.77323223252477e-13 2.82791340016215e-12 20.5574174731011
"scaffold_106_317308_318091_+" 4.41458721507601 4.30062731660071 22.8145926232393 3.77329256481959e-13 2.82791340016215e-12 20.5601833063034
"scaffold_7_1667765_1667963_+" 4.28041078754885 3.42903236890336 22.8134864211111 3.77599261169297e-13 2.82944752497768e-12 20.5586624005369
"scaffold_4_1011697_1011842_-" 4.5777721277468 3.61482022052663 22.8039218462656 3.79942399798723e-13 2.84651295412061e-12 20.5538017125146
"scaffold_27_1095120_1095135_+" 3.98936015102119 3.2134214803455 22.8033505020384 3.80082857127178e-13 2.84707293704912e-12 20.5486741147507
"scaffold_15_715979_716419_-" 4.53689529195357 4.65416176393784 22.8002113277323 3.80855567584807e-13 2.85236790340179e-12 20.5513393791465
"scaffold_52_222763_223067_-" 4.4672936095563 3.25480751429657 22.7980343168201 3.81392422269577e-13 2.85589493384924e-12 20.5497180813805
"scaffold_78_502002_502250_-" 3.82358820965617 4.11368887827771 22.7961676598175 3.81853384439975e-13 2.85885255473412e-12 20.5408095883274
"scaffold_4_850990_851924_-" 3.78096098760665 3.77112016295407 22.794752095054 3.82203346774944e-13 2.86097826578632e-12 20.5385972180469
"scaffold_1_2686757_2687305_+" 4.2999662009427 3.87334011294446 22.7853456462098 3.84537538763975e-13 2.87795360243358e-12 20.5406812073333
"scaffold_235_25589_26239_-" 4.01281990568098 4.23411098051345 22.77185210966 3.87912459744742e-13 2.90271074799667e-12 20.5287480116626
"scaffold_1_1388626_1389210_-" 4.23262383406198 4.66603323115052 22.7694196098218 3.88524207947565e-13 2.90678636393303e-12 20.5300020481724
"scaffold_17_179064_179166_+" 7.10987174094171 6.8816339944201 22.7649575676572 3.89649035219299e-13 2.91469856697365e-12 20.4976388457524
"scaffold_1_1926355_1926892_-" 4.60471797928705 4.2997754204041 22.7642859917066 3.89818631278751e-13 2.91546383890612e-12 20.5282647129219
"scaffold_142_125864_125980_+" 3.85102526415252 3.84931146431701 22.7617462979226 3.90460702023119e-13 2.91976188744454e-12 20.5195030498701
"scaffold_3_1796586_1796657_-" 4.04639001548054 3.00643916068932 22.7590192398851 3.91151394329319e-13 2.92442196906162e-12 20.5209454388144
"scaffold_56_476406_476685_+" 4.12949034969551 3.06028388739099 22.7505587753004 3.933024946551e-13 2.93999721936281e-12 20.5167887736917
"scaffold_25_895941_896323_+" 3.95907262263884 3.42597415694651 22.7499025229049 3.93469874232174e-13 2.94074103346268e-12 20.5139938634448
"scaffold_47_930610_931004_-" 3.94765318193892 3.95202452265054 22.742749493402 3.9529920460282e-13 2.95390364584715e-12 20.5090839107956
"scaffold_20_979118_979280_+" 4.2553139639059 3.98872289474074 22.74231065459 3.95411728405192e-13 2.95423496204231e-12 20.51277607663
"scaffold_11_1499619_1500093_-" 5.04891244806871 4.98640697196248 22.7409448539403 3.95762155086516e-13 2.95634329849627e-12 20.5118987958655
"scaffold_39_449761_449935_+" 4.27934084064828 4.14044344712632 22.7305158909004 3.9844885971415e-13 2.97589989587576e-12 20.5053841591994
"scaffold_2_1411032_1411227_+" 3.74517187813079 2.71257385224015 22.7294272298552 3.98730436817715e-13 2.97748964246196e-12 20.4962588746075
"scaffold_88_143472_143933_+" 4.27541810265366 4.1832939147455 22.7259051727069 3.996428521152e-13 2.9837887662835e-12 20.502235094074
"scaffold_8_1403967_1404275_+" 3.93721004906868 3.28946990585941 22.7249465802308 3.99891567145919e-13 2.98513129534184e-12 20.4975670551315
"scaffold_30_183908_184529_+" 3.75939435494121 4.32420019402187 22.7153982615362 4.02377971235605e-13 3.0027415183169e-12 20.487807483381
"scaffold_4_1710756_1710911_+" 4.58329257743689 5.00372765040034 22.7153550380047 4.02389264075796e-13 3.0027415183169e-12 20.4966413654748
"scaffold_6_2068555_2069462_+" 5.0254007185084 4.10881950478667 22.7134879394455 4.02877395581783e-13 3.0058663752327e-12 20.4941725749918
"scaffold_70_129745_130763_-" 4.6222983261794 4.94734854404309 22.7076466495432 4.04408607625105e-13 3.0165473594918e-12 20.4916549651443
"scaffold_25_1220411_1220755_-" 5.12945952813123 4.84032648746575 22.7074958453835 4.04448220728612e-13 3.0165473594918e-12 20.4893550585044
"scaffold_61_548176_548618_-" 3.91548655705231 3.1327639964838 22.7063244594781 4.04756059985184e-13 3.0183237616038e-12 20.4852339498686
"scaffold_114_18309_18387_+" 3.80623150726535 3.84136964228101 22.7055576292315 4.04957717379604e-13 3.01930787526909e-12 20.4826296694831
"scaffold_47_766569_766671_+" 4.17871143165745 4.13166999170233 22.700971685538 4.06165940960646e-13 3.02779517516534e-12 20.4853157918937
"scaffold_115_289196_289559_+" 4.32216565163942 3.01686142338388 22.6944611275714 4.07887821173417e-13 3.04010798901762e-12 20.4823214682025
