mat_females_1 mat_females_2 mat_females_3 mat_males_1 mat_males_2 pE_females_1 pE_females_2 pE_females_3
scaffold_1_563871_564079_+ 120.474817739741 88.9879738340354 132.914797561921 174.697828945285 201.820237876878 76.1813330018928 67.0905427165767 81.8034268862333
scaffold_1_567480_567482_+ 5.12821651115797 5.65430393499166 0 0 0 0 0 5.90513060325251
scaffold_1_599179_599238_+ 323.230721292837 226.172157399666 416.890071909392 217.6060676336 253.487100084441 595.843027881189 463.543177121375 409.190814743027
scaffold_1_599470_599495_+ 0 0 5.06605257512518 0 5.28786649459068 7.07168492000692 6.09062189466129 9.72609746418061
scaffold_1_599729_599732_+ 14.0834602694487 10.366223880818 12.5269663675823 11.8763874940873 17.0754022221157 28.1795929388155 23.0506613244104 15.6312280674331
scaffold_1_601270_601305_+ 25.4114609209619 16.0205278158097 42.9232818183334 17.8784327867982 30.0747406879845 31.28684843397 46.2887263994258 32.3045380060284
scaffold_1_638898_638899_+ 0 0 5.61871285604793 0 0 0 0 0
scaffold_1_642134_642148_+ 96.5941677176321 116.317109519828 112.190037027318 49.676502529032 54.6412871107703 106.611007506165 73.5559721124479 77.6350994015845
scaffold_1_645397_645444_+ 21.9671363985423 23.9634785816313 16.8561385681438 18.3892451521352 13.6603217776926 25.0723374436609 22.9569594491079 13.3733840132483
scaffold_1_704266_704330_+ 152.468765525771 158.320510179766 175.653859286613 101.140848336744 97.3848746087117 139.076470093469 145.519012344754 107.855473665289
scaffold_1_704480_704529_+ 10.7922168369145 11.7124867224827 0 0 5.39803037989465 0 5.24730501693896 0
scaffold_1_704683_704687_+ 0 0 0 0 0 0 5.62211251814888 0
scaffold_1_901912_901974_+ 21.5844336738291 23.9634785816313 22.0143011900894 14.4304493207728 13.4399940070846 10.9289676036471 13.6804737941623 11.1155399590636
scaffold_1_919853_919867_+ 41.7145969937476 46.4460680374315 47.068233925254 69.9812940511814 67.860953347247 43.1801367085271 42.821757013234 38.0359882974206
scaffold_1_932304_932340_+ 10.9452979267998 11.3086078699833 9.02678458840487 10.2162473067418 8.8131108243178 12.6433154630427 11.8064362881127 14.9365068199916
scaffold_1_934122_934162_+ 17.2216226120976 19.6554374883043 18.698339504553 7.27907620605354 0 7.07168492000692 9.83869690676054 8.6840155930184
scaffold_1_957583_957584_+ 6.42940577518312 6.19280907165753 9.30311472886625 6.89596693205072 12.6688468099568 0 0 0
scaffold_1_978321_978344_+ 7.50097340438031 0 7.46091379245709 6.89596693205072 0 12.0004350157693 9.65129315615558 10.0734580879013
scaffold_1_986174_986322_+ 217.910931451742 248.789373139633 178.96982097215 308.275262480934 254.148083396264 290.26052194392 338.638577343168 256.699500929624
scaffold_1_986839_986903_+ 0 0 0 0 0 13.8219296163772 0 0
scaffold_1_989274_989324_+ 55.1857329036551 60.0433227382448 61.0689610419636 31.5426635595653 30.7357239998083 37.7156529067036 43.0091607638389 34.3887017483529
scaffold_1_995581_995764_+ 445.925214835915 358.375168451138 420.021813501288 642.474252502725 660.652820167923 312.011310410002 389.799801258322 571.23454570875
scaffold_1_996848_996858_+ 0 0 0 5.36352983603945 0 0 0 0
scaffold_1_998645_998649_+ 9.10832484817609 10.2315975966516 8.93467454158442 9.19462257606762 7.05048865945424 7.50027188485583 9.08908190434069 7.64193372185619
scaffold_1_1000904_1001064_+ 887.870321334812 915.054853479484 921.468908391861 740.167117373444 882.302557399515 820.208303979591 942.17235616645 738.488686030285
scaffold_1_1001249_1001290_+ 116.724331037551 121.836787170654 109.242515529063 107.398299812123 140.899609303781 105.43239335283 147.205646100198 71.2089278627509
scaffold_1_1001450_1001454_+ 7.04173013472437 5.78893021915813 0 0 0 0 5.34100689224144 0
scaffold_1_1002385_1002452_+ 0 6.19280907165753 5.34238271558656 8.30070093672771 15.863599483772 5.25019031939908 6.84023689708114 5.55776997953178
scaffold_1_1003187_1003209_+ 0 0 0 0 0 0 5.05990126633399 0
scaffold_1_1003940_1003966_+ 0 0 0 6.38515456671363 10.1350774479655 0 0 5.03672904395067
scaffold_1_1004706_1004728_+ 33.830920864654 29.2139036641236 29.9357652166488 50.1873148943691 65.8780034117755 19.9292938654741 31.1090226004238 24.6626042841723
scaffold_1_1004968_1004987_+ 0 0 0 0 5.6183581505026 0 0 0
scaffold_1_1006322_1006326_+ 6.65902741001109 0 8.28990421384121 0 6.71999700354232 6.32165773152134 5.62211251814888 5.21040935581104
scaffold_1_1007278_1007367_+ 15.9204333480725 8.61608218665396 8.84256449476396 16.9845111474582 27.4308074406891 7.8217121084925 14.2426850459772 16.8469902504557
scaffold_1_1008363_1008547_+ 316.188991158113 235.595997291319 311.331958253148 339.945629131834 519.202391437622 215.15065635415 258.054964583034 297.16701359309
scaffold_1_1111413_1111417_+ 6.73556795495375 5.38505136665872 9.30311472886625 8.81151330206481 11.5672079569171 0 0 0
scaffold_1_1141366_1141376_+ 0 5.25042508249226 0 0 0 0 0 0
scaffold_1_1142701_1142721_+ 10.6391357470292 11.7124867224827 13.2638467421459 21.8372286181606 26.2190047023454 10.8218208624348 11.8064362881127 11.810261206505
scaffold_1_1180791_1180794_+ 18.2931902412948 14.4050124058121 15.4744878658369 25.0298059015174 10.1350774479655 7.92885884970473 7.0276406476861 11.1155399590636
scaffold_1_1253015_1253051_+ 12.246487190825 13.8665072691462 12.8032965080436 9.19462257606762 6.27934146232643 10.2860871563737 8.71427440313077 7.98929434557693
scaffold_1_1256964_1256977_+ 0 0 5.15816262194564 0 0 0 0 0
scaffold_1_1269185_1269192_+ 75.0097340438031 96.1231668948582 57.1082290286839 59.6373436531053 91.6563525729051 68.0381806697636 56.6896345580012 13.199703701388
scaffold_1_1269405_1269415_+ 11.7107033762264 10.2315975966516 7.55302383927755 9.19462257606762 15.0924522866442 13.0719024278916 0 0
scaffold_1_1327886_1327899_+ 39.2652995555826 40.5225115341069 37.9493392900287 54.2738138170658 46.2688318276684 19.7150003830496 25.3932082069724 24.3152436604515
scaffold_1_1359614_1359645_+ 6.8121084998964 7.94295076582162 9.855775009789 6.5128576580479 7.71147197127807 0 6.27802564526625 5.38408966767141
scaffold_1_1389417_1389645_+ 110.448006352253 120.490524328989 111.453156652754 31.2872573768968 32.16785450876 49.0732074751996 64.8416977093171 56.4461013546196
scaffold_1_1394059_1394082_+ 55.5684356283684 61.7934644324089 49.7394252830473 42.652832505647 33.9304766736235 45.2159247915594 40.7603157565794 40.120152039745
scaffold_1_1394632_1394660_+ 9.79718975265999 9.01996103915336 5.43449276240702 0 0 0 0 5.73145029139214
scaffold_1_1403266_1403272_+ 7.96021667403625 7.80832448165515 7.92146402655938 12.7703091334273 8.70294693901382 9.32176648546367 9.83869690676054 10.4208187116221
scaffold_1_1478716_1478781_+ 53.2722192800887 40.9263903866063 62.9111619783727 110.335470912811 169.542219482814 30.5368212454844 27.3609475883246 34.7360623720736
scaffold_1_1515529_1515540_+ 45.6947053307658 47.7923308790962 44.4891526142812 27.7115708195371 24.015726996266 136.826388528013 124.904599778208 140.854732918758
scaffold_1_1588593_1588638_+ 55.1857329036551 41.5995218074386 74.3328077841095 25.9237275408573 42.4130958420294 75.3241590721949 115.721815998564 141.5494541662
scaffold_1_1591711_1591715_+ 12.7822710054236 11.1739815858169 12.6190764144027 11.6209813114188 16.194091139684 20.8936145363841 22.9569594491079 27.6151695857985
scaffold_1_1614087_1614110_+ 0 0 0 8.68381021073053 10.6858968744853 0 0 0
scaffold_1_1623655_1623687_+ 34.6728668590233 39.3108749766087 34.9097077449535 17.2399173301268 13.5501578923886 29.5725005745744 28.1105625907444 19.1048343046405
scaffold_1_1629086_1629087_+ 0 0 0 0 6.60983311823835 0 0 0
scaffold_1_1636865_1636866_+ 0 0 0 0 6.60983311823835 0 0 0
scaffold_1_1640782_1640792_+ 16.3796766177284 18.982306067472 15.290267772196 6.5128576580479 7.05048865945424 9.8575001915248 11.7127344128102 16.499629626735
scaffold_1_1647762_1647798_+ 41.7145969937476 41.7341480916051 41.3574110223856 0 6.16917757702246 16.7148916291073 20.1459031900335 16.8469902504557
scaffold_1_1651966_1651980_+ 16.0735144379578 21.6748317508014 13.1717366953255 47.8886592503522 23.2445797991382 42.5372562612538 42.0721420108141 48.630487320903
scaffold_1_1657512_1657520_+ 0 0 0 15.3243709601127 17.7363855339396 13.7147828751649 14.992300048397 15.8049083792935
scaffold_1_1659771_1659812_+ 6.35286523024047 6.46206163999047 0 16.4736987821212 18.1770410751555 5.67877728424798 8.33946690192084 7.12089278627509
scaffold_1_1659976_1660009_+ 12.5526493705956 10.7701027333174 12.2506362271209 21.7095255268263 17.9567133045475 9.4289132266759 9.5575912808531 7.81561403371656
scaffold_1_1662832_1662838_+ 22.273298578313 22.3479631716337 9.67155491614808 90.7968979386678 42.4130958420294 64.0737512449112 43.8524776415613 51.0620116869482
scaffold_1_1665636_1665642_+ 5.74054087069922 5.78893021915813 8.19779416702075 0 0 0 6.27802564526625 0
scaffold_1_1668800_1668804_+ 6.27632468529781 0 7.73724393291846 19.4108698828094 15.6432717131641 5.67877728424798 5.62211251814888 5.55776997953178
scaffold_1_1674365_1674380_+ 48.4501649487014 41.7341480916051 42.646951677872 51.5920488990461 45.6078485158446 56.3591858776309 66.1535239635518 60.7881091511288
scaffold_1_1685675_1685714_+ 0 0 0 8.17299784539344 12.007863498133 0 0 0
scaffold_1_1686579_1686580_+ 0 0 0 9.96084112407326 8.04196362718999 5.89307076667243 6.84023689708114 6.07881091511288
scaffold_1_1688814_1688832_+ 5.51091923587125 7.67369819748868 8.47412430748213 12.2594967680902 13.2196662364767 5.3573370606113 7.87095752540843 7.81561403371656
scaffold_1_1692946_1693004_+ 28.7027043534961 24.5019837182972 27.2645738588555 26.9453522715315 23.7953992256581 21.6436417248697 20.052201314731 22.5784405418478
scaffold_1_1732025_1732066_+ 11.1749195616278 12.7894969958145 16.5798084276824 11.7486844027531 17.4058938780276 14.5719568048627 12.5560512905325 12.8523430776672
scaffold_1_1771278_1771320_+ 8.0367572189789 8.07757704998809 7.55302383927755 5.1081236533709 0 5.3573370606113 0 6.77353216255435
scaffold_1_1785022_1785036_+ 9.33794648300406 8.07757704998809 8.93467454158442 12.2594967680902 8.8131108243178 7.92885884970473 9.74499503145806 10.4208187116221
scaffold_1_1788840_1788853_+ 20.4363254996892 29.0792773799571 29.0146647484442 10.0885442154075 9.25376636553369 17.6792123000173 16.9600394297491 15.4575477555727
scaffold_1_1836906_1836939_+ 22.8856229378542 25.8482465599619 24.7776025947032 12.8980122247615 8.59278305370985 19.3935601594129 16.1167225520268 16.6733099385953
scaffold_1_1841823_1841867_+ 85.725410335775 87.9109635607037 77.648769469646 87.7320237466452 75.3520975479172 74.895572107346 98.8554784441178 79.1982222083278
scaffold_1_1858999_1859033_+ 23.4979472973955 26.7906305491272 24.3170523606009 28.2223831848742 33.9304766736235 27.5367124915421 25.9554194587873 24.6626042841723
scaffold_1_1868879_1868942_+ 71.9481122460968 82.256659625712 72.9511570818027 42.5251294143128 43.845226350981 44.4658976030738 51.8171370422722 41.5095945346279
scaffold_1_1913199_1913260_+ 5.28129760104328 11.8471130066492 8.01357407337984 0 0 0 6.27802564526625 6.25249122697325
scaffold_1_1913528_1913530_+ 8.87870321334812 7.53907191332221 8.10568412020029 0 5.06753872398273 0 0 0
scaffold_1_1932666_1932731_+ 151.473738441517 160.070651873931 156.310749454317 132.811214987643 114.460276830827 104.039485717072 113.191865365397 119.492054559933
scaffold_1_1947973_1947979_+ 5.28129760104328 0 7.09247360517526 6.89596693205072 5.6183581505026 5.89307076667244 5.34100689224144 0
scaffold_1_1951116_1951125_+ 0 0 7.27669369881617 0 7.16065254475821 0 5.99692001935881 0
scaffold_1_1962874_1962939_+ 66.0544902855123 68.9286574932317 71.6616164263162 54.0184076343973 60.8104646877928 51.9661694879296 68.4023689708114 60.2670682155477
scaffold_1_1974465_1974469_+ 0 0 0 6.89596693205072 8.70294693901382 0 0 0
scaffold_1_1985516_1985613_+ 2565.56252593289 2615.78870135448 2553.47471795673 2884.68513014988 2993.04259982363 2820.31652218822 2208.55320087949 2240.12866237503
scaffold_1_1985999_1986104_+ 74.0912475044912 63.27435355824 46.8840138316131 82.7516031846086 82.4025862073714 84.2173385928097 72.0567421076082 19.4521949283612
scaffold_1_1986310_1986333_+ 18.2931902412948 16.962911804975 10.5005453375322 14.04734004677 17.6262216486356 7.50027188485583 9.37018753024814 17.5417114978972
scaffold_1_1986618_1986624_+ 76.0047611280576 59.1009387490795 33.7122771362876 76.7495578918978 56.7344009315458 40.7157616606459 80.396209009529 24.8362845960326
scaffold_1_1986938_1986941_+ 16.4562171626711 8.75070847082043 13.8165070230687 12.1317936767559 17.0754022221157 14.2505165812261 10.8694175350878 8.33665496929766
scaffold_1_1987249_1987312_+ 24.1102716569367 12.5202444274815 16.0271481467597 12.642606042093 20.049827125323 5.89307076667243 10.2135044079705 12.6786627658069
scaffold_1_1987414_1987583_+ 33.9840019545394 23.290347160799 31.0410857784943 27.5838677282029 39.2183431682142 27.965299456391 20.7081144418484 7.12089278627509
scaffold_1_1988827_1988856_+ 0 5.11579879832579 0 12.642606042093 10.0249135626615 5.03589683697463 5.24730501693896 6.25249122697325
scaffold_1_2014537_2014541_+ 0 0 0 5.36352983603945 0 0 0 0
scaffold_1_2020153_2020158_+ 8.87870321334812 12.654870711648 17.5930189427075 7.40677929738781 25.2275297346097 16.8220383703195 10.7757156597854 6.77353216255435
scaffold_1_2024522_2024527_+ 30.0038936175212 34.7335813149488 22.1985212837304 55.9339540044114 33.8203127883195 35.4655713412468 30.0783019720965 23.62052241301
scaffold_1_2034982_2035027_+ 62.9163279428634 60.98570672741 62.4506117442705 39.5879583136245 40.2098181359499 54.7519847594475 47.694254528963 52.1040935581104
scaffold_1_2045725_2045770_+ 61.9213008586089 56.946918202416 54.8975879049929 65.5116858544818 66.6491506089033 51.3232890406563 51.7234351669697 59.9197075918269
scaffold_1_2060780_2060876_+ 14.466162994162 13.5972547008133 15.3823778190165 15.0689647774442 15.5331078278601 16.3934514054706 25.7680157081824 11.4629005827843
scaffold_1_2083449_2083540_+ 21.1251904041731 21.5402054666349 18.6062294577325 39.4602552222902 28.7527740643368 29.0367668685133 25.2058044563675 22.9258011655686
scaffold_1_2087920_2088007_+ 49.0624893082426 45.7729366165992 47.068233925254 33.0751006555766 32.3881822793679 42.9658432261027 33.3578676076834 33.520300189051
scaffold_1_2092225_2092299_+ 32.9889748702848 32.7141870524517 29.7515451230079 33.0751006555766 30.0747406879845 18.2149460060784 31.2964263510288 28.30989083324
scaffold_1_2094266_2094267_+ 0 0 0 0 0 0 0 8.85769590487877
scaffold_1_2096677_2096746_+ 6.1232435954125 5.38505136665872 23.1196217519349 19.2831667914752 36.6845738062228 13.1790491691038 26.5176307106022 20.4942767995234
scaffold_1_2180779_2180804_+ 21.8905958535997 26.9252568332936 21.1853107687053 49.2933932550292 43.6248985803731 44.573044344286 50.036801411525 37.1675867381187
scaffold_1_2180985_2180992_+ 5.12821651115797 7.80832448165515 6.53981332425251 14.3027462294385 13.9908134336045 10.0717936739493 13.5867719188598 10.2471383997617
scaffold_1_2194054_2194065_+ 6.04670305046984 0 0 0 0 0 0 0
scaffold_1_2200277_2200286_+ 7.347892314495 8.75070847082043 7.0003635583548 9.06691948473335 9.14360248022971 5.25019031939908 8.5268706525258 5.73145029139214
scaffold_1_2203887_2203967_+ 162.342495823374 174.071785427243 177.219730082561 109.441549273472 109.282574221541 115.397040285567 123.87387914988 121.923578925978
scaffold_1_2214292_2214296_+ 0 0 0 0 5.72852203580657 0 0 0
scaffold_1_2228353_2228357_+ 0 0 0 5.74663911004227 0 0 0 0
scaffold_1_2240871_2240911_+ 39.5714617353533 35.1374601674482 56.0029084668384 56.700172552417 82.8432417485873 62.8951370915767 82.1765446402762 79.5455828320485
scaffold_1_2272313_2272314_+ 6.04670305046984 7.26981934498928 6.07926309015022 5.61893601870799 5.17770260928671 0 0 5.38408966767141
scaffold_1_2278346_2278379_+ 8.64908157852015 9.2892136074863 11.8821960398391 8.68381021073053 14.8721245160363 7.50027188485583 10.5883119091804 8.33665496929766
scaffold_1_2286525_2286586_+ 71.4123284314982 77.6793659640521 69.4509753026253 77.2603702572349 71.6065254475821 59.7878815964222 54.6281933013466 68.6037231848454
scaffold_1_2292005_2292111_+ 14.8488657188753 13.0587495641474 15.4744878658369 22.2203378921634 26.5494963582574 14.3576633224383 20.7081144418484 21.8837192944064
scaffold_1_2298518_2298523_+ 23.1917851176248 21.001700329969 21.3695308623462 44.3129726929926 32.6085100499758 45.3230715327716 37.7618557469 32.6518986297492
scaffold_1_2302992_2302994_+ 0 0 0 0 0 5.14304357818685 0 0
scaffold_1_2306933_2306934_+ 0 5.51967765082519 5.34238271558656 0 5.06753872398273 0 0 0
scaffold_1_2312440_2312463_+ 31.0754612467184 36.3490967249464 34.2649374172103 34.4798346602536 35.913426609095 30.6439679866967 40.8540176318819 38.3833489211413
scaffold_1_2332287_2332372_+ 27.7076772692415 32.3103081999523 31.5937460594171 12.7703091334273 11.0163885303972 14.679103546075 18.1781638086814 15.4575477555727
scaffold_1_2332752_2332767_+ 8.49600048863484 7.67369819748868 6.44770327743205 5.1081236533709 7.71147197127807 6.9645381787947 0 0
scaffold_1_2364124_2364221_+ 1110.60330711794 977.790701901058 954.904855387687 811.553145429302 880.980590775868 748.527134108611 855.31071776105 746.651660687722
scaffold_1_2379042_2379051_+ 55.1091923587125 64.6206163999047 55.5423582327361 34.6075377515879 22.3632687167064 25.8223646321465 30.4531094733064 26.920448338357
scaffold_1_2379161_2379166_+ 7.19481122460968 8.34682961832102 6.35559323061159 14.9412616861099 7.16065254475821 0 6.37172752056873 0
scaffold_1_2412627_2412664_+ 313.892774809833 322.699203147024 321.464063403398 215.307411989583 186.397293934321 379.406610632493 278.013464022462 374.802112994674
scaffold_1_2467087_2467097_+ 7.347892314495 7.94295076582162 6.90825351153434 0 0 5.25019031939908 0 7.29457309813546
scaffold_1_2477219_2477239_+ 25.7941636456751 22.4825894558002 25.3302628756259 18.6446513348038 18.9481882722833 16.5005981466828 15.2734056743045 9.2050565285995
scaffold_1_2536694_2536729_+ 17.7574064266962 22.4825894558002 19.0667796918348 8.93921639339908 6.3895053476304 11.0361143448593 16.3041263026318 13.3733840132483
scaffold_1_2548260_2548263_+ 16.6092982525564 18.8476797833055 19.8957701132189 13.0257153160958 18.1770410751555 14.4648100636505 11.3379269116002 17.7153918097575
scaffold_1_2548422_2548425_+ 0 0 0 5.87434220137654 5.83868592111054 0 5.80951626875385 0
scaffold_1_2558310_2558328_+ 16.915460432327 19.7900637724708 14.5533873976323 15.452074051447 12.5586829246529 0 0 0
scaffold_1_2570350_2570463_+ 22.5029202131409 28.9446510957906 24.7776025947032 21.7095255268263 27.5409713259931 35.0369843763979 25.0184007057625 24.4889239723119
scaffold_1_2585736_2585790_+ 40.5664888196078 44.1574212066015 45.6865832229471 50.4427210770377 50.8957150104353 38.6799735776136 64.0920827068973 39.4254307923035
scaffold_1_2587941_2587947_+ 37.5814075668442 28.0022671066254 35.6465881195172 33.7136161122479 13.9908134336045 13.8219296163772 11.0568212856928 20.6679571113838
scaffold_1_2637125_2637137_+ 324.302288922034 326.468739103685 424.44309574867 309.807699576945 325.644444958543 301.403783029992 289.63249655997 398.248955095824
scaffold_1_2637949_2637971_+ 0 0 0 5.1081236533709 0 7.60741862606805 0 0
scaffold_1_2640164_2640187_+ 0 0 7.55302383927755 0 15.2026161719482 0 10.8694175350878 9.72609746418061
scaffold_1_2645841_2645860_+ 28.3965421737255 23.290347160799 21.0932007218849 40.7372861356329 28.6426101790328 26.8938320442687 29.7034944708866 23.0994814774289
scaffold_1_2652992_2653052_+ 14.925406263818 15.6166489633103 14.5533873976323 13.2811214987643 15.6432717131641 17.3577720763806 20.239605065336 14.0681052606898
scaffold_1_2667132_2667147_+ 225.564985946008 212.574902698853 305.621135350279 317.852994331004 256.681852758256 204.328835491715 214.764698193287 345.797500913993
scaffold_1_2686975_2686994_+ 6.35286523024047 0 7.46091379245709 10.4716534894104 10.0249135626615 5.03589683697463 7.21504439829106 10.9418596472032
scaffold_1_2689123_2689223_+ 33.830920864654 27.1945094016266 26.9882437183942 39.3325521309559 52.3278455193869 22.6079623957797 30.359407598004 29.6993333281229
scaffold_1_2692183_2692187_+ 36.9690832073029 34.1950761782829 41.449521069206 66.6610136764903 59.5986619494491 30.0010875394233 28.5790719672568 28.6572514569607
scaffold_1_2693578_2693585_+ 0 0 0 0 6.05901369171848 0 0 0
scaffold_1_2752479_2752534_+ 30.3865963422345 29.34852994829 30.8568656848534 52.2305643557175 49.4635845014836 27.000978785481 31.2027244757263 37.3412670499791
scaffold_1_2761617_2761644_+ 22.6560013030262 24.9058625707966 23.6722820328577 11.6209813114188 7.38098031536615 14.5719568048627 12.5560512905325 10.9418596472032
scaffold_1_2763284_2763363_+ 161.270928194177 158.993641600599 149.034055755501 137.280823184343 150.153375669314 120.647230604967 113.941480367817 144.675699779687
scaffold_1_2796147_2796149_+ 6.27632468529781 0 5.80293294968885 13.2811214987643 11.5672079569171 0 0 0
scaffold_1_2812837_2812867_+ 15.8438928031298 16.1551540999762 17.1324687086052 11.6209813114188 10.4655691038774 11.5718480509204 13.0245606670449 14.5891461962709
scaffold_1_2826182_2826190_+ 95.8287622682056 65.56300038907 107.952974873577 67.4272322244959 97.9356940352315 67.3953002224902 79.6465940071092 77.8087797134448
scaffold_1_2833758_2833759_+ 0 5.38505136665872 0 7.53448238872208 0 6.85739143758247 0 0
scaffold_1_2836718_2836773_+ 298.355044186474 287.965621832075 214.063748810744 1020.09229357817 472.603067954042 442.623187947706 343.042565482384 357.955122744218
scaffold_1_2839999_2840002_+ 0 0 0 22.8588533488348 10.4655691038774 12.4290219806182 6.18432376996377 0
scaffold_1_2840190_2840211_+ 0 0 0 12.2594967680902 0 0 0 0
scaffold_1_2841128_2841131_+ 0 0 0 6.12974838404508 0 0 0 0
scaffold_1_2854396_2854400_+ 0 0 0 0 5.83868592111054 0 0 0
scaffold_1_2857902_2857907_+ 9.87373029760265 12.1163655749821 8.84256449476396 18.7723544261381 18.8380243869793 16.607744887895 6.5591312711737 5.73145029139214
scaffold_1_2860053_2860082_+ 35.8975155781058 36.0798441566134 37.5808991027468 120.040905854216 104.325199382862 83.0387244394752 70.5575121027685 64.9564366357776
