AveExpr t P.Value adj.P.Val B
scaffold_51_57736_58069_- 9.2185043274737 8.17410710787611 2.74523411658741e-06 0.00517130492762027 3.60666735554084
scaffold_23_1335525_1335753_- 9.73545323172143 8.12519436222142 2.92233019314015e-06 0.00523233201921096 3.5054097493592
scaffold_36_968303_968908_- 9.2061886413858 8.09977166994352 3.01916402345645e-06 0.00523233201921096 3.38555492021921
scaffold_152_84220_85007_- 9.92882623573103 8.04162535339977 3.25376749546364e-06 0.00530880316249687 3.44916350798327
scaffold_3_2181819_2182172_- 12.5230204530318 7.98375422955702 3.50669681702413e-06 0.00530880316249687 3.88154624997536
scaffold_24_1139127_1139404_+ 10.1400620321263 7.95706322595036 3.63035530757253e-06 0.00530880316249687 3.45785494910753
scaffold_505_20038_20957_- 11.1302440884043 7.95000326543294 3.66383700845612e-06 0.00530880316249687 3.47881439229461
scaffold_5_61672_62339_+ 9.49294641508178 7.94746662916081 3.67594734974163e-06 0.00530880316249687 3.34669323346605
scaffold_5_2220526_2223109_+ 11.4211505101865 7.88931052545228 3.96565034807463e-06 0.00548550397491835 3.51040991956668
scaffold_3_1731806_1732506_+ 10.1929826220319 7.87294169644819 4.05151934629062e-06 0.00548550397491835 3.25602161792672
scaffold_1577_2000_2153_+ 11.2568946676407 7.82927460001909 4.29045162547041e-06 0.00559963404386818 3.472606403496
scaffold_4_2235029_2235849_+ 10.3553266123248 7.79102548499427 4.51211227911457e-06 0.00559963404386818 3.32451310153306
scaffold_70_606152_606414_+ 10.3323826575081 7.77217861567961 4.62580052718184e-06 0.00559963404386818 3.20281872539616
scaffold_675_14770_15293_+ 10.3311309859061 7.75557405515371 4.72849752381608e-06 0.00559963404386818 3.27551046810508
scaffold_83_528610_529502_- 11.4192295970874 7.74706976912411 4.78203525880817e-06 0.00559963404386818 3.39073931174366
scaffold_43_161133_162074_+ 10.4783684358546 7.70466475487425 5.05882012711642e-06 0.00576785370598542 3.12650663490234
scaffold_15_19134_19986_+ 8.94271825262872 7.67530635793101 5.26043446918465e-06 0.00584393804645882 3.04837077619652
scaffold_182_154032_155098_+ 10.2846065735159 7.62698818693325 5.6111496677354e-06 0.00600677455731222 3.20567677410683
scaffold_97_57250_57427_+ 10.5776905942955 7.61731740921209 5.68429480796291e-06 0.00600677455731222 3.40636743220355
scaffold_69_643230_643535_- 10.3253373929228 7.59931306174036 5.82319445014034e-06 0.00600704101778049 3.25127419187936
scaffold_44_42006_42440_+ 9.05150350169275 7.53959280905034 6.31044746576549e-06 0.00605271128910037 2.88399905051398
scaffold_4_2366338_2367285_+ 11.7122547797558 7.53698588034704 6.33268417464545e-06 0.00605271128910037 3.29544478690792
scaffold_115_212918_213301_+ 12.1122073624372 7.52133488547729 6.46795370395912e-06 0.00605271128910037 3.44736891767562
scaffold_30_429654_430725_- 11.6262818733386 7.5159822345057 6.51492033115592e-06 0.00605271128910037 3.22533888967001
scaffold_25_671466_671814_- 9.93062248112785 7.51021016436829 6.56597494778465e-06 0.00605271128910037 3.00988722864472
scaffold_1_2364079_2364582_+ 9.78768232151487 7.46298586648101 7.00005637106219e-06 0.00631842588193001 2.93694448432267
scaffold_111_33869_34224_+ 8.57846399871377 7.43975847715468 7.22469459592395e-06 0.00634981995249983 2.78538659333192
scaffold_143_83277_84354_+ 10.3253056503356 7.4279921374502 7.34141131167985e-06 0.00634981995249983 2.91907942667386
scaffold_37_993365_993765_- 10.9037661506418 7.41481481876313 7.47451455425128e-06 0.00634981995249983 3.14774794470774
scaffold_1_1000289_1001526_+ 9.94148489980886 7.39756360655313 7.65266887536785e-06 0.00637614484027284 2.90536583525725
scaffold_8_1574602_1575015_- 10.0015953842476 7.37825219963217 7.85748201370678e-06 0.00642326916463887 2.98285690760543
scaffold_32_35276_35820_- 9.45002086602751 7.36043466517045 8.05163812859408e-06 0.00643397066530383 2.80499532495635
scaffold_3_1714180_1715081_+ 8.72690302745283 7.34900287562811 8.17889726411868e-06 0.00643397066530383 2.71817001085809
scaffold_8_1453331_1453807_- 8.66255803629753 7.33689027654223 8.31607711898201e-06 0.00643397066530383 2.64581494289015
scaffold_3_466366_466648_- 11.7834615206032 7.27369394637377 9.07268762952929e-06 0.00677517598835577 3.17323333943048
scaffold_17_1054571_1055277_+ 9.50341086507157 7.2735204040731 9.07486358516508e-06 0.00677517598835577 2.74809849321958
scaffold_1_2794885_2795524_- 9.59079682685635 7.26155627963133 9.2262240528318e-06 0.00677517598835577 2.72594211645441
scaffold_211_113313_113872_- 10.2016729214832 7.24783919125193 9.40307743914745e-06 0.00678996221880837 2.78477945523306
scaffold_15_375357_375843_+ 8.73280488930972 7.18794000539456 1.02187625225107e-05 0.00722888863813494 2.56554215105199
scaffold_11_1049426_1050088_+ 9.89755851585754 7.17915307069807 1.03446220644501e-05 0.00722888863813494 2.75232684439711
scaffold_5_2474681_2475168_- 10.6291589719497 7.14294200280661 1.08809769034349e-05 0.00737659612324853 2.75623732392134
scaffold_58_468075_468360_- 9.78832320051073 7.14192188619769 1.08965090681786e-05 0.00737659612324853 2.691462351723
scaffold_12_882152_883048_+ 10.0963522328843 7.11415272059816 1.13285160003325e-05 0.00755106591123699 2.62272228990225
scaffold_505_22498_23120_+ 8.88068334942095 7.09064400243134 1.17084988435121e-05 0.00768609728627278 2.49681504318324
scaffold_1_262517_263282_- 8.60646565491185 7.07703874571746 1.1934585846562e-05 0.00769741821295547 2.51027890499376
scaffold_2_2082417_2082692_- 8.70766120416453 7.06836941608276 1.2081069992175e-05 0.00769741821295547 2.46089249795668
scaffold_11_1577934_1578255_- 9.96457466736124 7.00295076523002 1.32500917058216e-05 0.00831990540936852 2.66989292345205
scaffold_43_742217_742917_- 8.41800301492978 6.93665813521966 1.45583359793839e-05 0.00892620523370519 2.3129252550132
scaffold_143_210041_211059_+ 9.90849163311421 6.93332124224785 1.46277194200496e-05 0.00892620523370519 2.53906127242112
scaffold_51_64307_65486_+ 10.1443419602601 6.90766703239964 1.51730349132514e-05 0.00913037375904902 2.41035438292271
scaffold_48_43600_45067_+ 8.76880505503075 6.89411817253119 1.54697229883368e-05 0.00914781290510898 2.3059225352411
scaffold_3_2891926_2892259_+ 8.52857708947212 6.86257793108563 1.61845410285233e-05 0.00914781290510898 2.24240896864967
scaffold_24_557143_558207_- 9.77137255006436 6.85556761752284 1.63481419576152e-05 0.00914781290510898 2.31515568895039
scaffold_15_1441601_1441928_- 8.76049368840982 6.84563674532007 1.65829169994709e-05 0.00914781290510898 2.24046200150495
scaffold_25_816038_816616_- 9.68720469152499 6.84362852077601 1.66308275814343e-05 0.00914781290510898 2.37862892118609
scaffold_62_508856_510613_+ 10.5881319234069 6.84218646291178 1.66653217931238e-05 0.00914781290510898 2.4860490249874
scaffold_2_1465538_1465921_- 8.75284094604383 6.84157423451239 1.66799893713615e-05 0.00914781290510898 2.21870327468167
scaffold_49_730664_730860_- 8.43552951522841 6.82380595597351 1.71117117279584e-05 0.00926727527906908 2.18176732055338
scaffold_75_10985_11414_+ 8.41374194630143 6.80415299533747 1.76030998785931e-05 0.00941570253506083 2.21959360908959
scaffold_87_167469_168805_+ 9.27902391575965 6.79431347388451 1.78547351586178e-05 0.00943383238393018 2.23355415589847
scaffold_25_1063752_1064202_+ 9.17949238798064 6.73074297077004 1.95754667937813e-05 0.0102183936663538 2.12941265230304
scaffold_65_202607_205843_+ 9.73352523423488 6.72013885874511 1.98792538232526e-05 0.0102534351326934 2.168300297743
scaffold_95_230125_230376_- 10.5890595901821 6.6980040594543 2.05296314218228e-05 0.0104643154233164 2.35901253919398
scaffold_39_606366_608030_+ 9.48543784911727 6.67862482541545 2.11176131594641e-05 0.0105204669616559 2.26816305587774
scaffold_86_318044_318373_- 8.83357581584193 6.67471350911011 2.12384408897651e-05 0.0105204669616559 2.2730968022528
scaffold_5_1022564_1022875_+ 9.93000913974698 6.67044980628439 2.13709915701153e-05 0.0105204669616559 2.28033368947827
scaffold_129_52392_52786_+ 11.6347077533129 6.66279809205267 2.16110778651935e-05 0.0105204669616559 2.43064286175324
scaffold_15_18830_19229_- 8.33479133462409 6.62832382771216 2.27288551593993e-05 0.0109416708737348 1.98097912481023
scaffold_46_49177_49814_- 8.1692482202257 6.61825576185938 2.3066762889365e-05 0.0109823139444465 1.90654520397767
scaffold_90_468748_469791_+ 9.44272224996547 6.60671578037161 2.34606447626682e-05 0.0110264259821985 2.05390121434067
scaffold_1_560604_561920_+ 11.971342621185 6.60071120255496 2.36684119545875e-05 0.0110264259821985 2.42453580405346
scaffold_3_1770257_1770560_+ 8.08850307359481 6.58463030843834 2.42345161525963e-05 0.0111337521109274 1.91362333320946
scaffold_220_73953_75332_+ 11.0945108614378 6.57965002672548 2.44127417841043e-05 0.0111337521109274 2.25062186445776
scaffold_65_156469_157117_+ 8.13472807704125 6.5521521040673 2.54221685692925e-05 0.0114733424524288 1.85770757279186
scaffold_48_133357_134107_- 7.84238210678926 6.52830276040709 2.63335568178904e-05 0.0115696827045733 1.89080727054235
scaffold_13_839489_840068_+ 8.43213021648361 6.52748866042807 2.63652728253233e-05 0.0115696827045733 1.9006298335162
scaffold_17_1160187_1160846_+ 8.29540774277365 6.52565778379768 2.64367490133581e-05 0.0115696827045733 1.90644370359215
scaffold_25_1055787_1058072_+ 9.45555108472498 6.50712869449675 2.71717948973463e-05 0.0116663441375448 1.99462133961792
scaffold_61_233261_233938_+ 9.03827416520837 6.48885984537543 2.79177853973122e-05 0.0116663441375448 1.95246596903441
scaffold_4175_403_689_+ 8.26636092381399 6.48818746597419 2.79456526799711e-05 0.0116663441375448 1.87884085337081
scaffold_35_377770_378149_- 9.43211775918785 6.48154277218518 2.82226397734457e-05 0.0116663441375448 1.92555284897719
scaffold_10_1391080_1392257_- 8.72355109712386 6.47772477138376 2.83831115019031e-05 0.0116663441375448 1.96861586115126
scaffold_7_575860_576331_+ 12.0032848099303 6.47530449227784 2.84853377603571e-05 0.0116663441375448 2.31165187855104
scaffold_12_1517356_1519655_+ 9.7765748939035 6.47310443397423 2.85786014789997e-05 0.0116663441375448 2.01353954345066
scaffold_42_775150_775359_+ 8.14957546528859 6.46738683491473 2.88224974038714e-05 0.0116663441375448 1.80788829992104
scaffold_155_211572_212202_- 9.4232589394886 6.46020008363751 2.91321999220053e-05 0.0116663441375448 2.04187866600572
scaffold_73_560098_560461_- 9.51480120191247 6.44987058348241 2.95835339739855e-05 0.0116663441375448 1.9578692949449
scaffold_2_799809_800675_- 9.26036401157305 6.44905286938922 2.96195784316561e-05 0.0116663441375448 1.88181779202061
scaffold_11_43681_44289_+ 9.09730766043165 6.43617276250271 3.01935163160851e-05 0.0117852638550514 1.96623280312363
scaffold_61_460645_461323_- 8.08728680757256 6.42443412922554 3.07268716748586e-05 0.0118863610909368 1.72479085857644
scaffold_29_974238_975030_+ 7.89566626072717 6.40543901232488 3.16112118157144e-05 0.0121202421515721 1.68799053478819
scaffold_15_265984_266312_- 10.6862698963262 6.38765627601911 3.24636006047722e-05 0.0122037667877011 1.98545450158411
scaffold_14_1305317_1305377_- 11.194108543877 6.38721932889808 3.24848493756489e-05 0.0122037667877011 2.09535431590515
scaffold_2_2520430_2521200_+ 7.20664935552893 6.38334153459082 3.26740743981289e-05 0.0122037667877011 1.68668215170681
scaffold_3_3490003_3490455_- 9.18627471498 6.37264456613373 3.32021403089564e-05 0.0122950079574859 1.80851895625296
scaffold_29_942849_943693_+ 9.45430423343076 6.35860868517568 3.39088026302959e-05 0.0124502778200017 1.73863317314139
scaffold_25_741918_742040_- 7.01341681314962 6.3300966840384 3.53938609772825e-05 0.0128740955302033 1.77391223371862
scaffold_1_3780254_3780649_+ 8.50930529110958 6.32517010716541 3.56573757933896e-05 0.0128740955302033 1.78358427880241
scaffold_3_2665020_2665773_- 7.3933179501984 6.31552189485176 3.61794874180904e-05 0.0129546485279023 1.56680431149597
scaffold_88_309437_310641_+ 11.3851101141979 6.30307318009775 3.68651515776295e-05 0.0130919635840359 1.97347563623275
scaffold_100_116966_117492_+ 10.24998519019 6.296056552919 3.72576793379017e-05 0.0131237903658043 1.82670248457569
scaffold_10_1085621_1086993_- 8.26716466059432 6.28837216368699 3.76926510892274e-05 0.0131637156098004 1.60431498985229
scaffold_136_255375_255877_- 9.03023619200339 6.28195680560465 3.80599122267643e-05 0.0131637156098004 1.70961804233933
scaffold_100_289625_289937_- 10.1574454845745 6.27810024347994 3.82825131984224e-05 0.0131637156098004 1.79834628208273
scaffold_958_4146_5529_+ 14.3918282455471 6.25737758922134 3.9502487282557e-05 0.0133979436106319 2.09287137218538
scaffold_21_1381637_1381910_- 8.07753162563115 6.2552174545911 3.96320084293175e-05 0.0133979436106319 1.54179225973535
scaffold_1_562332_563168_+ 10.2619489554602 6.25091379079333 3.9891398369836e-05 0.0133979436106319 1.91512223337521
scaffold_4_1298938_1299113_- 8.47253814367444 6.22158914526288 4.17074440505394e-05 0.0139001286225667 1.63539920472985
scaffold_1_3773641_3773902_+ 8.53355087234812 6.20977893268429 4.24634002714075e-05 0.013980262615348 1.59585575250337
scaffold_87_476928_477670_+ 8.92007165192219 6.2027357291431 4.2921124622527e-05 0.013980262615348 1.51896157125694
scaffold_58_313560_313893_- 8.32301510140748 6.20149603908337 4.30022292134488e-05 0.013980262615348 1.54352645623582
scaffold_63_682081_682634_- 8.04826694783428 6.19660712826741 4.33236638048017e-05 0.013980262615348 1.60654295246318
scaffold_4_1294866_1295787_+ 9.60800157772554 6.19228048776256 4.36102535381739e-05 0.013980262615348 1.64470823033946
scaffold_17_392265_392739_- 8.57542734122329 6.18817662480337 4.38839430292972e-05 0.013980262615348 1.53462453143206
scaffold_14_1287314_1288030_- 10.579212417063 6.18328878098455 4.42122925493339e-05 0.0139820568393609 1.87142277989541
scaffold_10_881431_881933_+ 10.2233600180429 6.16963710069206 4.51432266028019e-05 0.0141730104042971 1.64138197958291
scaffold_53_463518_463877_- 8.78952666560563 6.15869093451849 4.59046582119126e-05 0.0143083828898513 1.59336195342503
scaffold_13_1396965_1397708_+ 7.86114983463794 6.15338120236881 4.62788991118079e-05 0.0143219970208442 1.53336229720825
scaffold_61_330584_331141_- 8.16030516274386 6.12686667723833 4.81966600205851e-05 0.0148097056173892 1.50821063025425
scaffold_109_346989_347546_- 11.8634021064491 6.12196519394131 4.85603014116976e-05 0.0148163635138254 1.79878094427182
scaffold_22_229684_230487_- 9.41079493503099 6.08773830116275 5.11819698640143e-05 0.0154166088535723 1.5440665458063
scaffold_64_575510_576293_+ 8.5163067493824 6.08366577135078 5.15037450279254e-05 0.0154166088535723 1.47019940328715
scaffold_12_293766_294157_+ 8.2385190023196 6.08026188124072 5.17743329507246e-05 0.0154166088535723 1.42956504621245
scaffold_4_2918481_2918653_- 8.07371919436488 6.07805081616046 5.19509045981987e-05 0.0154166088535723 1.42585940423944
scaffold_77_135848_136731_- 10.0391098281133 6.07361570833521 5.23070085402735e-05 0.015416690149768 1.64715511604831
scaffold_69_409855_411322_+ 9.60952834660133 6.05696746352229 5.36669518943915e-05 0.0157011133916671 1.4961319475866
scaffold_42_861547_861831_- 9.30944350521075 6.05299662155694 5.39968124303744e-05 0.0157011133916671 1.44692106891949
scaffold_120_315335_317058_+ 8.09101074467668 6.0461671420212 5.45691703508081e-05 0.0157617591641274 1.3344725607898
scaffold_70_25303_25881_- 7.55344201372311 6.01354100615424 5.73934429765503e-05 0.0163535900811986 1.32353377762332
scaffold_182_29856_30111_- 9.30642412667351 6.00459267795111 5.81947868184136e-05 0.0163535900811986 1.52520218904535
scaffold_23_663733_663967_- 8.54440485594391 5.99794037472997 5.87981824819578e-05 0.0163535900811986 1.36827031711351
scaffold_8_2000453_2001090_- 9.06926010193596 5.9959223853775 5.89825293538391e-05 0.0163535900811986 1.49303433706818
scaffold_238_23773_25009_+ 10.2026698616268 5.99527963614474 5.90413739242347e-05 0.0163535900811986 1.61715386546746
scaffold_67_599009_599049_- 8.07843475121246 5.99131806796423 5.94054345176e-05 0.0163535900811986 1.34744180795843
scaffold_120_155815_156353_- 7.48299433248854 5.99075483830331 5.94573867432302e-05 0.0163535900811986 1.20832249216211
scaffold_70_34929_35963_+ 8.84880909730309 5.98880298136757 5.96377979234035e-05 0.0163535900811986 1.36327469405741
scaffold_15_353013_353115_+ 8.93968885369778 5.96013756380924 6.23551034014382e-05 0.0169172890553943 1.40343950674959
scaffold_1_2078677_2079439_- 8.02317584026711 5.95890943106212 6.24744091045352e-05 0.0169172890553943 1.20966387890803
scaffold_262_32426_33264_+ 9.53431495625527 5.94676764571886 6.36669845729765e-05 0.0171331414509862 1.37587073761474
scaffold_3_1280688_1281147_- 8.00269420787854 5.93454093842909 6.48922544095636e-05 0.0172530045427742 1.22175395973365
scaffold_60_437583_437860_- 7.58529982896556 5.93437726429918 6.49088247350828e-05 0.0172530045427742 1.19211250861741
scaffold_32_382549_383112_+ 7.50774820886936 5.91729330833434 6.66632463240912e-05 0.0175122761592282 1.14991696460987
scaffold_8_1560431_1560814_- 9.16805936544785 5.91701109278711 6.66926456694053e-05 0.0175122761592282 1.30344350682098
scaffold_66_489250_491150_+ 9.95903290586954 5.91115305500061 6.73060024831366e-05 0.0175668666480987 1.41141248439357
scaffold_87_274922_275472_- 8.7225221872231 5.90719760336564 6.77235226068506e-05 0.0175699960506851 1.18828403628065
scaffold_1_2863641_2864775_+ 7.59729982508062 5.87372964931513 7.13677812212971e-05 0.0183993400220995 1.13273143639901
scaffold_25_535748_537708_- 8.10976834580479 5.86654385359291 7.21769219239615e-05 0.0183993400220995 1.19084953244013
scaffold_87_269688_270276_+ 8.23453252273827 5.86639095480714 7.21942437279442e-05 0.0183993400220995 1.19185677561811
scaffold_25_814145_814933_- 8.93319835035868 5.85707376562334 7.32581167328982e-05 0.018474097880958 1.23290664393288
scaffold_2_3543380_3544004_- 10.1590009272297 5.85635937858142 7.33403691899732e-05 0.018474097880958 1.33114774433043
scaffold_15_855849_856157_+ 8.88398221528391 5.81604002979156 7.81445153449375e-05 0.0195704582186981 1.07130694639585
scaffold_2_1694985_1695402_- 8.04274984811684 5.81067801292954 7.88080365294273e-05 0.0196232010958274 1.11666716728064
scaffold_4_2827167_2827641_+ 7.8788267208289 5.80404316654869 7.96373116131058e-05 0.0197163780739967 1.1236732610874
scaffold_11_598711_599260_+ 8.01837870100555 5.78696091930702 8.1815084511766e-05 0.020096113675084 1.08545810712792
scaffold_19_598585_599649_- 10.606604836785 5.78477099138395 8.20987887293974e-05 0.020096113675084 1.30501156841049
scaffold_3_464316_464822_- 9.72617588468644 5.7778053633928 8.30081115801717e-05 0.0202045474287782 1.35344866394824
scaffold_41_217135_218040_- 7.45340783419052 5.76207051763063 8.51015813933832e-05 0.0205983861198309 1.02914178215435
scaffold_8_2176096_2176658_- 7.81358457753185 5.75057706100725 8.66659433563803e-05 0.0208604925658807 1.06117948165625
scaffold_43_992900_993253_- 8.48590819018713 5.7440486240059 8.75680170267732e-05 0.0208729235152948 1.0753846474338
scaffold_15_1183606_1184715_- 7.87854379819643 5.73205192733743 8.92516161318732e-05 0.0208729235152948 0.97338749414412
scaffold_23_1182932_1183828_+ 7.80398733310334 5.73173906580231 8.9295977210241e-05 0.0208729235152948 1.01507326643398
scaffold_61_668728_669625_- 9.98137933569908 5.72927067954006 8.9646790485827e-05 0.0208729235152948 1.1872031325383
scaffold_74_469474_470422_+ 7.52260233621683 5.72631377091285 9.00689500450739e-05 0.0208729235152948 0.9416105250858
scaffold_43_198361_199298_- 8.36984352323909 5.72561729845039 9.01686908559879e-05 0.0208729235152948 1.00946830732785
scaffold_29_87047_87638_- 7.12992808208983 5.72258097582856 9.06048822718183e-05 0.0208729235152948 0.943526299532449
scaffold_13_1060845_1061328_- 8.35412636402127 5.72051501134208 9.09029471358088e-05 0.0208729235152948 0.974489935872374
scaffold_43_581059_583248_- 8.54024217763132 5.71947442955664 9.10534677650997e-05 0.0208729235152948 1.1375159689607
scaffold_10851_2_1112_+ 8.95978336663831 5.71079417550702 9.23193679045084e-05 0.0210517312306881 1.14511549925861
scaffold_19_1149494_1149827_- 9.56436683257464 5.7033967182874 9.3412850091001e-05 0.0211895557227367 1.14522122564371
scaffold_81_445607_446322_+ 7.75806868076303 5.69639709895765 9.4460116072356e-05 0.0213155155674526 0.984617237001482
scaffold_70_61848_62511_+ 8.06677746754633 5.6698317075264 9.85488982310289e-05 0.0221229511127335 0.945418779950919
scaffold_3_183494_184644_- 8.25263753039063 5.66320930413475 9.95969822642139e-05 0.0222429837813368 1.03935288664187
scaffold_142_204257_204442_- 9.69409790844824 5.65470245408636 0.000100960590282132 0.0223511691424328 1.0653056165458
scaffold_11_1888632_1888812_+ 9.43286135270176 5.65375814365292 0.000101113168811264 0.0223511691424328 1.04787021265004
scaffold_79_425549_426301_- 7.71202411984241 5.64676567613924 0.000102250585837803 0.0224878623452216 0.905402086636009
scaffold_83_142194_142742_+ 9.80059037899691 5.64203573825998 0.000103027619882704 0.0225443164597881 1.08806696511521
scaffold_299_59931_60161_- 7.65078650208658 5.63382049265579 0.000104392061303832 0.0226828630476953 0.969546276083345
scaffold_107_73491_73581_- 8.59141516797679 5.62895167611478 0.0001052096899203 0.0226828630476953 1.05684618973857
scaffold_25_898647_899039_+ 7.02457735877649 5.62760543189618 0.000105436957029513 0.0226828630476953 0.841398838775213
scaffold_15_1016365_1016771_+ 7.39716041892237 5.62417732810426 0.000106018015786223 0.0226828630476953 0.840361933304455
scaffold_18_1288994_1289441_+ 9.56943282930961 5.61768437255876 0.000107127838363976 0.0226828630476953 1.0492521793652
scaffold_20_1028439_1029047_+ 7.67098092001807 5.6167561043995 0.000107287502961513 0.0226828630476953 0.933462909093367
scaffold_5_939388_939768_- 8.17905150543521 5.61489831521907 0.000107607801862903 0.0226828630476953 0.902240465454561
scaffold_1_2466579_2466693_- 8.72706108370097 5.61350263411722 0.000107849092642414 0.0226828630476953 0.91950579327939
scaffold_19_624289_624396_+ 8.80431192982241 5.60703467711495 0.000108974770679726 0.0226947709687945 0.982117377280093
scaffold_11_1399579_1400131_+ 8.95467830741817 5.60287568047505 0.000109705138778928 0.0226947709687945 1.087639378066
scaffold_25_370743_371356_- 8.51727303631342 5.60158066076575 0.00010993361174073 0.0226947709687945 0.94168301839319
scaffold_24_1295645_1296113_+ 12.3123623053306 5.60119942152278 0.000110000967166294 0.0226947709687945 1.23751703875477
scaffold_72_423475_423740_+ 7.18698579136094 5.5930613756107 0.000111449182975622 0.0228845843677811 0.779835726578304
scaffold_79_359628_359749_+ 8.31880482903208 5.58839047707959 0.000112289466875111 0.0229483652916559 0.956421686689091
scaffold_107_184368_185545_+ 8.21815209705326 5.58326702206838 0.000113218851765364 0.023029671228104 0.870391415636977
scaffold_51_840431_840874_+ 9.01691398031114 5.54845828310936 0.000119751742014261 0.0242446914696724 0.92912106312662
scaffold_13_507362_507949_+ 8.10040411234942 5.53972741258073 0.000121451895873542 0.0243373520684302 0.811843636939686
scaffold_10_1904540_1904945_- 7.22540971174315 5.53694416678018 0.000121999207007147 0.0243373520684302 0.966317652958772
scaffold_3_2092211_2093191_+ 7.74033302880099 5.53635823327657 0.000122114758698893 0.0243373520684302 0.803185037434301
scaffold_5_1528349_1529364_+ 8.00384925565771 5.53462964533602 0.000122456325322388 0.0243373520684302 0.858072189145926
scaffold_45_26284_27382_+ 7.84171159789277 5.52110416948164 0.000125163951582649 0.024761887517214 0.752269207318125
scaffold_42_767033_767803_+ 8.67808320831023 5.51757608204689 0.000125880553643546 0.0247904584870921 0.824301478448002
scaffold_21_1143237_1143690_- 9.28553652050463 5.50606566892078 0.000128248685076338 0.0250419095181895 0.884172451899758
scaffold_11_1215859_1218086_+ 8.35726311717464 5.50575454319547 0.000128313343328211 0.0250419095181895 0.761845100832236
scaffold_8_1963281_1963699_- 8.0472971738953 5.49451682538852 0.00013067194416672 0.0253396184573486 0.728222182182073
scaffold_138_306155_306304_+ 9.73963418309881 5.49293069374011 0.000131008506080554 0.0253396184573486 0.886167381018164
scaffold_11_1807211_1808061_+ 7.88227597745433 5.48615924985807 0.000132455645681989 0.0254069252234436 0.707347144238091
scaffold_8_2127407_2128462_+ 7.04542506572876 5.48581662453366 0.000132529314972493 0.0254069252234436 0.660094371941877
scaffold_6_1142879_1143200_+ 8.00939920831077 5.47482874988548 0.000134914896405917 0.0255774668895929 0.966243561216284
scaffold_2_3569577_3570137_+ 7.65052155973046 5.47303980046856 0.000135307557766804 0.0255774668895929 0.682508570928417
scaffold_13_709057_709434_- 7.80906002060398 5.46947594136012 0.00013609339065428 0.0255774668895929 0.724265077447414
scaffold_23_321341_321539_+ 10.3610818733715 5.46907403344372 0.000136182312698298 0.0255774668895929 0.937015919742064
scaffold_1_1581013_1581632_- 7.31775384240447 5.46822369524251 0.000136370651606333 0.0255774668895929 0.667907181383913
scaffold_24_1137048_1137947_- 6.910070914352 5.46176594450516 0.000137809942961453 0.0257360068480513 0.631252769583305
scaffold_132_44512_45286_- 8.40698172397683 5.45232488916554 0.000139943006044578 0.0260221917591734 0.751629594405388
