AveExpr t P.Value adj.P.Val B
scaffold_13_234230_234372_+ 10.0585432130512 5.44642416753985 0.000141293817114653 0.0261610936765362 0.929873625358711
scaffold_25_1112150_1113141_+ 7.95702122343838 5.4288256520545 0.000145404674690953 0.0268076720666392 0.70907520720109
scaffold_1_1868001_1868471_- 9.03478749925173 5.42574828116644 0.000146136363115187 0.0268284070691889 0.77232893227442
scaffold_3_3369234_3369838_- 8.57500370250355 5.41882575211352 0.000147796495764371 0.0270186960991019 0.6877532444173
scaffold_19_1112303_1112567_+ 10.8898742228548 5.41386571670077 0.000148998192827761 0.0271239315229226 0.943033097037631
scaffold_3_310620_310900_- 7.24591151368033 5.40862301606391 0.000150279560625727 0.0272067971307183 0.569089639168719
scaffold_23_386473_386589_+ 8.96092297969044 5.40687525612892 0.00015070930414468 0.0272067971307183 0.811880785686398
scaffold_8_400532_401915_- 7.80122589110078 5.40180252466355 0.000151963941106561 0.0273194593874807 0.58701171247677
scaffold_58_379643_380024_- 8.09070517828655 5.39772079580829 0.000152981454146296 0.0273887375303406 0.722328293999797
scaffold_3_3654875_3655425_- 10.7947720308636 5.39070368374933 0.000154747509157184 0.0275909077438031 0.892730122797238
scaffold_61_455857_456518_- 8.42639589890369 5.38037623910638 0.000157385831739049 0.0279463055160902 0.590764171677113
scaffold_210_91231_91579_+ 8.39364544460266 5.36054191699585 0.000162586481883513 0.028751926179939 0.62141236273043
scaffold_61_713327_714869_+ 8.3928011148347 5.35505334641705 0.000164057327503691 0.0288940966318085 0.599410143320937
scaffold_107_64964_66871_- 6.96259838996408 5.34338259538274 0.000167231620622674 0.029203123860063 0.586343536052838
scaffold_174_100829_102336_+ 8.28173232498621 5.34150019209562 0.000167749631078639 0.029203123860063 0.604007079772153
scaffold_15_858780_859542_+ 9.53859522391199 5.34094846175526 0.00016790177902433 0.029203123860063 0.660635373174835
scaffold_62_735076_735297_- 8.32520176180029 5.33875506796068 0.000168508077482707 0.029203123860063 0.6731334939995
scaffold_6_524517_524696_- 8.15411182199601 5.33098138638282 0.000170675490837488 0.0293307761959262 0.568050628497783
scaffold_1_2635698_2636182_- 7.67875035742202 5.32981642642906 0.00017100281626438 0.0293307761959262 0.507441606267303
scaffold_1714_3364_3805_- 9.46176137333957 5.32712040851771 0.000171762866449475 0.0293307761959262 0.664609153341459
scaffold_106_236775_236897_- 10.0428758438657 5.32551486975269 0.000172217180530457 0.0293307761959262 0.714316657652878
scaffold_7_174702_176414_+ 6.88015459712883 5.32406141075476 0.000172629551076979 0.0293307761959262 0.453090580942611
scaffold_13_359461_359637_- 8.54763452755282 5.31336251166099 0.000175697146571558 0.0297353694232786 0.648532839142167
scaffold_60_73021_73635_- 8.4384780925044 5.30180513732039 0.000179075384837791 0.0301835513469376 0.593197076888483
scaffold_67_328545_328622_+ 7.48716382171369 5.29956300092603 0.00017973863840442 0.0301835513469376 0.474215033833287
scaffold_47_444076_444480_- 7.92660254890164 5.29258419416758 0.000181819643853844 0.0302077983149098 0.616011869183771
scaffold_8_2032400_2032564_+ 9.10049164416733 5.29208161636865 0.000181970481750248 0.0302077983149098 0.608654042115762
scaffold_5_2410997_2411756_- 7.81214680091252 5.29195069813785 0.000182009795631775 0.0302077983149098 0.433928632601354
scaffold_5_1959684_1960410_+ 9.14298814246977 5.28975026367088 0.000182671909673322 0.0302077983149098 0.543745597525682
scaffold_11_1968394_1968956_- 9.27615165007693 5.28491478124984 0.000184135826214041 0.0303341019260438 0.565211148160441
scaffold_15_1056495_1056995_+ 7.13910655511772 5.2770217457092 0.000186551957803793 0.0305081369103231 0.492949652027389
scaffold_74_245553_245894_- 7.51110332669701 5.27686404505659 0.000186600569663381 0.0305081369103231 0.417922079312129
scaffold_2_1076690_1077826_+ 8.73946056017637 5.27184736754005 0.000188153950657715 0.0306464588954743 0.586602688640405
scaffold_6_53717_54172_+ 7.78288983628305 5.26761567106596 0.000189474835797164 0.0307460177368836 0.459163244414499
scaffold_73_366953_368102_+ 8.87122627376727 5.26237888672939 0.000191122957242846 0.0308977359906848 0.588290326226426
scaffold_299_32918_33028_- 6.6720249850384 5.25926427975999 0.000192110326596162 0.0309419033832912 0.421253566676067
scaffold_6_1971948_1972966_- 7.19403545614627 5.25355177163961 0.000193935222388777 0.0310861604734693 0.371040490302383
scaffold_8_265613_265957_- 6.93347123907779 5.25070734473147 0.000194850677725399 0.0310861604734693 0.419004462792766
scaffold_2_3351899_3352384_+ 7.53941943561078 5.24975416772966 0.000195158464865985 0.0310861604734693 0.438433524991956
scaffold_97_299120_299554_- 8.09532186294156 5.24634508225624 0.000196263469168056 0.0311476595793964 0.431755908717156
scaffold_93_308613_308902_- 9.57826806445331 5.24202921363675 0.00019767183246285 0.0311571052533178 0.551903553241396
scaffold_17_421926_422436_+ 7.27191232801599 5.23867793353688 0.000198772752463039 0.0311571052533178 0.338240293167794
scaffold_72_549903_550135_- 7.43791050389982 5.23345351844083 0.000200501880280044 0.0311571052533178 0.362920802573501
scaffold_45_110531_110739_+ 7.62967578380755 5.2306471288567 0.000201437231204528 0.0311571052533178 0.396540882286319
scaffold_8_1559586_1560058_- 7.59309131949653 5.22719860370985 0.000202592883808786 0.0311571052533178 0.364143518558571
scaffold_123_108608_108757_+ 7.55120806161454 5.22686942462678 0.000202703560285572 0.0311571052533178 0.40320908112028
scaffold_35_339235_339871_+ 6.68666160026976 5.22564343406288 0.000203116321605539 0.0311571052533178 0.350877683455991
scaffold_2_1798463_1798747_- 10.1951820495196 5.22459652991437 0.000203469487860301 0.0311571052533178 0.666474736657629
scaffold_8_1285871_1286348_- 7.96001634681989 5.22417122621436 0.000203613145508209 0.0311571052533178 0.510882654998538
scaffold_211_86097_86285_+ 10.1418157792529 5.22367922025243 0.000203779466574037 0.0311571052533178 0.683199016385814
scaffold_36_524716_524781_+ 4.20459589448384 5.22215469542166 0.000204295734363437 0.0311571052533178 0.718798398437565
scaffold_96_117792_117987_+ 10.2225582246234 5.21978729636718 0.00020510016005825 0.0311571052533178 0.565585672381973
scaffold_44_324807_325084_- 7.77281881384615 5.21811119065202 0.000205671700652008 0.0311571052533178 0.501078521098316
scaffold_6_2348928_2349789_+ 8.22875306462828 5.21398641611439 0.000207085357595992 0.0312619519275399 0.509983605180683
scaffold_100_361070_361409_+ 6.71592680851319 5.21104964918848 0.000208098075060062 0.0312637713741357 0.315109378939249
scaffold_9_51048_51121_- 7.45574063528736 5.20977109410834 0.000208540597496312 0.0312637713741357 0.440019515410522
scaffold_188_154025_154699_- 8.48031619681067 5.20545565246366 0.000210041534114784 0.0313061180536347 0.397073616999925
scaffold_62_600508_600968_- 8.6297267884222 5.20333378038929 0.000210783691380719 0.0313061180536347 0.526238770466913
scaffold_6_1149810_1149888_+ 6.55395716171934 5.20274310596406 0.000210990778554709 0.0313061180536347 0.35338737646891
scaffold_16_924867_926637_- 6.95706813772492 5.19002166398146 0.000215503097066718 0.0318665091587461 0.267532920370773
scaffold_29_839865_840454_+ 6.84903522521296 5.18705103291063 0.000216571310975134 0.031915539521458 0.309202349444185
scaffold_10_882164_883140_+ 9.69184148730721 5.18260766237789 0.000218179500963391 0.0320435425719996 0.541552242286063
scaffold_7384_1434_1572_+ 7.65366462639123 5.17849734328494 0.000219678317587869 0.0321546715804459 0.312306595055398
scaffold_6_1643203_1644004_- 7.62993107742087 5.17630218280943 0.000220483202381043 0.0321638223109801 0.35776879214266
scaffold_129_259433_260124_- 8.03212639669252 5.15450836420682 0.000228644239027337 0.0331474485280944 0.354206112174463
scaffold_5_851864_852234_+ 8.08675095106593 5.15169983185473 0.000229718780462643 0.0331474485280944 0.368885676911694
scaffold_14_1518072_1518745_+ 7.74811942873111 5.14901308097234 0.000230751690828724 0.0331474485280944 0.300195058195897
scaffold_33_894499_894669_- 7.08062595777714 5.14805418588971 0.000231121513683035 0.0331474485280944 0.214917055952912
scaffold_26_850594_851941_+ 8.7506140774354 5.14739336179745 0.000231376739809762 0.0331474485280944 0.380553233353907
scaffold_100_288462_289518_- 8.57400984880277 5.14207080647413 0.000233443258202348 0.0331474485280944 0.347001550164727
scaffold_2_2497980_2499106_- 7.14812158015828 5.1414585201655 0.000233682222068475 0.0331474485280944 0.260485354425279
scaffold_17_1119261_1120154_+ 7.5749958829 5.14069050186485 0.000233982328298475 0.0331474485280944 0.283703528689523
scaffold_32_364998_365432_+ 6.678894670382 5.13939192846605 0.000234490671708792 0.0331474485280944 0.242871704589038
scaffold_8_329250_329585_+ 7.11593921541902 5.13583460349651 0.000235889179124659 0.0331474485280944 0.25084785975796
scaffold_17_465849_466422_- 7.60546944395162 5.13464753331659 0.000236357803322746 0.0331474485280944 0.290944900488966
scaffold_12_1539857_1540780_+ 9.07216036980949 5.13421134958326 0.000236530242634518 0.0331474485280944 0.469754097591493
scaffold_2_2213889_2214175_- 6.9891657116306 5.13259124995653 0.000237171883942881 0.0331474485280944 0.215032264692654
scaffold_46_975448_976339_+ 11.5721906897232 5.12777280927949 0.000239091049175492 0.0332714369614784 0.595673629498587
scaffold_103_349172_349693_- 7.46103799505651 5.12651453699098 0.000239594892950682 0.0332714369614784 0.241364258890115
scaffold_11_1552356_1552669_+ 7.32439678057713 5.12252515768734 0.000241199720734443 0.0333872814713754 0.272982563445088
scaffold_51_646945_647090_+ 10.0910461048878 5.12054352943864 0.000242001070071843 0.0333915234456455 0.461002906084794
scaffold_8_317226_317962_- 8.8597170319459 5.1148502918319 0.000244318937022353 0.033448887529915 0.430518535154413
scaffold_43_489103_489908_+ 7.37738529425664 5.11427156298635 0.000244555853741671 0.033448887529915 0.269085519283713
scaffold_5_1152485_1152884_+ 8.08431062087074 5.11383948248985 0.000244732893573906 0.033448887529915 0.462814182848563
scaffold_43_94254_94809_+ 7.78744995537824 5.09977081908846 0.000250571458428355 0.0341391792700218 0.332390148576577
scaffold_471_19916_20868_+ 7.07581286883271 5.09489873081281 0.000252627315503289 0.0342078199107784 0.215735818140119
scaffold_48_736603_737448_+ 8.14296834985355 5.09204119168988 0.000253841327191199 0.0342078199107784 0.237937487518576
scaffold_1_563846_564251_+ 6.93246259639623 5.09127905993083 0.000254166147974377 0.0342078199107784 0.249504497964512
scaffold_20_1106115_1106292_- 6.94621996565044 5.09112129998779 0.000254233439765283 0.0342078199107784 0.194162810992059
scaffold_27_41178_41596_+ 6.39390660526097 5.07985002026227 0.000259089853725367 0.0347533343730812 0.183772917906688
scaffold_47_938673_938691_+ 7.33883115467352 5.0766195313526 0.000260499632546756 0.0348345897522246 0.340059962387149
scaffold_245_84028_84100_- 8.91371417666304 5.07290658914648 0.000262129896955467 0.0349447382015155 0.363383395034544
scaffold_25_668734_670244_+ 7.69175419419102 5.06909051021091 0.000263816601449508 0.0350617118846669 0.192976195995795
scaffold_43_1004968_1006338_+ 6.86246009578585 5.06455256340357 0.000265837199003698 0.0352222094312973 0.173988449734891
scaffold_2_1648599_1649005_- 8.0749992470207 5.06230456609297 0.000266844163258919 0.0352478360285242 0.291013668945777
scaffold_10_2062576_2062726_+ 8.29632335710888 5.05916704648082 0.000268256271160802 0.0353266601954799 0.310403095452782
scaffold_66_666897_667703_- 5.90238843318775 5.05526435284504 0.000270023706383653 0.0353790480683756 0.13797972253628
scaffold_24_1185449_1186025_- 8.24387240952173 5.05381042392445 0.000270685273889266 0.0353790480683756 0.270585114674506
scaffold_3_1325922_1326641_- 9.81600830323631 5.05289251446167 0.000271103816615905 0.0353790480683756 0.396528982424558
scaffold_52_224506_224868_- 7.21965208775517 5.04668264114107 0.000273953241224701 0.03564353792583 0.243426292510435
scaffold_58_311982_312391_- 6.96883411417985 5.04269936975215 0.000275797498397401 0.0357162332411456 0.0921073566010087
scaffold_20_533424_533788_- 8.72399273338898 5.04046999747484 0.000276835376661443 0.0357162332411456 0.294735438781074
scaffold_3_2291458_2292150_- 6.99501365473341 5.04014921631493 0.000276985052140168 0.0357162332411456 0.100099141966982
scaffold_220_69751_70352_- 10.2767048816476 5.02640138378684 0.000283480148248716 0.0364452845787059 0.371996443186844
scaffold_6_2214171_2214588_+ 6.66745072289862 5.02280402947771 0.000285205920985854 0.0364807903923176 0.185188429757564
scaffold_63_103742_104001_+ 7.0483489212812 5.02231715748021 0.000285440334741164 0.0364807903923176 0.0617691632387567
scaffold_211_141768_142540_- 7.11319531363065 5.01819649136211 0.000287432414028109 0.0365560595492964 0.131617425911841
scaffold_76_224055_224705_- 7.18960789734166 5.01588900341745 0.000288554297354948 0.0365560595492964 0.102929752811391
scaffold_83_602193_602960_+ 8.42268409348042 5.01587626521301 0.000288560503297312 0.0365560595492964 0.21951863537505
scaffold_60_11377_12994_- 10.1048877291657 5.01312819751921 0.000289902614099541 0.0366190106661128 0.342888120127071
scaffold_28_742736_743020_+ 6.97263022516267 5.00827578089981 0.000292288454336838 0.0368130510831333 0.177188814819535
scaffold_7_1912158_1912296_+ 7.0984754720822 5.00122898750312 0.000295789933822621 0.0370836231163099 0.179035354758281
scaffold_8_382450_383480_- 7.59255338776984 5.00051213614412 0.00029614858510463 0.0370836231163099 0.165594977027519
scaffold_3_1133302_1133959_- 8.22280115190443 4.99614019574157 0.000298345819244687 0.0372510978806781 0.132343788706883
scaffold_44_28377_28448_+ 7.63219926998505 4.9887450378933 0.000302101424574885 0.0376116273595732 0.139157662169893
scaffold_26_458814_459221_+ 7.06390873010374 4.98192211613678 0.000305610367894284 0.0379394693392199 0.0897619185965954
scaffold_42_967882_968517_+ 7.12589075073658 4.97912624029017 0.000307060562536194 0.038006950885045 0.049358239112685
scaffold_30_625241_626227_+ 8.50798778092699 4.97749805015574 0.000307908409745899 0.038006950885045 0.119669494435623
scaffold_20_951702_952594_+ 11.5354733105932 4.97562023858599 0.000308889288678122 0.0380197082990577 0.421339034377553
scaffold_102_167375_168907_+ 7.64390357482132 4.96097837209468 0.000316650679816054 0.038766570524726 0.0449277227422815
scaffold_19_1234009_1234549_- 6.89282206338161 4.96079965998915 0.000316746664029751 0.038766570524726 0.0334841659928875
scaffold_69_171305_171667_+ 8.45737508219442 4.95685692349251 0.000318872033424919 0.0388375277483395 0.120540763099108
scaffold_14_1319864_1320850_- 9.54096034650805 4.9532038562776 0.000320854587220651 0.0388375277483395 0.237014719149498
scaffold_90_267768_269202_- 8.02319400606787 4.95242437409469 0.000321279288302149 0.0388375277483395 0.132322408641354
scaffold_63_90454_91169_+ 6.90998744233325 4.95010554199341 0.000322546189124474 0.0388375277483395 0.0779107512002932
scaffold_67_469500_469830_+ 9.88043749922568 4.94938726919732 0.00032293968011913 0.0388375277483395 0.31592274271261
scaffold_90_492983_493401_- 9.40494319388861 4.94685512419223 0.000324330878714958 0.0388375277483395 0.198254205685964
scaffold_238_25210_25338_+ 6.42900916957431 4.94663330126478 0.000324453050211846 0.0388375277483395 0.028730780797293
scaffold_1_2763262_2763914_+ 7.20549866616025 4.94554105660531 0.000325055319676744 0.0388375277483395 0.0251613014789571
scaffold_452_4032_4786_+ 7.5046673766173 4.94317040393691 0.000326366541898331 0.0388375277483395 0.0739326066333259
scaffold_10_220296_221860_+ 7.16411916352482 4.94168527206944 0.000327190798202918 0.0388375277483395 0.025697760913153
scaffold_1_2859880_2860890_+ 6.48690836413332 4.94139547622334 0.00032735189051961 0.0388375277483395 0.0413656194334768
scaffold_210_56781_57246_- 7.66093130939256 4.94008166678934 0.000328083256148554 0.0388375277483395 0.0824399191967595
scaffold_1_1008291_1009519_+ 8.37916119311724 4.93597187313913 0.000330382146384538 0.0390030977500177 0.168284735224987
scaffold_94_435428_436296_+ 10.7352185810952 4.92538393838358 0.000336382748503202 0.0396035841349178 0.27432884012766
scaffold_32_56604_57311_- 8.09664054324247 4.92016317728508 0.000339383461750824 0.0398485849967919 0.0668970761175496
scaffold_12_1452151_1452407_+ 7.4702885760837 4.91477278184769 0.000342511095189732 0.0399048184254107 0.151057751665945
scaffold_17_674724_674960_- 7.15504187363275 4.91475165356916 0.00034252341350645 0.0399048184254107 -0.0173252630730838
scaffold_8_1946030_1946542_+ 8.434526491857 4.91457658460356 0.000342625500952149 0.0399048184254107 0.110541371766679
scaffold_131_121128_121388_+ 8.12101544441846 4.9086435206099 0.000346104129537412 0.0401990285690899 0.075081885312609
scaffold_20_659268_659588_+ 8.1718309121323 4.90606072510283 0.000347629985966238 0.0401990285690899 0.11699692062103
scaffold_147_69724_70106_+ 7.38373514853398 4.9043135386247 0.000348666175270998 0.0401990285690899 0.00160097399380721
scaffold_76_514563_515134_- 7.68669292944049 4.90311904097255 0.000349376446299684 0.0401990285690899 0.0257111305215814
scaffold_3_2898644_2898777_- 6.87578645971583 4.90242346949055 0.000349790743907744 0.0401990285690899 0.0157977796189162
scaffold_72_195936_197474_- 7.14067274928765 4.90037536614058 0.000351013628001435 0.0402328477428312 -0.063390022476697
scaffold_54_615307_616138_+ 7.85478799536805 4.89209419889328 0.000356003965775579 0.0406971710321708 0.0310903832372205
scaffold_7_1794351_1795274_+ 8.07427872839796 4.8852420329755 0.000360189293319609 0.0410672666378036 0.0323391685576295
scaffold_14_1301391_1301786_- 10.3308866775421 4.87906932967607 0.000364003693293599 0.0413932388861902 0.197024620499187
scaffold_3_184756_185199_- 7.80253374262107 4.87346124644657 0.000367505838933723 0.041682088946708 0.0555935947967239
scaffold_87_149172_150091_- 6.35510373994389 4.87128965500698 0.000368871411208474 0.0417277356710661 -0.100940656315897
scaffold_23_217518_217675_+ 7.6346381605579 4.86745306482467 0.000371296983444826 0.0417483428753629 -0.0100399198229537
scaffold_113_109758_110273_- 7.00544367492333 4.86713700380754 0.000371497546378943 0.0417483428753629 -0.0895179680235207
scaffold_211_87955_88460_+ 8.04439648593899 4.8651768187253 0.000372743955573784 0.0417483428753629 -0.0179147888870421
scaffold_135_120384_121460_+ 7.0430823506068 4.8646926809366 0.000373052474099643 0.0417483428753629 -0.0840742710323372
scaffold_10_1829209_1829967_+ 6.5856023870794 4.86340945140666 0.000373871509847223 0.0417483428753629 -0.0492872043428791
scaffold_1_2327241_2328016_- 6.53562529974287 4.8616971813897 0.000374967316428487 0.0417630692842689 -0.117244209617814
scaffold_3_2180680_2181426_- 8.17376884218308 4.85909994149391 0.000376635897844327 0.0417944818223522 0.0729321460095296
scaffold_61_433839_434723_- 7.44527391622694 4.85743367960017 0.000377710466539848 0.0417944818223522 -0.0356081118749527
scaffold_1_2636982_2637806_+ 8.41934236541719 4.85676390498556 0.000378143305967827 0.0417944818223522 0.0244119673014458
scaffold_47_336586_337175_+ 7.23308328805997 4.85287131538518 0.000380669169708307 0.0419665965566975 -0.0523071403389626
scaffold_5_853593_854682_+ 8.36713799156714 4.84527789733949 0.000385647390692579 0.0423447508746288 0.000230598793903525
scaffold_115_136590_136982_- 7.59699786975109 4.84466218541259 0.000386054022884143 0.0423447508746288 -0.0492924780980131
scaffold_211_121766_122328_- 7.27936398689761 4.84137424878586 0.000388233066129663 0.0424104149618228 -0.0903746232399261
scaffold_104_233685_234592_+ 7.8808505697063 4.84080683537179 0.000388610412681615 0.0424104149618228 -0.00398366647193171
scaffold_75_483778_483946_+ 9.17932055447285 4.83754715081261 0.000390785642716165 0.0425406501415089 0.0695766561723588
scaffold_10_110355_110473_- 7.74456396242865 4.83413150451601 0.000393078614922047 0.0426337540715551 -0.0405975149397833
scaffold_3_3583261_3583577_- 7.8694812093087 4.83134581293157 0.000394959105120333 0.0426337540715551 -0.0722776332301471
scaffold_145_164255_165814_- 6.65131042899126 4.82839940429821 0.000396958328626128 0.0426337540715551 -0.140615331003552
scaffold_29_1079396_1079830_- 9.16425553142295 4.82603585607135 0.000398569712629557 0.0426337540715551 0.0660303039048005
scaffold_99_384390_385161_+ 8.1704728363392 4.82571994583693 0.000398785606744721 0.0426337540715551 -0.0176645250272083
scaffold_60_595492_595753_+ 9.72094959957679 4.82415584296837 0.000399856322831966 0.0426337540715551 0.0864465071304599
scaffold_94_167533_167870_+ 6.05112520651586 4.82294856628922 0.000400684826745669 0.0426337540715551 -0.125412588525825
scaffold_97_385749_386484_+ 6.82195667779297 4.82133701275267 0.000401793567283257 0.0426337540715551 -0.101027461077629
scaffold_19_841771_842382_- 7.14914431036357 4.82054166080546 0.000402341947153056 0.0426337540715551 -0.119458002823771
scaffold_10_634874_635092_+ 8.30286372797991 4.81962883576095 0.000402972287064871 0.0426337540715551 -0.0279904286508703
scaffold_2_613421_613562_- 8.50169332997498 4.81893402585269 0.000403452771385798 0.0426337540715551 -0.0628315721100758
scaffold_40_96062_96539_+ 6.81228596221643 4.81858679245202 0.000403693119354566 0.0426337540715551 -0.0808874941981097
scaffold_53_127769_128443_+ 8.30141675471967 4.81611151705332 0.000405410798295441 0.0426337540715551 -0.0397325915190514
scaffold_1_2203756_2204294_+ 7.12871665274478 4.81581941055183 0.000405614004561438 0.0426337540715551 -0.172850573053104
scaffold_1069_6672_7351_+ 9.77165980237064 4.8146892018685 0.000406401247093022 0.0426337540715551 0.101193490551098
scaffold_253_76045_76534_+ 7.10943568751566 4.81061600475702 0.00040925169499762 0.0427285825292023 -0.0552853766780252
scaffold_6_127820_127939_- 6.33353959324266 4.81057910864441 0.000409277610432972 0.0427285825292023 -0.167672228413903
scaffold_106_235372_236652_- 7.35647100139439 4.80678226245453 0.000411953668422623 0.0427937763624344 -0.165952969532999
scaffold_32_1033688_1034253_+ 8.51784405502238 4.80596118735865 0.000412534772738207 0.0427937763624344 -0.0137194938414833
scaffold_5_1929372_1929808_- 7.47978986301452 4.80549481892058 0.000412865219948705 0.0427937763624344 -0.0185614511636905
scaffold_62_476891_477074_+ 6.15388047017811 4.80400910122358 0.000413919777209026 0.0428006879889219 -0.112653306965367
scaffold_3_1138342_1138914_- 7.38028479947091 4.80122293632989 0.000415904985688998 0.0428169268351466 -0.121574014524225
scaffold_1321_2976_4079_+ 10.7032535488317 4.80101531142137 0.000416053321275833 0.0428169268351466 -0.0114189902012036
scaffold_47_178791_180301_- 10.8462893681841 4.79666854429157 0.000419171557801159 0.0430356087992725 0.101143244669652
scaffold_83_272252_272809_- 12.7211011248281 4.79461624131745 0.000420652296886878 0.0430855352598602 0.140603461167388
scaffold_43_529096_529240_+ 8.11557499093684 4.78637999213694 0.000426649978607049 0.0435195394081736 -0.0594361058405743
scaffold_1_4186934_4187334_- 7.11577648487738 4.78604133381636 0.00042689849624876 0.0435195394081736 -0.21055691234795
scaffold_159_193967_194396_+ 7.72739258972658 4.78415876870933 0.000428282739707369 0.0435581642736185 -0.0963434300970256
scaffold_28_1035123_1036292_- 7.41119034006115 4.78232354430117 0.000429636689567909 0.043593534454846 -0.206248057617533
scaffold_76_89908_90098_- 7.48411795790832 4.78042045865407 0.000431045429669633 0.0436342857146414 -0.180350108162028
scaffold_20_1348605_1349586_- 8.66579947448336 4.77824805270338 0.000432659433357942 0.0436955771787091 -0.0632509459804442
scaffold_4_2855671_2856007_+ 7.89765118945058 4.77641311017619 0.000434027636089489 0.0437318171191005 -0.0807427456943266
scaffold_21_919478_919927_- 7.19085619467975 4.77398610447088 0.000435844251883859 0.0437354599277147 -0.147968416984915
scaffold_87_351949_352290_- 7.38046603749133 4.77366833331024 0.000436082691427151 0.0437354599277147 -0.22244217866015
scaffold_32_1038483_1038723_+ 6.76983781086288 4.77115995526575 0.000437969643653939 0.0438232627735579 -0.19215925961538
scaffold_230_67256_68413_+ 8.90005142672581 4.76358153408132 0.000443722584511232 0.0442966006832572 -0.0740825572189587
scaffold_19_423634_424072_+ 7.65661514846289 4.75829094548164 0.000447785540943545 0.0443846110312048 -0.149577665178635
scaffold_2_3259630_3260665_+ 8.15503773323189 4.75775774452779 0.000448197167920206 0.0443846110312048 -0.105470034471231
scaffold_43_606754_607159_+ 6.64388958508858 4.75717980775166 0.000448643777071593 0.0443846110312048 -0.282751889430498
scaffold_20_1406497_1407324_- 8.42641907740788 4.75593580707431 0.000449606675000333 0.0443846110312048 -0.119220722679692
scaffold_220_50619_50896_+ 7.9596785563074 4.75578137735704 0.000449726359292317 0.0443846110312048 -0.0744612306513215
scaffold_11_1096694_1097603_- 6.96981691087441 4.75405521987917 0.000451066412835852 0.0444156895511957 -0.13737108572593
scaffold_2_2248087_2249663_+ 8.22988016269337 4.74930422545261 0.000454776296104757 0.0446794508050674 -0.0712210509613858
scaffold_10_920629_921558_+ 7.96569445571824 4.74712563308415 0.000456488127179499 0.044685093465093 -0.158909074594307
scaffold_95_450289_451298_+ 7.22977983701507 4.74576804080172 0.0004575582593141 0.044685093465093 -0.197352546942222
scaffold_84_94090_94569_+ 7.83530541377225 4.74529995609984 0.000457927837753341 0.044685093465093 -0.165482831339698
scaffold_4_129309_129731_- 10.8807485457655 4.74138493931884 0.000461031193983958 0.0448868258664022 0.0574862898815001
scaffold_15_810516_812085_+ 7.83452938065769 4.73931323976924 0.000462682269014521 0.0449465739626079 -0.155551146732773
scaffold_75_513034_513365_- 7.46671896851009 4.73757979016465 0.000464068515409021 0.0449803859029335 -0.153988455196801
scaffold_6_161895_163210_- 8.02081322233323 4.73042241046536 0.000469838392528112 0.0454244243220984 -0.175476732981625
scaffold_35_371017_371777_- 7.22167506316161 4.72930418905867 0.000470746584513276 0.0454244243220984 -0.232304676148797
scaffold_60_144423_144818_+ 6.56145871270363 4.70560857338582 0.0004904287622446 0.0472016242972688 -0.288813542372947
scaffold_63_243508_243896_- 7.63004835120432 4.70453201196573 0.000491343132485534 0.0472016242972688 -0.195948266931604
scaffold_1_853961_854116_- 7.31539309651956 4.70294900955674 0.000492690878607447 0.0472131525702938 -0.252413304765815
scaffold_145_111269_112385_+ 6.34326869858367 4.70109980467813 0.00049427015427564 0.0472131525702938 -0.33785235525084
scaffold_62_580533_581121_- 8.57125021312877 4.70055984532241 0.000494732291624276 0.0472131525702938 -0.12306084726846
scaffold_6_2334185_2334934_- 7.8137314149775 4.69085068137543 0.000503119532493342 0.0478291110093843 -0.235936299553348
scaffold_14_592681_593077_+ 7.26122561914917 4.69053512305662 0.000503394604170227 0.0478291110093843 -0.279131560480534
scaffold_69_585858_586630_- 6.5332912562451 4.68873275002321 0.000504968741290893 0.0478736885889918 -0.355696900790937
scaffold_598_27521_27820_- 6.85302190213353 4.68707142736255 0.000506424239625459 0.0479068484847438 -0.161219475465423
scaffold_4_1209403_1209910_- 7.00647252076931 4.68496482103684 0.000508276153106179 0.0479772823735911 -0.311305980238703
scaffold_17_1017737_1018449_+ 9.64763431237815 4.68038897784576 0.000512323158142799 0.0482010040542936 -0.0796045359583539
scaffold_24_1207192_1208448_+ 10.7053210435941 4.6788767621404 0.000513667985539433 0.0482010040542936 -0.0491795406379989
scaffold_35_750186_750621_+ 7.84430931283206 4.67852219239781 0.000513983840490321 0.0482010040542936 -0.207574309306864
scaffold_118_328690_328938_+ 6.48200128548275 4.67365331150203 0.000518341655653158 0.0484022097695586 -0.342225844509362
scaffold_78_143575_143679_+ 5.14655021217397 4.6736287991654 0.000518363692311203 0.0484022097695586 -0.347821945910194
scaffold_4_1228493_1228745_- 6.18702616465472 4.66643754783049 0.000524871048093727 0.0488152568459089 -0.30084267538869
scaffold_32_30098_30973_- 7.78907183708437 4.66625140582151 0.000525040615108562 0.0488152568459089 -0.346148043260187
scaffold_1_2210062_2210323_- 5.42877282252101 4.66129568194809 0.000529576136689347 0.0490991932396543 -0.368400649443952
scaffold_54_579643_579737_- 6.41872473002538 4.66044255545971 0.000530361040395103 0.0490991932396543 -0.260412557395122
scaffold_8_306907_307795_- 6.33645605424047 4.65647741497339 0.00053402505752694 0.0492751677097761 -0.335834430365713
scaffold_8_877690_877894_+ 8.35491945361189 4.65539941928954 0.000535025745835909 0.0492751677097761 -0.227473770717827
scaffold_111_236732_237012_- 7.76204764433857 4.65369512169253 0.000536611814269219 0.0492751677097761 -0.287906284937942
